number_of_sources,index,delete_ratio,node,neighbors_probability,node_on_path,infected,sample_decision,correct
50,0,5,7,0.881578947368421,1,True,True,True
50,0,5,24,0.9166666666666666,1,True,True,True
50,0,5,58,0.9166666666666666,1,True,True,True
50,0,5,95,0.8888888888888888,1,True,True,True
50,0,5,98,1.0,1,False,True,False
50,0,5,180,0.8571428571428571,1,True,True,True
50,0,5,257,1.0,0,False,False,True
50,0,5,273,0.8571428571428571,1,True,True,True
50,0,5,307,1.0,0,False,False,True
50,0,5,339,0.8333333333333334,0,False,False,True
50,0,5,431,0.8,1,False,True,False
50,0,5,165,0.8333333333333334,1,False,True,False
50,0,5,199,0.8571428571428571,0,False,False,True
50,0,5,281,1.0,0,False,False,True
50,0,5,158,1.0,1,True,True,True
50,0,5,193,1.0,1,False,True,False
50,0,5,360,1.0,1,False,True,False
50,0,5,406,0.8,0,False,False,True
50,0,5,169,0.75,1,False,True,False
50,0,5,19,0.9487179487179487,1,True,True,True
50,0,5,269,1.0,0,False,False,True
50,0,5,351,0.6666666666666666,1,False,True,False
50,0,5,451,1.0,0,False,False,True
50,0,5,476,1.0,0,True,False,False
50,0,5,192,0.6666666666666666,1,False,True,False
50,0,5,328,0.8888888888888888,1,False,True,False
50,0,5,74,0.75,1,True,True,True
50,0,5,238,0.75,1,True,True,True
50,0,5,268,0.8333333333333334,1,True,True,True
50,0,5,279,0.8333333333333334,0,False,False,True
50,0,5,297,1.0,1,False,True,False
50,0,5,300,0.8571428571428571,1,False,True,False
50,0,5,371,0.8,0,False,False,True
50,0,5,381,0.6,0,False,False,True
50,0,5,480,0.8,1,False,True,False
50,0,5,252,0.75,0,False,False,True
50,0,5,284,0.8333333333333334,0,True,False,False
50,0,5,492,0.8,0,False,False,True
50,0,5,348,1.0,0,False,False,True
50,0,5,282,0.8571428571428571,1,False,True,False
50,0,5,189,1.0,1,True,True,True
50,0,5,250,1.0,1,True,True,True
50,0,5,129,0.8888888888888888,1,True,True,True
50,0,5,114,0.9,1,True,True,True
50,0,5,399,1.0,1,False,True,False
50,0,5,464,1.0,1,False,True,False
50,0,5,321,0.8571428571428571,1,False,True,False
50,0,5,316,0.8571428571428571,1,True,True,True
50,0,5,230,1.0,1,False,True,False
50,0,5,272,0.8333333333333334,0,False,False,True
50,0,5,385,0.4,1,False,False,True
50,0,5,167,1.0,0,False,False,True
50,0,5,415,0.8,1,False,True,False
50,0,5,162,0.6666666666666666,1,True,True,True
50,0,5,276,0.8181818181818182,1,True,True,True
50,0,5,333,0.8,1,False,True,False
50,0,5,369,1.0,1,False,True,False
50,0,5,341,0.8,1,False,True,False
50,0,5,350,1.0,1,False,True,False
50,0,5,483,1.0,1,False,True,False
50,0,5,314,1.0,1,False,True,False
50,0,5,375,1.0,1,False,True,False
50,0,5,443,0.8,1,False,True,False
50,0,5,373,1.0,1,True,True,True
50,0,5,329,0.6666666666666666,1,True,True,True
50,0,5,440,0.6,1,False,True,False
50,0,5,481,1.0,1,True,True,True
50,0,10,68,0.8888888888888888,1,True,True,True
50,0,10,69,0.7777777777777778,1,True,True,True
50,0,10,73,0.8571428571428571,1,True,True,True
50,0,10,82,0.8947368421052632,1,True,True,True
50,0,10,95,1.0,1,True,True,True
50,0,10,98,1.0,1,False,True,False
50,0,10,180,0.8571428571428571,1,True,True,True
50,0,10,256,1.0,0,True,False,False
50,0,10,257,1.0,0,False,False,True
50,0,10,302,0.6666666666666666,0,True,False,False
50,0,10,307,1.0,0,False,False,True
50,0,10,339,1.0,0,False,False,True
50,0,10,431,0.8,1,False,True,False
50,0,10,497,1.0,0,True,False,False
50,0,10,165,1.0,1,False,True,False
50,0,10,199,1.0,0,False,False,True
50,0,10,222,0.8333333333333334,1,True,True,True
50,0,10,281,1.0,0,False,False,True
50,0,10,362,1.0,0,True,False,False
50,0,10,383,1.0,0,True,False,False
50,0,10,12,0.9375,1,True,True,True
50,0,10,17,0.9375,1,True,True,True
50,0,10,193,1.0,1,False,True,False
50,0,10,322,1.0,0,True,False,False
50,0,10,360,0.8571428571428571,1,False,True,False
50,0,10,406,0.6,0,False,False,True
50,0,10,433,0.6666666666666666,1,True,True,True
50,0,10,169,0.625,1,False,True,False
50,0,10,54,0.7647058823529411,1,True,True,True
50,0,10,177,1.0,1,True,True,True
50,0,10,183,0.9230769230769231,1,True,True,True
50,0,10,185,0.6363636363636364,1,True,True,True
50,0,10,226,1.0,0,True,False,False
50,0,10,232,0.875,1,True,True,True
50,0,10,269,0.8333333333333334,0,False,False,True
50,0,10,351,0.8333333333333334,1,False,True,False
50,0,10,451,1.0,0,False,False,True
50,0,10,459,0.6,1,True,True,True
50,0,10,489,1.0,1,True,True,True
50,0,10,156,1.0,0,True,False,False
50,0,10,192,0.6666666666666666,1,False,True,False
50,0,10,221,0.875,1,True,True,True
50,0,10,328,0.8888888888888888,1,False,True,False
50,0,10,345,0.6666666666666666,1,True,True,True
50,0,10,49,1.0,1,True,True,True
50,0,10,91,0.9166666666666666,1,True,True,True
50,0,10,279,0.8333333333333334,0,False,False,True
50,0,10,297,1.0,1,False,True,False
50,0,10,300,0.7142857142857143,1,False,True,False
