number_of_sources,index,delete_ratio,node,neighbors_probability,node_on_path,infected,sample_decision,correct
50,0,5,7,0.7272727272727273,1,True,True,True
50,0,5,390,1.0,1,False,True,False
50,0,5,11,0.9,1,False,True,False
50,0,5,52,0.8,1,False,True,False
50,0,5,12,0.8571428571428571,1,False,True,False
50,0,5,474,0.9,1,False,True,False
50,0,5,208,0.875,1,False,True,False
50,0,5,363,1.0,1,False,True,False
50,0,5,18,0.8888888888888888,1,False,True,False
50,0,5,437,0.6666666666666666,1,False,True,False
50,0,5,68,0.9090909090909091,1,True,True,True
50,0,5,21,0.8888888888888888,1,False,True,False
50,0,5,463,1.0,1,False,True,False
50,0,5,29,0.8888888888888888,1,False,True,False
50,0,5,218,0.6666666666666666,1,True,True,True
50,0,5,33,0.875,1,False,True,False
50,0,5,246,0.9090909090909091,1,False,True,False
50,0,5,156,1.0,1,False,True,False
50,0,5,81,0.8888888888888888,1,False,True,False
50,0,5,216,0.8181818181818182,1,False,True,False
50,0,5,100,0.875,1,True,True,True
50,0,5,352,0.8888888888888888,1,False,True,False
50,0,5,56,0.8888888888888888,1,False,True,False
50,0,5,57,0.625,1,False,True,False
50,0,5,171,0.75,1,False,True,False
50,0,5,101,0.75,1,True,True,True
50,0,5,59,0.8333333333333334,1,False,True,False
50,0,5,65,0.8,1,False,True,False
50,0,5,407,1.0,1,True,True,True
50,0,5,346,0.7777777777777778,1,True,True,True
50,0,5,455,0.9,1,False,True,False
50,0,5,444,0.8888888888888888,1,False,True,False
50,0,5,345,0.875,1,True,True,True
50,0,5,332,0.8888888888888888,1,False,True,False
50,0,5,162,0.8,1,True,True,True
50,0,5,86,0.8888888888888888,1,False,True,False
50,0,5,426,1.0,1,True,True,True
50,0,5,99,0.8,1,True,True,True
50,0,5,102,0.875,1,False,True,False
50,0,5,397,0.875,1,True,True,True
50,0,5,105,0.75,1,False,True,False
50,0,5,398,0.9,1,False,True,False
50,0,5,242,0.7,1,False,True,False
50,0,5,224,1.0,1,False,True,False
50,0,5,116,0.8888888888888888,1,True,True,True
50,0,5,337,0.8333333333333334,1,False,True,False
50,0,5,357,0.9,1,True,True,True
50,0,5,255,1.0,1,True,True,True
50,0,5,219,0.75,1,False,True,False
50,0,5,228,0.9090909090909091,1,True,True,True
50,0,5,142,1.0,0,True,False,False
50,0,5,441,0.8,1,False,True,False
50,0,5,163,1.0,0,True,False,False
50,0,5,217,0.6666666666666666,1,False,True,False
50,0,5,196,0.7777777777777778,1,False,True,False
50,0,5,195,1.0,1,False,True,False
50,0,5,375,1.0,1,True,True,True
50,0,5,183,1.0,1,True,True,True
50,0,5,191,0.8333333333333334,1,False,True,False
50,0,5,490,1.0,1,True,True,True
50,0,5,360,1.0,1,True,True,True
50,0,5,285,1.0,1,False,True,False
50,0,5,294,1.0,1,False,True,False
50,0,5,303,1.0,1,False,True,False
50,0,5,442,0.8888888888888888,1,True,True,True
50,0,10,47,0.9166666666666666,1,True,True,True
50,0,10,4,0.875,1,True,True,True
50,0,10,5,0.9,1,True,True,True
50,0,10,390,1.0,1,False,True,False
50,0,10,78,0.6666666666666666,1,True,True,True
50,0,10,11,1.0,1,False,True,False
50,0,10,52,0.7,1,False,True,False
50,0,10,12,1.0,1,False,True,False
50,0,10,474,0.9,1,False,True,False
50,0,10,208,0.875,1,False,True,False
50,0,10,363,0.8888888888888888,1,False,True,False
50,0,10,18,0.8888888888888888,1,False,True,False
50,0,10,381,1.0,1,True,True,True
50,0,10,437,0.6666666666666666,1,False,True,False
50,0,10,394,1.0,1,True,True,True
50,0,10,21,0.8888888888888888,1,False,True,False
50,0,10,388,1.0,1,True,True,True
50,0,10,463,0.8,1,False,True,False
50,0,10,23,1.0,1,True,True,True
50,0,10,366,0.9166666666666666,1,True,True,True
50,0,10,29,0.7777777777777778,1,False,True,False
50,0,10,218,0.6666666666666666,1,True,True,True
50,0,10,370,0.8,1,True,True,True
50,0,10,32,0.8,1,True,True,True
50,0,10,33,0.875,1,False,True,False
50,0,10,466,0.9,1,True,True,True
50,0,10,35,0.7777777777777778,1,True,True,True
50,0,10,143,0.8333333333333334,1,True,True,True
50,0,10,246,0.9090909090909091,1,False,True,False
50,0,10,156,0.9,1,False,True,False
50,0,10,81,0.5555555555555556,1,False,False,True
50,0,10,475,0.6666666666666666,1,True,True,True
50,0,10,216,0.7272727272727273,1,False,True,False
50,0,10,352,0.8888888888888888,1,False,True,False
50,0,10,495,0.8181818181818182,1,True,True,True
50,0,10,56,0.7777777777777778,1,False,True,False
50,0,10,57,0.625,1,False,True,False
50,0,10,171,0.75,1,False,True,False
50,0,10,339,0.8333333333333334,1,True,True,True
50,0,10,369,0.875,1,True,True,True
50,0,10,76,0.7272727272727273,1,True,True,True
50,0,10,59,0.8333333333333334,1,False,True,False
50,0,10,65,0.9,1,False,True,False
50,0,10,82,0.8,1,True,True,True
50,0,10,67,0.9,1,True,True,True
50,0,10,455,0.7,1,False,True,False
50,0,10,444,0.6666666666666666,1,False,True,False
50,0,10,332,0.8888888888888888,1,False,True,False
50,0,10,308,1.0,1,True,True,True
50,0,10,162,0.9,1,True,True,True
50,0,10,86,0.8888888888888888,1,False,True,False
50,0,10,95,0.7777777777777778,1,True,True,True
50,0,10,93,0.7272727272727273,1,True,True,True
50,0,10,261,0.9090909090909091,1,True,True,True
50,0,10,453,0.75,1,True,True,True
50,0,10,152,0.9230769230769231,1,True,True,True
50,0,10,102,1.0,1,False,True,False
50,0,10,484,0.8888888888888888,1,True,True,True
50,0,10,105,0.75,1,False,True,False
50,0,10,398,1.0,1,False,True,False
50,0,10,242,0.8,1,False,True,False
50,0,10,224,0.875,1,False,True,False
50,0,10,354,0.9166666666666666,1,True,True,True
50,0,10,337,0.8333333333333334,1,False,True,False
50,0,10,483,0.9,1,True,True,True
50,0,10,124,0.7777777777777778,1,True,True,True
50,0,10,458,0.625,1,True,True,True
50,0,10,465,0.8461538461538461,1,True,True,True
50,0,10,491,0.9166666666666666,1,True,True,True
50,0,10,219,0.625,1,False,True,False
50,0,10,220,0.7,1,True,True,True
50,0,10,441,0.8,1,False,True,False
50,0,10,350,0.8,1,True,True,True
50,0,10,217,0.6666666666666666,1,False,True,False
50,0,10,179,0.8888888888888888,1,True,True,True
50,0,10,425,1.0,1,True,True,True
50,0,10,196,0.6666666666666666,1,False,True,False
50,0,10,195,1.0,1,False,True,False
50,0,10,180,0.9,1,True,True,True
50,0,10,411,1.0,1,True,True,True
50,0,10,191,0.8333333333333334,1,False,True,False
50,0,10,325,1.0,1,True,True,True
