network,sd_method,method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN
Facebook,JC,IP,,0.9596931341704447,0.010880356328315759,0.23544973544973546,0.020799545850119013,13,32396,42,1337
Facebook,JC,IP,1.0,0.9580668691814963,0.010880356328315759,0.1300424883758217,0.020080613818438744,13,32341,97,1337
Facebook,JC,IP,0.55,0.4328069021184263,0.3370093106871663,0.03428954612512224,0.062245795220669725,703,13915,18523,647
Facebook,JC,SRC,,0.8810529267347063,0.023135850170382895,0.011076011252623497,0.014980356295600463,31,29721,2717,1319
Facebook,JC,SRC,1.0,0.9131679533044204,0.014455713864069334,0.015147215058063697,0.01479338799838687,26,30811,1627,1324
Facebook,JC,SRC,0.55,0.3350420450761201,0.49918430867477004,0.04304645875046015,0.07925819795981427,1009,10322,22116,341
Facebook,JC,WP,,0.9452862620900375,0.0033003300330033004,0.021179537308569567,0.00571077139342822,12,31910,528,1338
Facebook,JC,WP,1.0,0.9369455548984047,0.0035753575357535755,0.014958319922208193,0.005771260666145367,13,31627,811,1337
Facebook,JC,WP,0.75,0.4031238173340262,0.378504923663098,0.04310939344621552,0.0774030530433418,907,12721,19717,443
Facebook,JC,BLOCD,,0.959815740177654,0.05449971826450938,0.24814814814814815,0.08937121759513056,12,32401,37,1338
Facebook,JC,BLOCD,1.0,0.9593091389919667,0.05477474576725966,0.2102292768959436,0.0869062671508577,13,32383,55,1337
Facebook,JC,BLOCD,0.55,0.5551471048491202,0.4840987147495237,0.04388954236876304,0.08048236211777321,587,18189,14249,763
SF-1,JC,LN,,0.9471864961387817,0.17777777777777773,0.32783389450056116,0.23053890738685406,29,3488,62,142
SF-1,JC,LN,1.0,0.9457301638233352,0.17777777777777773,0.32514029180695847,0.22986932480349126,29,3483,67,142
SF-1,JC,LN,0.85,0.9165843929337725,0.5733333333333334,0.28333906024767314,0.3792528604692842,72,3338,212,99
SF-1,JC,GN,,0.948067534473275,0.4666666666666667,0.3692480359147026,0.41228070175438597,27,3492,58,144
SF-1,JC,GN,1.0,0.9501250959630423,0.4666666666666667,0.38576361909695245,0.42237594147415186,27,3499,51,144
SF-1,JC,GN,0.85,0.9367058617719393,0.5933333333333333,0.351279602750191,0.44129376101059575,48,3432,118,123
SF-1,JC,LV,,0.944350027856463,0.26222222222222225,0.26551843218509885,0.2638600333215912,25,3480,70,146
SF-1,JC,LV,1.0,0.9443410069007828,0.2666666666666667,0.26552706552706556,0.26609564596716634,27,3478,72,144
SF-1,JC,LV,0.85,0.9195538555860368,0.5422222222222222,0.24119534719858354,0.33387425110816815,67,3351,199,104
SF-1,JC,CNM,,0.9456522833619242,0.17111111111111113,0.2257495590828924,0.19466911583167917,17,3492,58,154
SF-1,JC,CNM,1.0,0.9436650751047938,0.17111111111111113,0.2185185185185185,0.1919307139839459,17,3485,65,154
SF-1,JC,CNM,0.85,0.9239688128612512,0.6444444444444444,0.2529793023330027,0.3633313839384401,56,3378,172,115
SF-1,JC,LP,,0.9576853801794982,0.17777777777777776,0.5555555555555556,0.2693602693602693,5,3546,4,166
SF-1,JC,LP,1.0,0.9574379166803644,0.17777777777777776,0.5555555555555556,0.2693602693602693,5,3545,5,166
SF-1,JC,LP,0.55,0.7741782096200521,0.8444444444444446,0.48930967529414837,0.6195967169661559,164,2642,908,7
SF-1,JC,IP,,0.957385079879198,0.17777777777777776,0.5,0.2622950819672131,5,3545,5,166
SF-1,JC,IP,1.0,0.9571376163800641,0.17777777777777776,0.5,0.2622950819672131,5,3544,6,166
SF-1,JC,IP,0.55,0.7726767081185506,0.8444444444444446,0.4786259146103877,0.6109622089162574,164,2637,913,7
SF-1,JC,SRC,,0.7732078020016244,0.06444444444444446,0.015169868384642666,0.024558743411937534,11,2857,693,160
SF-1,JC,SRC,1.0,0.741118918410336,0.06444444444444446,0.012920997413751037,0.021526058146828276,11,2738,812,160
SF-1,JC,SRC,0.55,0.5226157408133938,0.4111111111111111,0.038130644865694854,0.06978840043056163,71,1871,1679,100
SF-1,JC,WP,,0.8942270277424209,0.11333333333333334,0.03696482955103644,0.055747153108458035,9,3307,243,162
SF-1,JC,WP,1.0,0.8836528573748881,0.13555555555555557,0.034084228528672975,0.05447196904698646,10,3266,284,161
SF-1,JC,WP,0.65,0.7519642924929061,0.8488888888888889,0.10491752694529047,0.18675345729492654,103,2693,857,68
SF-1,JC,BLOCD,,0.9573672571297117,0.3522222222222222,0.5462962962962963,0.42829989923971784,8,3542,8,163
SF-1,JC,BLOCD,1.0,0.9576820194841341,0.3522222222222222,0.5555555555555556,0.4311165510675915,8,3543,7,163
SF-1,JC,BLOCD,0.65,0.8900459971045004,0.7444444444444445,0.45023322194374826,0.5611113862932737,63,3217,333,108
SF-2,JC,LN,,0.9534096916258085,0.20444444444444448,0.3463591963591963,0.2571196275121357,36,7093,69,300
SF-2,JC,LN,1.0,0.95266865870714,0.20444444444444448,0.3463591963591963,0.2571196275121357,36,7088,74,300
SF-2,JC,LN,0.85,0.9398504275241506,0.39555555555555555,0.29538763638380494,0.33821078773808333,78,6957,205,258
SF-2,JC,GN,,0.9503713905357366,0.3255555555555556,0.3411707109408259,0.3331802747874108,47,7059,103,289
SF-2,JC,GN,1.0,0.9551284071153682,0.3255555555555556,0.4058745720510426,0.3613051111862857,47,7095,67,289
SF-2,JC,GN,0.7,0.9316325784794505,0.6511111111111112,0.30463316343500524,0.4150692665559635,116,6863,299,220
SF-2,JC,LV,,0.9546759366333545,0.2977777777777778,0.37178192178192176,0.33069013729163743,40,7098,64,296
SF-2,JC,LV,1.0,0.9545027578755181,0.29888888888888887,0.372059422059422,0.33148433477031247,41,7096,66,295
SF-2,JC,LV,0.95,0.9521975666722642,0.3766666666666667,0.3492427779192485,0.3624367033584749,53,7068,94,283
SF-2,JC,CNM,,0.9552375280799388,0.3633333333333333,0.36978114478114477,0.36652888450027166,32,7108,54,304
SF-2,JC,CNM,1.0,0.955361553215098,0.3633333333333333,0.3787598204264871,0.37088623548420435,32,7109,53,304
SF-2,JC,CNM,0.8,0.9444086119696367,0.6255555555555556,0.31830559244693735,0.42192187302333634,71,6994,168,265
SF-2,JC,LP,,0.9587219773650999,0.1888888888888889,0.5555555555555556,0.2819237147595357,5,7158,4,331
SF-2,JC,LP,1.0,0.9587219773650999,0.1888888888888889,0.5555555555555556,0.2819237147595357,5,7158,4,331
SF-2,JC,LP,0.55,0.8558802642033405,0.6822222222222222,0.48466008137247496,0.5667167574960137,310,6043,1119,26
SF-2,JC,IP,,0.9587219773650999,0.1888888888888889,0.5555555555555556,0.2819237147595357,5,7158,4,331
SF-2,JC,IP,1.0,0.9587219773650999,0.1888888888888889,0.5555555555555556,0.2819237147595357,5,7158,4,331
SF-2,JC,IP,0.55,0.8558802642033405,0.6822222222222222,0.48466008137247496,0.5667167574960137,310,6043,1119,26
SF-2,JC,SRC,,0.7982151499165931,0.05444444444444445,0.022855691097988018,0.0321956849232359,31,5935,1227,305
SF-2,JC,SRC,1.0,0.7795195858128275,0.05444444444444445,0.020691137750160696,0.029986258622798214,31,5796,1366,305
SF-2,JC,SRC,0.55,0.5467936206927854,0.571111111111111,0.04158168028006943,0.07751930481406759,151,3943,3219,185
SF-2,JC,WP,,0.8809041685128742,0.20888888888888893,0.026623034147146785,0.04722695946903301,14,6574,588,322
SF-2,JC,WP,1.0,0.8738142405401107,0.20888888888888893,0.024614524107952354,0.04403961831177595,14,6521,641,322
SF-2,JC,WP,0.55,0.7162176000847988,0.768888888888889,0.06429330944429548,0.11866410818788366,128,5240,1922,208
SF-2,JC,BLOCD,,0.9558229655073178,0.2922222222222222,0.44618606701940033,0.35315281783446417,16,7127,35,320
SF-2,JC,BLOCD,1.0,0.9565503439245937,0.2922222222222222,0.4548941798941799,0.3558486676187891,16,7132,30,320
SF-2,JC,BLOCD,0.65,0.9247693186588946,0.7288888888888889,0.35195768467686733,0.47469835588912207,76,6842,320,260
SW-1,JC,LN,,0.9007673864548573,0.11777777777777779,0.08733164983164982,0.10029502560384491,11,2059,98,160
SW-1,JC,LN,1.0,0.8944557445315697,0.11777777777777779,0.07775295691962358,0.0936688597403021,11,2046,111,160
SW-1,JC,LN,0.55,0.510667961675985,0.7044444444444445,0.060420671000837665,0.11129545630111971,110,981,1176,61
SW-1,JC,GN,,0.9052141455484283,0.09777777777777778,0.1722524389191056,0.12474500743165859,17,2074,83,154
SW-1,JC,GN,1.0,0.9043415204285576,0.09777777777777778,0.1678753345420012,0.12357827854438255,17,2074,83,154
SW-1,JC,GN,0.85,0.8627104930217055,0.32666666666666677,0.13809215304055347,0.19412263485391587,36,1967,190,135
SW-1,JC,LV,,0.8991791843844646,0.09111111111111111,0.06651234567901236,0.07689228292322087,8,2056,101,163
SW-1,JC,LV,1.0,0.8931311287491918,0.09111111111111111,0.06039267558875402,0.07263770623456177,8,2043,114,163
SW-1,JC,LV,0.75,0.747224620639479,0.3933333333333333,0.07063990372782104,0.1197699633522068,60,1600,557,111
SW-1,JC,CNM,,0.9071912981136835,0.042222222222222223,0.1282667949334616,0.06353147211198258,10,2084,73,161
SW-1,JC,CNM,1.0,0.9011156599568351,0.042222222222222223,0.1282667949334616,0.06353147211198258,10,2077,80,161
SW-1,JC,CNM,0.85,0.8561266208081041,0.3466666666666667,0.1386288694951437,0.19805666654896245,48,1943,214,123
SW-1,JC,LP,,0.8569608664497175,0.18222222222222223,0.04489711934156378,0.07204364719856655,10,1988,169,161
SW-1,JC,LP,1.0,0.8542533786436302,0.18222222222222223,0.042783240151661205,0.06929660295400547,10,1982,175,161
SW-1,JC,LP,0.75,0.7626439752357721,0.36666666666666664,0.061626956161839885,0.10551896824166598,42,1710,447,129
SW-1,JC,IP,,0.8594557926283465,0.1111111111111111,0.03608194700148723,0.054474107322651365,8,1969,188,163
SW-1,JC,IP,1.0,0.8495262194723004,0.11555555555555556,0.03833760710028458,0.05757401317498853,10,1948,209,161
SW-1,JC,IP,0.85,0.8012080540397144,0.29111111111111115,0.06264997199989551,0.10310971913350148,29,1808,349,142
SW-1,JC,SRC,,0.8023759367726679,0.04222222222222223,0.02639356528245417,0.03248217412112511,10,1861,296,161
SW-1,JC,SRC,1.0,0.795974543123291,0.04222222222222223,0.024476568405139832,0.03098872110629484,10,1842,315,161
SW-1,JC,SRC,0.55,0.5885408796821863,0.3533333333333333,0.04800533827231851,0.08452654772435676,66,1279,878,105
SW-1,JC,WP,,0.8635974609020239,0.026666666666666665,0.015436978480456741,0.019554257501477695,3,1991,166,168
SW-1,JC,WP,1.0,0.8552628969355393,0.026666666666666665,0.013768453768453768,0.018160389444017423,3,1977,180,168
SW-1,JC,WP,0.65,0.6625053001511026,0.5111111111111112,0.06255495883898521,0.11146740653664551,65,1427,730,106
SW-1,JC,BLOCD,,0.9101403220195211,0.20888888888888887,0.18372615039281703,0.1955011783838037,19,2077,80,152
SW-1,JC,BLOCD,1.0,0.9049100756015354,0.20888888888888887,0.16699600327051306,0.18560793636403772,19,2067,90,152
SW-1,JC,BLOCD,0.95,0.8948735172584461,0.23333333333333334,0.15250248722470944,0.1844510633268821,21,2035,122,150
SW-2,JC,LN,,0.9131134761692261,0.0688888888888889,0.09281045751633986,0.07908021198239469,17,4341,141,319
SW-2,JC,LN,1.0,0.9109811989324643,0.0688888888888889,0.08753147723735959,0.07709924684382775,17,4332,150,319
SW-2,JC,LN,0.75,0.778481310067188,0.4633333333333333,0.07342723200642946,0.12676521473385038,95,3581,901,241
SW-2,JC,GN,,0.9121451518398249,0.20444444444444446,0.19528557861891194,0.19976008468309267,27,4365,117,309
SW-2,JC,GN,1.0,0.9110058842280454,0.20555555555555557,0.1904905682079595,0.19773653737089178,28,4359,123,308
SW-2,JC,GN,0.95,0.9060705255147311,0.22444444444444445,0.17990386277967976,0.19972099209315416,36,4331,151,300
SW-2,JC,LV,,0.9172938108116746,0.1922222222222222,0.1212682379349046,0.14871553136983467,21,4345,137,315
SW-2,JC,LV,1.0,0.9140343435774307,0.19333333333333333,0.11421304138695446,0.1435958269484439,22,4330,152,314
SW-2,JC,LV,0.95,0.8967004153745337,0.19666666666666666,0.08740624433430683,0.1210245261226012,25,4253,229,311
SW-2,JC,CNM,,0.9181023637612697,0.03333333333333334,0.12362183930811381,0.052508342446930825,12,4382,100,324
SW-2,JC,CNM,1.0,0.9172603323255242,0.036666666666666674,0.14152307387601504,0.05824330132195151,15,4378,104,321
SW-2,JC,CNM,0.8,0.8493859529262603,0.29666666666666663,0.12570240494751977,0.17658354256501224,88,4021,461,248
SW-2,JC,LP,,0.8485295477007723,0.23555555555555552,0.07170197005873415,0.10993903148732144,33,4110,372,303
SW-2,JC,LP,1.0,0.8446922492047888,0.23777777777777775,0.06959949401421248,0.10768013473915174,35,4085,397,301
SW-2,JC,LP,0.8,0.785845221205868,0.34888888888888897,0.0674994610636959,0.11311465353818549,68,3743,739,268
SW-2,JC,IP,,0.8660492177222785,0.11888888888888889,0.048033979643175045,0.06842329656696054,22,4135,347,314
SW-2,JC,IP,1.0,0.861018412327915,0.1222222222222222,0.04976307929485589,0.0707287667304986,25,4106,376,311
SW-2,JC,IP,0.7,0.7088875575621064,0.2544444444444445,0.04614748730201766,0.07812566159608599,90,3277,1205,246
SW-2,JC,SRC,,0.8215355020798414,0.08,0.03823367248937794,0.051739808715237645,27,3965,517,309
SW-2,JC,SRC,1.0,0.8153121575003373,0.0811111111111111,0.03694931509104928,0.05077061125796123,28,3935,547,308
SW-2,JC,SRC,0.55,0.5734113748754722,0.34777777777777774,0.04451566558014428,0.0789284629344986,138,2608,1874,198
SW-2,JC,WP,,0.8764048484985127,0.044444444444444446,0.04319775763599381,0.043812234147549436,13,4221,261,323
SW-2,JC,WP,1.0,0.8754116866935446,0.04555555555555556,0.04357497074755337,0.04454325769313077,14,4209,273,322
SW-2,JC,WP,0.6,0.6205642179605171,0.6111111111111112,0.05947366937881125,0.10839798705060652,161,2705,1777,175
SW-2,JC,BLOCD,,0.9160541991196846,0.25555555555555554,0.15124581490587083,0.19002742399751854,20,4330,152,316
SW-2,JC,BLOCD,1.0,0.9139085853976704,0.25666666666666665,0.14835191981931112,0.1880259031269986,21,4319,163,315
SW-2,JC,BLOCD,0.95,0.9046686649862402,0.28222222222222215,0.15027443411991026,0.19612075200395707,35,4262,220,301
Social,JC,LN,,0.9326303107530026,0.008759280583998146,0.16771551493773712,0.01664903194007029,37,59284,149,4178
Social,JC,LN,1.0,0.9311816421783473,0.008847115454441713,0.11285788254629875,0.016407982140961088,38,59191,242,4177
Social,JC,LN,0.55,0.5620210303723688,0.5802710963957112,0.06668000043635017,0.11961484307031445,1748,33987,25446,2467
Social,JC,LV,,0.9330866052070991,0.00989767583399901,0.21417777069950983,0.01892096771892685,41,59309,124,4174
Social,JC,LV,1.0,0.9316746010939472,0.009809840963555444,0.1342948625780363,0.018284083888113145,40,59220,213,4175
Social,JC,LV,0.55,0.5964032450508079,0.5444003674061874,0.07072812740619315,0.1251914644520812,1689,36241,23192,2526
Social,JC,CNM,,0.9395576448148232,0.01966720373088055,0.06252979286434382,0.029922898072999943,40,52795,488,2910
Social,JC,CNM,1.0,0.9363958426946033,0.01966720373088055,0.044600775120070504,0.0272973429855616,40,52617,666,2910
Social,JC,CNM,0.85,0.8204003145882938,0.3393982087751345,0.1029668954334707,0.15799971354330314,646,45515,7768,2304
Social,JC,LP,,0.926853450000019,0.03107641341123026,0.054984880060068034,0.039709671913854126,38,58913,520,4177
Social,JC,LP,1.0,0.923566420304588,0.03002239496590746,0.0289737558579113,0.02948875578712485,26,58714,719,4189
Social,JC,LP,0.8,0.9181641649530294,0.4725239916612734,0.28232953628928187,0.3534658698979448,817,57594,1839,3398
Social,JC,IP,,0.8998760216055762,0.02035694154831437,0.06218236862683207,0.03067248419658632,178,57059,2374,4037
Social,JC,IP,1.0,0.8126311775374169,0.022113638957185686,0.02468635117547482,0.023329280861697173,198,51395,8038,4017
Social,JC,IP,0.55,0.4665463244069159,0.5837233632509222,0.06629857503030985,0.11907298789873307,2233,27495,31938,1982
Social,JC,BLOCD,,0.9330754898377255,0.03605935317677872,0.20231114338513762,0.061208992523348445,27,59321,112,4188
Social,JC,BLOCD,1.0,0.9304019705509092,0.036147188047222285,0.1436092072387895,0.057756710253490454,29,59149,284,4186
Social,JC,BLOCD,0.8,0.9280630471768507,0.582986768642366,0.3757752977956314,0.4569893496337346,830,58214,1219,3385
Social,JC,WP,,0.8815269281851799,0.034184177114680366,0.01764251789479661,0.023273525597353403,31,37511,3440,1527
Social,JC,WP,1.0,0.9357860499178475,0.03260314944669618,0.01302906079984202,0.01861791984706969,19,39703,1248,1539
Social,JC,WP,0.55,0.6552072580568897,0.6991829920621431,0.0405062910885147,0.07657623395589856,621,27173,13778,937
Social,JC,GN,,0.9374050499873374,0.042008476517206406,0.24706657088122605,0.07180758307890518,12,39891,81,2684
Social,JC,GN,1.0,0.9360287909699277,0.042008476517206406,0.20981855320090614,0.07000168151036675,12,39834,138,2684
Social,JC,GN,0.55,0.5805101893845568,0.5440142876637227,0.06884375461978677,0.12222075438557777,1168,23574,16398,1528
Social,JC,SRC,,0.48684223748106303,0.0,0.0,0.0,0,10114,10652,39
Social,JC,SRC,1.0,0.9306481950423952,0.0,0.0,0.0,0,19367,1399,39
Social,JC,SRC,0.85,0.8816848204453286,0.5897435897435898,0.00946218953706062,0.01862554006444832,23,18329,2437,16
Karate club,JC,LN,,0.6822671148810453,0.0,0.0,0.0,0,125,27,27
Karate club,JC,LN,1.0,0.5405998584832284,0.0,0.0,0.0,0,99,53,27
Karate club,JC,LN,0.55,0.17064902274516253,0.037037037037037035,0.007407407407407408,0.012345679012345682,1,31,121,26
Karate club,JC,GN,,0.6963455207723166,0.0,0.0,0.0,0,128,24,27
Karate club,JC,GN,1.0,0.5711114726833906,0.0,0.0,0.0,0,106,46,27
Karate club,JC,GN,0.55,0.1476244726420464,0.12037037037037036,0.024476650563607084,0.040681036789986205,4,23,129,23
Karate club,JC,LV,,0.6764191616646711,0.0,0.0,0.0,0,124,28,27
Karate club,JC,LV,1.0,0.5172080456177314,0.0,0.0,0.0,0,95,57,27
Karate club,JC,LV,0.55,0.16581810487076637,0.037037037037037035,0.007407407407407408,0.012345679012345682,1,30,122,26
Karate club,JC,CNM,,0.6977492068053083,0.0,0.0,0.0,0,128,24,27
Karate club,JC,CNM,1.0,0.591435007357593,0.0,0.0,0.0,0,109,43,27
Karate club,JC,CNM,0.55,0.1317280329858664,0.09259259259259259,0.01594896331738437,0.027210884353741496,3,21,131,24
Karate club,JC,LP,,0.7306573848055429,0.0,0.0,0.0,0,133,19,27
Karate club,JC,LP,1.0,0.7097388169762199,0.0,0.0,0.0,0,128,24,27
Karate club,JC,LP,0.65,0.29671414033000004,0.05555555555555555,0.02821869488536155,0.037426900584795315,2,54,98,25
Karate club,JC,IP,,0.7154031999607148,0.0,0.0,0.0,0,130,22,27
Karate club,JC,IP,1.0,0.5944058926814195,0.0,0.0,0.0,0,110,42,27
Karate club,JC,IP,0.55,0.14989683859428554,0.09259259259259259,0.020662768031189084,0.03378593740039523,3,26,126,24
Karate club,JC,SRC,,0.5214782386975444,0.0,0.0,0.0,0,97,55,27
Karate club,JC,SRC,1.0,0.5161712626452908,0.0,0.0,0.0,0,92,60,27
Karate club,JC,SRC,0.55,0.3305116091643365,0.0,0.0,0.0,0,58,94,27
Karate club,JC,WP,,0.697859340311592,0.0,0.0,0.0,0,127,25,27
Karate club,JC,WP,1.0,0.615302691355996,0.0,0.0,0.0,0,111,41,27
Karate club,JC,WP,0.55,0.1684577335853865,0.037037037037037035,0.007407407407407408,0.012345679012345682,1,31,121,26
Karate club,JC,BLOCD,,0.7060073565211089,0.0,0.0,0.0,0,130,22,27
Karate club,JC,BLOCD,1.0,0.6349277066586111,0.0,0.0,0.0,0,115,37,27
Karate club,JC,BLOCD,0.55,0.13077404618063596,0.12037037037037036,0.024266724037891083,0.040390669794175244,4,18,134,23
Średnio,NS,LN,,0.8937179039577503,0.049889237421444514,0.057917794427189855,0.053604566373025374,52,109251,847,6614
Średnio,NS,LN,1.0,0.8302089002803376,0.11040352071260875,0.057913767083483024,0.07597417790491487,2043,78356,31742,4623
Średnio,NS,LN,0.55,0.5472607310780548,0.4509297545785674,0.06347564329314248,0.11128598716233484,3002,59538,50560,3664
Średnio,NS,LV,,0.8937519159391942,0.03945882994096512,0.06367384460681563,0.04872355763184931,56,109281,817,6610
Średnio,NS,LV,1.0,0.8337716435859006,0.1088713254643179,0.06571212268623887,0.08195697784311272,2114,79178,30920,4552
Średnio,NS,LV,0.55,0.5610001825009348,0.43373218367775174,0.06299897039057586,0.11001798769076547,3024,60487,49611,3642
Średnio,NS,CNM,,0.9011757447090583,0.03424439826221968,0.05280286888928508,0.041545301324286084,76,102947,1001,5325
Średnio,NS,CNM,1.0,0.847134306043121,0.09735414134742897,0.05378363127713294,0.06928855904921642,1410,76529,27419,3991
Średnio,NS,CNM,0.55,0.5532641925712933,0.45912089096620334,0.06093432999301287,0.10758943569577073,2590,55331,48617,2811
Średnio,NS,LP,,0.884915944625521,0.028635398834272293,0.042037229666848384,0.03406560256575199,52,89506,1250,3957
Średnio,NS,LP,1.0,0.8390209252612555,0.07451495543456203,0.04266166975283301,0.05425881510604078,875,68464,22292,3134
Średnio,NS,LP,0.6,0.6377058067153424,0.33509256757818207,0.0557983278211314,0.0956666177504674,1688,50822,39934,2321
Średnio,NS,IP,,0.8842900200961529,0.043480557601577804,0.05304982014098995,0.04779087815330243,276,107080,3018,6390
Średnio,NS,IP,1.0,0.8340467733497986,0.10767765893369789,0.055151369683672374,0.07294240375872692,1771,83794,26304,4895
Średnio,NS,IP,0.55,0.5910478048852029,0.4021146045867848,0.06518201165427044,0.11217987861057989,3143,60538,49560,3523
Średnio,NS,BLOCD,,0.9006915762193471,0.05056061272882326,0.057987925084845376,0.054020166134263525,47,109530,568,6619
Średnio,NS,BLOCD,1.0,0.8385135528565424,0.11162317958921647,0.05677873075317513,0.07527019671954427,2210,77809,32289,4456
Średnio,NS,BLOCD,0.55,0.5535844622425024,0.48589494911328796,0.06565609876338907,0.11568092161343152,3333,58401,51697,3333
Średnio,NS,GN,,0.894923541399984,0.027058179513272444,0.056529608772552406,0.0365983676168682,40,103332,1340,5361
Średnio,NS,GN,1.0,0.8305342834648021,0.10815144644889574,0.05189325885434397,0.07013454141341917,1544,74951,29721,3857
Średnio,NS,GN,0.6,0.6111728087358099,0.37465545604153605,0.0669570140947781,0.11361006469366824,2289,60503,44169,3112
Średnio,NS,SRC,,0.750070742106067,0.06468419376402117,0.028337869898567875,0.03941026881595135,154,65192,27221,2717
Średnio,NS,SRC,1.0,0.8071231988377767,0.06553798912426875,0.03267891752310456,0.0436118508376863,159,85191,7222,2712
Średnio,NS,SRC,0.55,0.5634303266336063,0.35324020799805445,0.04973915335462561,0.0871998447645474,1356,61073,31340,1515
Średnio,NS,WP,,0.8594968084150486,0.03991205176662823,0.03959052359536128,0.03975063751108234,103,90715,7848,4033
Średnio,NS,WP,1.0,0.8262453860727311,0.1024951652410197,0.042521082645613086,0.06010644262974199,892,75400,23163,3244
Średnio,NS,WP,0.55,0.5510575032076641,0.3575719810778844,0.050223691571708744,0.08807638774417219,1761,53924,44639,2375
Facebook,NS,LN,,0.9564720205550845,0.003810137111272103,0.03529411764705882,0.0068777900659525186,5,32295,143,1345
Facebook,NS,LN,1.0,0.8635695845625633,0.0731693901097427,0.024881629787132035,0.03713523180841257,80,29083,3355,1270
Facebook,NS,LN,0.75,0.7811465854570641,0.1963052402801256,0.04739246279376294,0.07635187922453075,315,26079,6359,1035
Facebook,NS,GN,,0.9563236738095239,0.008955163809063834,0.03885257806826434,0.014555433381418384,6,32289,149,1344
Facebook,NS,GN,1.0,0.7804961523235676,0.24545198422281256,0.032041790352541344,0.05668394566413573,219,26139,6299,1131
Facebook,NS,GN,0.55,0.5131505961300977,0.4964823311599452,0.04256838400228323,0.07841358866133714,618,16732,15706,732
Facebook,NS,LV,,0.9565319843074273,0.0008250825082508251,0.023809523809523808,0.001594896331738437,3,32299,139,1347
Facebook,NS,LV,1.0,0.8844839479135833,0.1019922723979715,0.036446576827033256,0.053702688407568186,105,29768,2670,1245
Facebook,NS,LV,0.75,0.8052254124550117,0.2111822157825539,0.05456667152260732,0.0867248078957371,307,26912,5526,1043
Facebook,NS,CNM,,0.9572728555302648,0.0,0.0,0.0,0,32327,111,1350
Facebook,NS,CNM,1.0,0.9000521695669512,0.08590249268829322,0.03139564173719771,0.045984770311705864,91,30297,2141,1259
Facebook,NS,CNM,0.6,0.6706388672570687,0.3890928117201964,0.04411952250119433,0.07925254063966371,591,22018,10420,759
Facebook,NS,LP,,0.9523630609950458,0.004360192116772653,0.02277187902187902,0.00731899654013893,7,32154,284,1343
Facebook,NS,LP,1.0,0.9060797681264751,0.029347446939815933,0.033809213397397724,0.031420727155593554,89,30506,1932,1261
Facebook,NS,LP,0.55,0.48947306771137433,0.5895851780299981,0.052559842782743366,0.09651559463957642,664,15927,16511,686
Facebook,NS,IP,,0.9589327716220085,0.0,0.0,0.0,0,32383,55,1350
Facebook,NS,IP,1.0,0.8540743870663542,0.1336284847996995,0.037405694610141295,0.05844991113332837,229,28614,3824,1121
Facebook,NS,IP,0.55,0.5263185109157149,0.5198449113204003,0.04735540065201215,0.08680342211689274,632,17185,15253,718
Facebook,NS,SRC,,0.8814625364612365,0.03480104107971773,0.013549493313088863,0.019504912585550226,38,29728,2710,1312
Facebook,NS,SRC,1.0,0.9213595458462667,0.0285559043709249,0.0231876364943304,0.025593297994203672,33,31081,1357,1317
Facebook,NS,SRC,0.65,0.7348853797095002,0.24555931202876385,0.05628253028536925,0.09157576901965665,521,24301,8137,829
Facebook,NS,WP,,0.9452863233890711,0.0033003300330033004,0.02107092429673075,0.0057068055126564595,12,31910,528,1338
Facebook,NS,WP,1.0,0.8989634286840844,0.1446577584587727,0.039337383077024356,0.06185443389492216,65,30296,2142,1285
Facebook,NS,WP,0.85,0.8753151704580355,0.18055890954949153,0.041613928634271685,0.06763892146041438,107,29455,2983,1243
Facebook,NS,BLOCD,,0.9592276974046998,0.018893047841369505,0.040740740740740744,0.025814786623788537,2,32391,47,1348
Facebook,NS,BLOCD,1.0,0.8785752290684226,0.1728682014542918,0.033531931785102886,0.05616861431242878,161,29499,2939,1189
Facebook,NS,BLOCD,0.55,0.5493298630655749,0.5420577423596018,0.04710839346385895,0.08668342545355905,726,17816,14622,624
SF-1,NS,LN,,0.9343132573066746,0.08,0.03355780022446689,0.0472820715556434,3,3462,88,168
SF-1,NS,LN,1.0,0.9301063778213988,0.08444444444444445,0.0407262590058289,0.05495065892018463,5,3443,107,166
SF-1,NS,LN,0.6,0.6995953508843626,0.4022222222222222,0.05135754403750018,0.09108495143414559,70,2511,1039,101
SF-1,NS,GN,,0.9355585249947145,0.026666666666666665,0.03973063973063973,0.03191345503718728,3,3468,82,168
SF-1,NS,GN,1.0,0.9363644155656199,0.026666666666666665,0.04197530864197531,0.03261390887290168,3,3471,79,168
SF-1,NS,GN,0.55,0.5769823088499112,0.41555555555555557,0.04354011551631249,0.07882164016093249,76,2074,1476,95
SF-1,NS,LV,,0.9337530474490203,0.06222222222222223,0.04210480877147544,0.05022389198751722,4,3459,91,167
SF-1,NS,LV,1.0,0.9337530474490203,0.06222222222222223,0.04210480877147544,0.05022389198751722,4,3459,91,167
SF-1,NS,LV,0.6,0.6640253930487305,0.41333333333333333,0.045596305334251554,0.08213229777971107,57,2412,1138,114
SF-1,NS,CNM,,0.9380224675286704,0.0044444444444444444,0.026234567901234566,0.007601162530739995,2,3477,73,169
SF-1,NS,CNM,1.0,0.9380224675286704,0.0044444444444444444,0.026234567901234566,0.007601162530739995,2,3477,73,169
