method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN,ALL
leiden,0.55,0.9540108302515315,0.7033333333333334,0.5034506137137716,0.5868384298257456,96,7046,116,240,"[2, 2, 2, 9, 9, 9, 25, 21, 17, 708, 728, 718, 841, 816, 810, 824, 777, 824, 23, 24, 38, 5, 9, 11, 1, 3, 2, 0, 0, 0, 1, 1, 1, 75, 79, 83]"
eigenvector,0.55,0.9508768571514463,0.6822222222222223,0.4193392050606198,0.5194127485872838,104,7014,148,232,"[2, 2, 2, 7, 9, 8, 28, 20, 26, 717, 711, 726, 836, 803, 808, 822, 777, 814, 14, 41, 30, 10, 22, 13, 3, 3, 12, 0, 0, 0, 3, 1, 2, 72, 80, 74]"
louvain,0.55,0.9545246460478276,0.6266666666666667,0.46438479095341845,0.533456908865264,72,7069,93,264,"[2, 2, 2, 8, 7, 7, 16, 12, 16, 712, 738, 733, 840, 815, 808, 823, 778, 822, 19, 14, 23, 6, 10, 13, 2, 2, 4, 0, 0, 0, 2, 3, 3, 84, 88, 84]"
greedy_modularity,0.55,0.9517690972207402,0.5611111111111111,0.3536255303068168,0.4338368121345598,49,7066,96,287,"[2, 2, 2, 5, 6, 7, 9, 9, 7, 721, 735, 747, 824, 816, 810, 821, 773, 819, 10, 17, 9, 22, 9, 11, 4, 7, 7, 0, 0, 0, 5, 4, 3, 91, 91, 93]"
label_propagation,0.55,0.9628085401300989,0.6000000000000001,0.7759259259259259,0.6767160161507403,48,7149,13,288,"[2, 2, 2, 8, 7, 7, 6, 7, 7, 725, 748, 753, 846, 825, 821, 825, 780, 826, 6, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 94, 93, 93]"
infomap,0.55,0.9628085401300989,0.6000000000000001,0.7759259259259259,0.6767160161507403,48,7149,13,288,"[2, 2, 2, 8, 7, 7, 6, 7, 7, 725, 748, 753, 846, 825, 821, 825, 780, 826, 6, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 94, 93, 93]"
surprise_communities,0.55,0.798101730996795,0.4655555555555555,0.09478437239020043,0.15750221943982617,155,5827,1335,181,"[2, 0, 1, 3, 6, 4, 47, 48, 44, 581, 596, 613, 686, 670, 666, 683, 649, 683, 150, 156, 143, 160, 155, 155, 142, 131, 143, 0, 2, 1, 7, 4, 6, 53, 52, 56]"
walktrap,0.55,0.7728116543064704,0.5622222222222222,0.04227145255933198,0.07863093026757366,59,5723,1439,277,"[2, 2, 2, 5, 7, 5, 10, 13, 13, 554, 571, 610, 657, 681, 694, 607, 679, 670, 177, 181, 146, 189, 144, 127, 218, 101, 156, 0, 0, 0, 5, 3, 5, 90, 87, 87]"
df_node_similarity,0.55,0.9425518724465289,0.6272222222222222,0.509366010036508,0.5621836856513194,49,6997,165,287,"[2, 2, 7, 5, 5, 2, 10, 8, 8, 715, 721, 838, 803, 797, 743, 806, 770, 804, 16, 31, 8, 22, 24, 13, 19, 10, 22, 0, 0, 3, 5, 5, 0, 90, 92, 92]"
