method,threshold,ACC,recall,PPV,f12
surprise_communities,0.75,0.8647932402587583,0.7407407407407407,0.5222222222222223,0.6125773867709351
walktrap,0.75,0.9080580324803414,0.75,0.7592592592592592,0.7546012269938651
df_node_similarity,0.75,0.9379227445215091,0.7175925925925926,1.0,0.8355795148247979
leiden,0.75,0.8724569260475843,0.6875,0.6979166666666666,0.6926691729323309
eigenvector,0.8,0.9089372372751323,0.6296296296296297,0.8611111111111112,0.7273982056590751
louvain,0.8,0.8938417960418827,0.7222222222222222,0.7203703703703703,0.7212951076879189
greedy_modularity,0.8,0.8880215398664122,0.6296296296296297,0.7388888888888889,0.6798977597353781
label_propagation,0.8,0.907069550269622,0.6203703703703703,0.8518518518518519,0.717912881434894
infomap,0.8,0.9131902941597682,0.6944444444444444,0.7962962962962963,0.7418909592822636
surprise_communities,0.8,0.8647932402587583,0.7407407407407407,0.5222222222222223,0.6125773867709351
walktrap,0.8,0.9080580324803414,0.75,0.7592592592592592,0.7546012269938651
df_node_similarity,0.8,0.9379227445215091,0.7175925925925926,1.0,0.8355795148247979
leiden,0.8,0.8817161853068436,0.625,0.7083333333333334,0.6640625
eigenvector,0.85,0.9089372372751323,0.6296296296296297,0.8611111111111112,0.7273982056590751
louvain,0.85,0.8938417960418827,0.7222222222222222,0.7203703703703703,0.7212951076879189
greedy_modularity,0.85,0.8880215398664122,0.6296296296296297,0.7388888888888889,0.6798977597353781
label_propagation,0.85,0.907069550269622,0.6203703703703703,0.8518518518518519,0.717912881434894
infomap,0.85,0.9131902941597682,0.6944444444444444,0.7962962962962963,0.7418909592822636
surprise_communities,0.85,0.8647932402587583,0.7407407407407407,0.5222222222222223,0.6125773867709351
walktrap,0.85,0.91217325881779,0.75,0.7759259259259259,0.7627427184466019
df_node_similarity,0.85,0.9379227445215091,0.7175925925925926,1.0,0.8355795148247979
leiden,0.85,0.8817161853068436,0.625,0.7083333333333334,0.6640625
eigenvector,0.9,0.9089372372751323,0.6296296296296297,0.8611111111111112,0.7273982056590751
louvain,0.9,0.8938417960418827,0.7222222222222222,0.7203703703703703,0.7212951076879189
greedy_modularity,0.9,0.8880215398664122,0.6296296296296297,0.7388888888888889,0.6798977597353781
label_propagation,0.9,0.9017785449786166,0.5925925925925926,0.8518518518518519,0.6989553656220322
infomap,0.9,0.9090750678223196,0.6666666666666666,0.787037037037037,0.7218683651804669
surprise_communities,0.9,0.8647932402587583,0.7407407407407407,0.5222222222222223,0.6125773867709351
walktrap,0.9,0.91217325881779,0.75,0.7759259259259259,0.7627427184466019
df_node_similarity,0.9,0.9379227445215091,0.7175925925925926,1.0,0.8355795148247979
leiden,0.9,0.8817161853068436,0.625,0.7083333333333334,0.6640625
eigenvector,0.95,0.9089372372751323,0.6296296296296297,0.8611111111111112,0.7273982056590751
louvain,0.95,0.8938417960418827,0.7222222222222222,0.7203703703703703,0.7212951076879189
greedy_modularity,0.95,0.8880215398664122,0.6296296296296297,0.7388888888888889,0.6798977597353781
label_propagation,0.95,0.9017785449786166,0.5925925925925926,0.8518518518518519,0.6989553656220322
infomap,0.95,0.9090750678223196,0.6666666666666666,0.787037037037037,0.7218683651804669
surprise_communities,0.95,0.8647932402587583,0.7407407407407407,0.5222222222222223,0.6125773867709351
walktrap,0.95,0.91217325881779,0.75,0.7759259259259259,0.7627427184466019
df_node_similarity,0.95,0.9379227445215091,0.7175925925925926,1.0,0.8355795148247979
leiden,0.95,0.8817161853068436,0.625,0.7083333333333334,0.6640625
eigenvector,1,0.9089372372751323,0.6296296296296297,0.8611111111111112,0.7273982056590751
louvain,1,0.8938417960418827,0.7222222222222222,0.7203703703703703,0.7212951076879189
greedy_modularity,1,0.8880215398664122,0.6296296296296297,0.7388888888888889,0.6798977597353781
label_propagation,1,0.9017785449786166,0.5925925925925926,0.8518518518518519,0.6989553656220322
infomap,1,0.9090750678223196,0.6666666666666666,0.787037037037037,0.7218683651804669
surprise_communities,1,0.8647932402587583,0.7407407407407407,0.5222222222222223,0.6125773867709351
walktrap,1,0.9080580324803414,0.7222222222222222,0.7666666666666667,0.7437810945273632
df_node_similarity,1,0.9379227445215091,0.712962962962963,1.0,0.8324324324324325
leiden,1,0.8817161853068436,0.625,0.7083333333333334,0.6640625
