graph,community,sources,nodes,coverage,iterations,detected_sources,sources_ratio,sizes,avg_sizes,time
watts_strogatz_graph_2,louvain,2,112,0.112,51,12,2,18|11|10|10|9|9|8|8|8|8|7|6,9.333333333333334,0.007029056549072266
watts_strogatz_graph_2,belief,2,112,0.112,51,3,2,48|32|32,37.333333333333336,10.560186862945557
watts_strogatz_graph_2,leiden,2,112,0.112,51,10,2,19|13|12|11|11|10|10|9|9|8,11.2,0.0015697479248046875
watts_strogatz_graph_2,label_propagation,2,112,0.112,51,26,2,21|13|10|6|5|5|4|4|4|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2,4.3076923076923075,0.0033159255981445312
watts_strogatz_graph_2,greedy_modularity,2,112,0.112,51,11,2,19|13|11|10|10|9|9|8|8|8|7,10.181818181818182,0.008257389068603516
watts_strogatz_graph_2,eigenvector,2,112,0.112,51,15,2,17|12|12|11|9|8|8|7|6|6|5|4|4|2|1,7.466666666666667,0.02845478057861328
watts_strogatz_graph_2,ga,2,112,0.112,51,26,2,11|8|7|7|6|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2,4.3076923076923075,32.340941429138184
watts_strogatz_graph_2,infomap,2,112,0.112,51,3,2,51|44|17,37.333333333333336,0.004645347595214844
watts_strogatz_graph_2,kcut,2,112,0.112,51,6,1,107|1|1|1|1|1,18.666666666666668,0.9529180526733398
watts_strogatz_graph_2,markov_clustering,2,112,0.112,51,35,0,8|8|6|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|1|1|1|1,3.2,0.04231762886047363
watts_strogatz_graph_2,paris,2,112,0.112,51,6,0,31|23|21|21|8|8,18.666666666666668,0.004390239715576172
watts_strogatz_graph_2,spinglass,2,112,0.112,51,12,2,17|11|11|10|10|9|9|9|8|8|6|4,9.333333333333334,0.5829968452453613
watts_strogatz_graph_2,surprise_communities,2,112,0.112,51,26,2,9|8|8|6|6|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|2|2|1|1,4.3076923076923075,0.0016579627990722656
watts_strogatz_graph_2,walktrap,2,112,0.112,51,23,2,13|11|8|7|7|6|6|6|6|5|4|4|3|3|3|3|3|3|3|2|2|2|2,4.869565217391305,0.0012867450714111328
watts_strogatz_graph_2,spectral,2,112,0.112,51,2,1,90|22,56.0,31.061545848846436
watts_strogatz_graph_2,sbm_dl,2,112,0.112,51,3,1,93|11|8,37.333333333333336,0.019079923629760742
watts_strogatz_graph_2,louvain,10,415,0.415,51,17,6,47|39|37|33|30|29|29|29|27|23|18|15|15|12|12|11|9,24.41176470588235,0.03823375701904297
watts_strogatz_graph_2,belief,10,415,0.415,51,7,6,82|66|60|55|52|51|49,59.285714285714285,19.789815425872803
watts_strogatz_graph_2,leiden,10,415,0.415,51,17,8,44|35|31|30|27|27|26|22|22|22|22|21|20|18|18|16|14,24.41176470588235,0.005851030349731445
watts_strogatz_graph_2,label_propagation,10,415,0.415,51,46,10,38|31|26|19|18|17|16|15|15|13|12|12|10|10|10|9|8|8|8|7|7|7|7|7|7|7|7|6|5|5|5|5|4|4|4|3|3|3|3|2|2|2|2|2|2|2,9.021739130434783,0.012501716613769531
watts_strogatz_graph_2,greedy_modularity,10,415,0.415,51,14,7,64|45|45|35|35|30|27|27|23|21|20|18|14|11,29.642857142857142,0.09528088569641113
watts_strogatz_graph_2,eigenvector,10,415,0.415,51,16,8,76|39|38|37|27|26|24|24|23|21|21|18|16|13|11|1,25.9375,0.07624459266662598
watts_strogatz_graph_2,infomap,10,415,0.415,51,40,9,16|16|16|16|15|15|14|14|13|13|13|13|12|12|11|11|10|10|10|10|10|10|9|9|9|9|9|9|9|8|8|8|7|7|7|7|6|6|5|3,10.375,0.020380735397338867
watts_strogatz_graph_2,kcut,10,415,0.415,51,7,1,409|1|1|1|1|1|1,59.285714285714285,8.180942058563232
watts_strogatz_graph_2,markov_clustering,10,415,0.415,51,128,3,12|11|9|9|9|8|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,3.2421875,0.09594440460205078
watts_strogatz_graph_2,paris,10,415,0.415,51,6,2,126|77|76|76|36|24,69.16666666666667,0.02977275848388672
watts_strogatz_graph_2,spinglass,10,415,0.415,51,22,7,35|28|27|24|22|22|22|21|21|21|20|19|19|18|17|16|14|12|10|10|10|7,18.863636363636363,3.2205655574798584
watts_strogatz_graph_2,surprise_communities,10,415,0.415,51,61,9,15|13|13|13|13|12|12|12|11|10|10|9|9|9|9|9|9|8|8|8|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|1,6.80327868852459,0.006337165832519531
watts_strogatz_graph_2,walktrap,10,415,0.415,51,29,4,75|27|26|25|17|16|16|15|15|15|14|14|13|13|12|12|11|11|9|9|9|8|7|7|6|4|4|3|2,14.310344827586206,0.008646011352539062
watts_strogatz_graph_2,sbm_dl,10,415,0.415,51,11,6,136|39|30|28|28|28|27|27|26|23|23,37.72727272727273,0.3731050491333008
watts_strogatz_graph_2,louvain,100,896,0.896,51,20,20,72|64|57|55|55|54|52|51|48|45|43|43|42|38|36|30|29|29|27|26,44.8,0.09810137748718262
watts_strogatz_graph_2,leiden,100,896,0.896,51,22,22,85|69|63|54|53|47|44|44|42|36|36|35|34|32|30|30|29|29|27|27|26|24,40.72727272727273,0.016022443771362305
watts_strogatz_graph_2,label_propagation,100,896,0.896,51,36,24,355|135|48|30|28|21|19|14|14|13|13|12|12|12|11|11|11|10|10|9|9|9|9|8|8|8|7|7|7|6|6|6|5|5|4|4,24.88888888888889,0.0636148452758789
watts_strogatz_graph_2,greedy_modularity,100,896,0.896,51,9,8,202|199|126|114|99|54|51|34|17,99.55555555555556,1.050243854522705
watts_strogatz_graph_2,eigenvector,100,896,0.896,51,14,14,172|126|113|68|62|53|50|48|42|39|35|34|28|26,64.0,0.14748764038085938
watts_strogatz_graph_2,infomap,100,896,0.896,51,57,50,27|27|26|25|23|23|22|22|22|21|21|20|20|19|19|19|18|18|18|18|18|17|17|17|16|16|16|16|16|15|15|15|15|15|15|14|13|13|13|13|13|12|12|12|11|11|10|10|10|10|9|9|8|8|7|7|4,15.719298245614034,0.03646397590637207
watts_strogatz_graph_2,kcut,100,896,0.896,51,8,1,889|1|1|1|1|1|1|1,112.0,35.03705096244812
watts_strogatz_graph_2,markov_clustering,100,896,0.896,51,371,86,12|10|10|9|9|9|9|9|9|9|8|8|8|8|8|8|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2.4150943396226414,0.28121471405029297
watts_strogatz_graph_2,paris,100,896,0.896,51,18,18,94|78|67|62|61|60|54|51|50|46|45|45|42|37|35|26|23|20,49.77777777777778,0.10734748840332031
watts_strogatz_graph_2,spinglass,100,896,0.896,51,24,24,60|55|53|46|45|45|44|43|43|41|41|39|39|36|33|33|31|29|28|27|26|24|22|13,37.333333333333336,5.8403496742248535
watts_strogatz_graph_2,surprise_communities,100,896,0.896,51,79,63,18|18|18|18|18|16|16|16|15|15|15|15|15|14|14|14|14|14|14|13|13|13|13|13|13|12|12|12|12|12|12|12|12|11|11|11|11|11|11|11|11|11|11|11|11|11|11|11|10|10|10|10|10|10|10|10|10|10|10|10|9|9|9|9|9|9|9|8|8|8|7|7|7|6|6|6|6|5|3,11.341772151898734,0.018429994583129883
watts_strogatz_graph_2,walktrap,100,896,0.896,51,34,29,188|44|40|38|36|33|30|26|25|25|24|24|22|21|21|20|20|20|19|19|18|17|17|17|15|15|15|14|14|13|13|12|11|10,26.352941176470587,0.04393887519836426
watts_strogatz_graph_2,sbm_dl,100,896,0.896,51,30,30,45|44|43|40|40|38|35|34|31|31|30|30|29|28|28|28|28|27|26|26|26|25|25|25|24|24|23|22|21|20,29.866666666666667,1.9714200496673584
