graph,community,sources,nodes,detected,difference,sources_ratio,nmi,modularity,pcov,pper
watts_strogatz_graph_1,louvain,2,132,7,-5,2,0.2598471382763688,0.62,0.7733333333333333,0.8711542910016192
watts_strogatz_graph_1,belief,2,132,5,-3,2,0.1779645806058385,0.5907388888888889,0.7966666666666666,0.8177191764978025
watts_strogatz_graph_1,leiden,2,132,9,-7,2,0.2558242413165034,0.6277611111111112,0.77,0.8979875086745316
watts_strogatz_graph_1,label_propagation,2,132,20,-18,2,0.25143401769410995,0.5194166666666666,0.6133333333333333,0.9321073328706917
watts_strogatz_graph_1,greedy_modularity,2,132,8,-6,2,0.3044606925812845,0.6004444444444444,0.7666666666666667,0.87323617857969
watts_strogatz_graph_1,eigenvector,2,132,10,-8,2,0.27525064383810494,0.574888888888889,0.7266666666666667,0.8748554244737451
watts_strogatz_graph_1,ga,2,132,27,-25,2,0.2201375489642267,0.4688222222222223,0.53,0.9547767753874624
watts_strogatz_graph_1,infomap,2,132,16,-14,2,0.23546754222027344,0.6109888888888887,0.69,0.9510756419153366
watts_strogatz_graph_1,kcut,2,132,8,-6,1,0.09352583157702077,0.020449999999999927,0.9233333333333333,0.13300948415452232
watts_strogatz_graph_1,markov_clustering,2,132,38,-36,2,0.2511403590049197,0.4916444444444444,0.54,0.9717788572750404
watts_strogatz_graph_1,paris,2,132,3,-1,2,0.21522069418330914,0.5125166666666667,0.86,0.6786953504510757
watts_strogatz_graph_1,spinglass,2,132,12,-10,2,0.255433899397539,0.6233277777777778,0.7133333333333334,0.9359241267638214
watts_strogatz_graph_1,surprise_communities,2,132,25,-23,2,0.23170691281603564,0.5858833333333333,0.6566666666666666,0.963913948646773
watts_strogatz_graph_1,walktrap,2,132,8,-6,2,0.3151997184039135,0.5933333333333334,0.79,0.8385380522785103
watts_strogatz_graph_1,spectral,2,132,2,0,1,8.996245999057612e-05,0.3831944444444444,0.8833333333333333,0.5299560490400185
watts_strogatz_graph_1,sbm_dl,2,132,4,-2,2,0.2537873947277878,0.5763277777777778,0.83,0.7528336803145963
watts_strogatz_graph_1,louvain,5,137,7,-2,4,0.34298803569189257,0.625852263801175,0.7799352750809061,0.8767711464147703
