type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
netsleuth-cm:leiden,3,50,0.1,101.0,16.333333333333332,0.06677007675170898,0.0,19.333333333333332,2.0,7,1052,51,143,1345,0.04666666666666667,0.8803347280334728,0.1206896551724138,0.787360594795539,0.0673076923076923
netsleuth-cm:df_node_similarity,3,50,0.1,114.0,12.0,3.1614018281300864,0.0,13.333333333333334,0.0,3,1048,37,147,1345,0.02,0.8769874476987448,0.075,0.7814126394052044,0.031578947368421054
ensemble:leiden,3,50,0.1,102.0,16.0,0.5522962411244711,0.0,25.666666666666668,1.0,12,1057,65,138,1345,0.08,0.8845188284518829,0.15584415584415584,0.7947955390334572,0.10572687224669602
ensemble:df_node_similarity,3,50,0.1,114.0,12.0,13.051790475845337,0.0,16.333333333333332,0.0,7,1052,42,143,1345,0.04666666666666667,0.8803347280334728,0.14285714285714285,0.787360594795539,0.07035175879396985
ensemble-centralities:leiden,3,50,0.1,102.0,16.0,0.22933006286621094,0.0,28.0,2.0,13,1058,71,137,1345,0.08666666666666667,0.8853556485355648,0.15476190476190477,0.7962825278810409,0.11111111111111112
ensemble-centralities:df_node_similarity,3,50,0.1,114.0,12.0,9.527723709742228,0.0,20.333333333333332,0.0,7,1052,54,143,1345,0.04666666666666667,0.8803347280334728,0.11475409836065574,0.787360594795539,0.06635071090047394
centrality-cm:betweenness:leiden,1,5,0.2,8.0,13.0,0.04579734802246094,4.0,29.0,2.0,2,214,27,3,222,0.4,0.9861751152073732,0.06896551724137931,0.972972972972973,0.1176470588235294
centrality-cm:betweenness:df_node_similarity,1,5,0.2,5.0,10.0,0.4362516403198242,4.0,24.0,0.0,2,214,22,3,222,0.4,0.9861751152073732,0.08333333333333333,0.972972972972973,0.13793103448275862
rumor:leiden,1,5,0.2,8.0,13.0,0.11322808265686035,6.0,21.0,2.0,2,214,19,3,222,0.4,0.9861751152073732,0.09523809523809523,0.972972972972973,0.15384615384615385
rumor:df_node_similarity,1,5,0.2,5.0,10.0,0.5411410331726074,6.0,14.0,0.0,1,213,13,4,222,0.2,0.9815668202764977,0.07142857142857142,0.963963963963964,0.10526315789473682
jordan:leiden,1,5,0.2,8.0,13.0,0.0544586181640625,3.0,39.0,1.0,3,215,36,2,222,0.6,0.9907834101382489,0.07692307692307693,0.9819819819819819,0.13636363636363635
jordan:df_node_similarity,1,5,0.2,5.0,10.0,0.431640625,6.0,26.0,0.0,1,213,25,4,222,0.2,0.9815668202764977,0.038461538461538464,0.963963963963964,0.06451612903225806
