type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
jordan:leiden,3,50,0.6000000000000001,118.0,10.666666666666666,0.12963414192199707,6.0,228.0,0.0,133,1211,551,17,1378,0.8866666666666667,0.9861563517915309,0.19444444444444445,0.9753265602322206,0.31894484412470026
jordan:df_node_similarity,3,50,0.6000000000000001,139.0,3.6666666666666665,2.6630989710489907,0.0,17.333333333333332,8.0,12,1090,40,138,1378,0.08,0.8876221498371335,0.23076923076923078,0.7997097242380261,0.1188118811881188
netsleuth-cm:leiden,3,50,0.6000000000000001,118.0,10.666666666666666,0.16168928146362305,39.333333333333336,50.0,1.0,8,1086,142,142,1378,0.05333333333333334,0.8843648208469055,0.05333333333333334,0.7939042089985486,0.053333333333333344
netsleuth-cm:df_node_similarity,3,50,0.6000000000000001,139.0,3.6666666666666665,2.7152012983957925,0.0,13.0,8.0,2,1080,37,148,1378,0.013333333333333334,0.8794788273615635,0.05128205128205128,0.7851959361393324,0.021164021164021163
ensemble:leiden,3,50,0.6000000000000001,119.0,10.333333333333334,0.7740174134572347,24.666666666666668,99.66666666666667,0.0,86,1164,213,64,1378,0.5733333333333334,0.9478827361563518,0.28762541806020064,0.9071117561683599,0.38307349665924273
ensemble:df_node_similarity,3,50,0.6000000000000001,139.0,3.6666666666666665,15.764723698298136,0.0,20.666666666666668,8.0,12,1090,50,138,1378,0.08,0.8876221498371335,0.1935483870967742,0.7997097242380261,0.11320754716981132
ensemble-centralities:leiden,3,50,0.6000000000000001,121.0,9.666666666666666,0.27345871925354004,8.333333333333334,46.666666666666664,0.0,88,1166,52,62,1378,0.5866666666666667,0.9495114006514658,0.6285714285714286,0.9100145137880987,0.6068965517241379
ensemble-centralities:df_node_similarity,3,50,0.6000000000000001,139.0,3.6666666666666665,9.139968395233154,0.0,34.333333333333336,8.0,29,1107,74,121,1378,0.19333333333333333,0.9014657980456026,0.2815533980582524,0.8243831640058055,0.22924901185770746
centrality-cm:betweenness:leiden,3,2,0.7000000000000001,25.0,10.333333333333334,0.1561115582784017,0.0,60.333333333333336,3.0,6,1187,175,0,1193,1.0,1.0,0.03314917127071823,1.0,0.06417112299465241
centrality-cm:betweenness:df_node_similarity,3,2,0.7000000000000001,6.0,4.0,3.0506187280019126,0.3333333333333333,29.333333333333332,9.0,5,1186,83,1,1193,0.8333333333333334,0.9991575400168492,0.056818181818181816,0.9983235540653814,0.10638297872340426
rumor:leiden,3,2,0.7000000000000001,24.0,10.0,0.4056846300760905,1.6666666666666667,26.333333333333332,0.0,1,1182,78,5,1193,0.16666666666666666,0.995787700084246,0.012658227848101266,0.991617770326907,0.02352941176470588
rumor:df_node_similarity,3,2,0.7000000000000001,6.0,4.0,6.0952095190684,1.6666666666666667,13.666666666666666,9.0,2,1183,39,4,1193,0.3333333333333333,0.9966301600673968,0.04878048780487805,0.9932942162615256,0.0851063829787234
jordan:leiden,3,2,0.7000000000000001,23.0,9.666666666666666,0.09479975700378418,0.0,243.0,1.0,6,1187,723,0,1193,1.0,1.0,0.00823045267489712,1.0,0.0163265306122449
jordan:df_node_similarity,3,2,0.7000000000000001,6.0,4.0,2.0057957967122397,0.6666666666666666,31.333333333333332,9.0,4,1185,90,2,1193,0.6666666666666666,0.9983150800336984,0.0425531914893617,0.9966471081307627,0.08
netsleuth-cm:leiden,3,2,0.7000000000000001,22.0,9.333333333333334,0.046970208485921226,1.6666666666666667,62.0,0.0,1,1182,185,5,1193,0.16666666666666666,0.995787700084246,0.005376344086021506,0.991617770326907,0.010416666666666668
netsleuth-cm:df_node_similarity,3,2,0.7000000000000001,6.0,4.0,2.038121779759725,2.0,15.333333333333334,9.0,1,1182,45,5,1193,0.16666666666666666,0.995787700084246,0.021739130434782608,0.991617770326907,0.03846153846153846
ensemble:leiden,3,2,0.7000000000000001,24.0,10.0,0.6280496120452881,0.3333333333333333,143.66666666666666,2.0,5,1186,426,1,1193,0.8333333333333334,0.9991575400168492,0.01160092807424594,0.9983235540653814,0.02288329519450801
ensemble:df_node_similarity,3,2,0.7000000000000001,6.0,4.0,12.120090166727701,0.6666666666666666,27.666666666666668,9.0,4,1185,79,2,1193,0.6666666666666666,0.9983150800336984,0.04819277108433735,0.9966471081307627,0.0898876404494382
ensemble-centralities:leiden,3,2,0.7000000000000001,26.0,10.666666666666666,0.2032600243886312,0.0,93.0,2.0,6,1187,273,0,1193,1.0,1.0,0.021505376344086023,1.0,0.04210526315789474
ensemble-centralities:df_node_similarity,3,2,0.7000000000000001,6.0,4.0,6.932207981745402,0.0,38.333333333333336,9.0,6,1187,109,0,1193,1.0,1.0,0.05217391304347826,1.0,0.09917355371900827
centrality-cm:betweenness:leiden,3,5,0.7000000000000001,17.0,10.666666666666666,0.15131711959838867,1.3333333333333333,56.666666666666664,6.0,11,1160,159,4,1179,0.7333333333333333,0.9965635738831615,0.06470588235294118,0.993214588634436,0.11891891891891894
