type,experiments,sources,threshold,comm_difference,avg_com_count,avg_time,avg_distance,avg_detected_sources,nr_of_missing_communities,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
centrality-cm:betweenness:leiden,3,2,0.0,23.0,9.666666666666666,0.28665963808695477,0.0,9.666666666666666,23.0,6,1107,23,0,1113,1.0,1.0,0.20689655172413793,1.0,0.34285714285714286
centrality-cm:betweenness:df_node_similarity,3,2,0.0,3.0,3.0,3.3193328380584717,2.0,3.0,6.0,3,1104,6,3,1113,0.5,0.997289972899729,0.3333333333333333,0.9946091644204852,0.4
rumor:leiden,3,2,0.0,23.0,9.666666666666666,0.5495931307474772,0.3333333333333333,9.666666666666666,23.0,5,1106,24,1,1113,0.8333333333333334,0.999096657633243,0.1724137931034483,0.9982030548068284,0.28571428571428575
rumor:df_node_similarity,3,2,0.0,3.0,3.0,5.974462350209554,2.6666666666666665,3.0,6.0,2,1103,7,4,1113,0.3333333333333333,0.996386630532972,0.2222222222222222,0.9928122192273136,0.26666666666666666
jordan:leiden,3,2,0.0,23.0,9.666666666666666,0.16362682978312174,1.3333333333333333,9.666666666666666,23.0,2,1103,27,4,1113,0.3333333333333333,0.996386630532972,0.06896551724137931,0.9928122192273136,0.1142857142857143
jordan:df_node_similarity,3,2,0.0,3.0,3.0,2.138204018274943,2.0,3.0,6.0,3,1104,6,3,1113,0.5,0.997289972899729,0.3333333333333333,0.9946091644204852,0.4
netsleuth-cm:leiden,3,2,0.0,23.0,9.666666666666666,0.08554434776306152,2.3333333333333335,9.666666666666666,23.0,0,1101,29,6,1113,0.0,0.994579945799458,0.0,0.9892183288409704,0
netsleuth-cm:df_node_similarity,3,2,0.0,3.0,3.0,2.33383576075236,3.3333333333333335,3.0,6.0,0,1101,9,6,1113,0.0,0.994579945799458,0.0,0.9892183288409704,0
ensemble:leiden,3,2,0.0,23.0,9.666666666666666,0.7546099821726481,0.6666666666666666,9.666666666666666,23.0,4,1105,25,2,1113,0.6666666666666666,0.998193315266486,0.13793103448275862,0.9964061096136568,0.2285714285714286
ensemble:df_node_similarity,3,2,0.0,3.0,3.0,11.219878911972046,2.3333333333333335,3.0,6.0,3,1104,6,3,1113,0.5,0.997289972899729,0.3333333333333333,0.9946091644204852,0.4
ensemble-centralities:leiden,3,2,0.0,23.0,9.666666666666666,0.3544926643371582,0.0,9.666666666666666,23.0,6,1107,23,0,1113,1.0,1.0,0.20689655172413793,1.0,0.34285714285714286
ensemble-centralities:df_node_similarity,3,2,0.0,3.0,3.0,6.639621178309123,2.0,3.0,6.0,3,1104,6,3,1113,0.5,0.997289972899729,0.3333333333333333,0.9946091644204852,0.4
centrality-cm:betweenness:leiden,3,2,0.1,23.0,9.666666666666666,0.20285503069559732,0.0,11.666666666666666,24.0,6,1107,29,0,1113,1.0,1.0,0.17142857142857143,1.0,0.2926829268292683
centrality-cm:betweenness:df_node_similarity,3,2,0.1,3.0,3.0,3.160470883051554,0.6666666666666666,4.333333333333333,6.0,5,1106,8,1,1113,0.8333333333333334,0.999096657633243,0.38461538461538464,0.9982030548068284,0.5263157894736842
rumor:leiden,3,2,0.1,23.0,9.666666666666666,0.6482927799224854,0.0,11.666666666666666,24.0,6,1107,29,0,1113,1.0,1.0,0.17142857142857143,1.0,0.2926829268292683
rumor:df_node_similarity,3,2,0.1,3.0,3.0,5.945583422978719,2.3333333333333335,4.0,6.0,2,1103,10,4,1113,0.3333333333333333,0.996386630532972,0.16666666666666666,0.9928122192273136,0.2222222222222222
jordan:leiden,3,2,0.1,23.0,9.666666666666666,0.16166369120279947,1.0,17.0,24.0,3,1104,48,3,1113,0.5,0.997289972899729,0.058823529411764705,0.9946091644204852,0.10526315789473684
jordan:df_node_similarity,3,2,0.1,3.0,3.0,2.0651895999908447,0.0,9.333333333333334,6.0,6,1107,22,0,1113,1.0,1.0,0.21428571428571427,1.0,0.35294117647058826
netsleuth-cm:leiden,3,2,0.1,23.0,9.666666666666666,0.07053772608439128,2.6666666666666665,13.666666666666666,24.0,0,1101,41,6,1113,0.0,0.994579945799458,0.0,0.9892183288409704,0
netsleuth-cm:df_node_similarity,3,2,0.1,3.0,3.0,2.150348981221517,3.3333333333333335,4.0,6.0,0,1101,12,6,1113,0.0,0.994579945799458,0.0,0.9892183288409704,0
ensemble:leiden,3,2,0.1,23.0,9.666666666666666,0.8571493625640869,0.3333333333333333,16.666666666666668,24.0,5,1106,45,1,1113,0.8333333333333334,0.999096657633243,0.1,0.9982030548068284,0.17857142857142858
ensemble:df_node_similarity,3,2,0.1,3.0,3.0,11.057206789652506,2.3333333333333335,3.0,6.0,3,1104,6,3,1113,0.5,0.997289972899729,0.3333333333333333,0.9946091644204852,0.4
ensemble-centralities:leiden,3,2,0.1,23.0,9.666666666666666,0.3381463686625163,0.3333333333333333,12.0,24.0,5,1106,31,1,1113,0.8333333333333334,0.999096657633243,0.1388888888888889,0.9982030548068284,0.2380952380952381
ensemble-centralities:df_node_similarity,3,2,0.1,3.0,3.0,6.473154385884603,0.6666666666666666,4.333333333333333,6.0,5,1106,8,1,1113,0.8333333333333334,0.999096657633243,0.38461538461538464,0.9982030548068284,0.5263157894736842
centrality-cm:betweenness:leiden,3,2,0.2,26.0,10.666666666666666,0.18282039960225424,0.0,16.666666666666668,26.0,6,1107,44,0,1113,1.0,1.0,0.12,1.0,0.21428571428571425
centrality-cm:betweenness:df_node_similarity,3,2,0.2,3.0,3.0,3.1527099609375,0.6666666666666666,6.333333333333333,6.0,5,1106,14,1,1113,0.8333333333333334,0.999096657633243,0.2631578947368421,0.9982030548068284,0.39999999999999997
rumor:leiden,3,2,0.2,26.0,10.666666666666666,0.5357464949289957,0.6666666666666666,12.666666666666666,26.0,4,1105,34,2,1113,0.6666666666666666,0.998193315266486,0.10526315789473684,0.9964061096136568,0.18181818181818182
rumor:df_node_similarity,3,2,0.2,3.0,3.0,6.03150741259257,2.3333333333333335,4.0,6.0,2,1103,10,4,1113,0.3333333333333333,0.996386630532972,0.16666666666666666,0.9928122192273136,0.2222222222222222
jordan:leiden,3,2,0.2,26.0,10.666666666666666,0.15361460049947104,1.0,45.0,26.0,3,1104,132,3,1113,0.5,0.997289972899729,0.022222222222222223,0.9946091644204852,0.0425531914893617
jordan:df_node_similarity,3,2,0.2,3.0,3.0,1.936776081720988,0.0,15.0,6.0,6,1107,39,0,1113,1.0,1.0,0.13333333333333333,1.0,0.23529411764705882
netsleuth-cm:leiden,3,2,0.2,26.0,10.666666666666666,0.07728823026021321,2.0,17.333333333333332,26.0,0,1101,52,6,1113,0.0,0.994579945799458,0.0,0.9892183288409704,0
netsleuth-cm:df_node_similarity,3,2,0.2,3.0,3.0,2.0785823663075766,3.3333333333333335,4.333333333333333,6.0,0,1101,13,6,1113,0.0,0.994579945799458,0.0,0.9892183288409704,0
ensemble:leiden,3,2,0.2,26.0,10.666666666666666,0.6740759213765463,0.6666666666666666,23.333333333333332,26.0,4,1105,66,2,1113,0.6666666666666666,0.998193315266486,0.05714285714285714,0.9964061096136568,0.10526315789473684
ensemble:df_node_similarity,3,2,0.2,3.0,3.0,11.002252260843912,1.3333333333333333,4.0,6.0,4,1105,8,2,1113,0.6666666666666666,0.998193315266486,0.3333333333333333,0.9964061096136568,0.4444444444444444
ensemble-centralities:leiden,3,2,0.2,26.0,10.666666666666666,0.3153969446818034,0.0,18.666666666666668,26.0,6,1107,50,0,1113,1.0,1.0,0.10714285714285714,1.0,0.19354838709677416
ensemble-centralities:df_node_similarity,3,2,0.2,3.0,3.0,6.351404349009196,0.6666666666666666,5.666666666666667,6.0,5,1106,12,1,1113,0.8333333333333334,0.999096657633243,0.29411764705882354,0.9982030548068284,0.4347826086956522
centrality-cm:betweenness:leiden,3,2,0.3,21.0,9.0,0.25988229115804035,0.3333333333333333,14.666666666666666,21.0,5,1106,39,1,1113,0.8333333333333334,0.999096657633243,0.11363636363636363,0.9982030548068284,0.19999999999999998
centrality-cm:betweenness:df_node_similarity,3,2,0.3,3.0,3.0,3.2303799788157144,0.6666666666666666,7.333333333333333,6.0,5,1106,17,1,1113,0.8333333333333334,0.999096657633243,0.22727272727272727,0.9982030548068284,0.35714285714285715
rumor:leiden,3,2,0.3,21.0,9.0,0.6025636196136475,1.0,11.0,21.0,3,1104,30,3,1113,0.5,0.997289972899729,0.09090909090909091,0.9946091644204852,0.15384615384615385
rumor:df_node_similarity,3,2,0.3,3.0,3.0,6.213655074437459,2.3333333333333335,4.333333333333333,6.0,2,1103,11,4,1113,0.3333333333333333,0.996386630532972,0.15384615384615385,0.9928122192273136,0.21052631578947367
