type,experiment,sources,detected,normalized,per_community,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
netsleuth-cm:greedy_modularity,0,"0,33","8,10,27","OrderedDict([(8, 1.0), (10, 1.0), (27, 1.0), (11, 0.8571000143967269), (32, 0.8262142674377819), (26, 0.7647275935521857), (2, 0.6202041028867286), (14, 0.6034022419932459), (33, 0.5663522991524653), (15, 0.47472174234833664), (21, 0.43036736731838204), (3, 0.4009288394512661), (31, 0.34969793745837796), (19, 0.31146155816085114), (30, 0.25163595391442195), (0, 0.20233386691367597), (29, 0.0), (4, 0.0), (7, 0.0)])","{0: {32: 0.1525196858443778, 33: -0.11785113019775861, 8: 0.33333333333333337, 14: -0.07930288342554187, 15: -0.21318723721256666, 26: 0.08854648382540145, 29: -0.7071067811865472, 30: -0.4452946404785067, 31: -0.34326701908998647}, 1: {0: -0.18257418583505536, 19: -0.0608580619450184, 4: -0.408248290463863, 21: 0.07176413534752944, 10: 0.7071067811865474, 11: 0.5477225575051661}, 2: {27: 0.49999999999999994, 2: -2.323522476192529e-16, 3: -0.28867513459481303, 7: -0.8164965809277259}}",0.002576589584350586,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
netsleuth-cm:label_propagation,0,"0,33","2,4","OrderedDict([(2, 1.0), (4, 1.0), (21, 0.571117519626209), (10, 0.5467828865924089), (14, 0.4338466521697634), (11, 0.4264588380486263), (31, 0.35984515858360955), (30, 0.35984515858360927), (27, 0.33895261254466275), (0, 0.3293585559000496), (32, 0.27181506011277407), (19, 0.26416475486340985), (33, 0.2431992720203821), (29, 0.23495404269814), (15, 0.21966450894040296), (3, 0.15522963272458595), (8, 0.12417239146314991), (26, 0.0), (7, 0.0)])","{0: {32: -0.10782790406782188, 33: -0.14287932973757542, 2: 0.7841244759219167, 8: -0.2886751345948135, 14: 0.09064429200799999, 15: -0.17170701730954452, 19: -0.11719874875444128, 26: -0.44077366620098324, 27: -0.025591240827322653, 29: -0.15297889581576704, 30: 2.924008301271665e-17, 31: 3.7909423301402866e-16}, 1: {0: -0.15430334996209194, 3: -0.37796447300922725, 4: 0.7071067811865476, 7: -0.5773502691896256, 10: 0.12496886451902955, 11: -0.029582207962836955, 21: 0.156225655487611}}",0.001978158950805664,0,3,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
netsleuth-cm:infomap,0,"0,33","2,8,10","OrderedDict([(8, 1.0), (10, 1.0), (2, 1.0), (11, 0.8571000143967269), (32, 0.8262142674377819), (26, 0.7647275935521857), (14, 0.6034022419932459), (33, 0.5663522991524653), (15, 0.47472174234833664), (21, 0.43036736731838204), (27, 0.3751555511130406), (31, 0.34969793745837796), (19, 0.31146155816085114), (30, 0.25163595391442195), (0, 0.20233386691367597), (3, 0.18568686013153465), (29, 0.0), (4, 0.0), (7, 0.0)])","{0: {8: 0.33333333333333337, 14: -0.07930288342554187, 15: -0.21318723721256666, 26: 0.08854648382540145, 29: -0.7071067811865472, 30: -0.4452946404785067, 31: -0.34326701908998647, 32: 0.1525196858443778, 33: -0.11785113019775861}, 1: {0: -0.18257418583505536, 4: -0.408248290463863, 10: 0.7071067811865474, 11: 0.5477225575051661, 19: -0.0608580619450184, 21: 0.07176413534752944}, 2: {2: 0.40824829046386285, 3: -0.4999999999999999, 7: -0.7071067811865475, 27: -0.28867513459481287}}",0.0025017261505126953,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
netsleuth-cm:surprise_communities,0,"0,33","3,4,8,11,19,21,27,29","OrderedDict([(8, 1.0), (3, 1.0), (4, 1.0), (29, 1.0), (15, 0.3319926697106239), (31, 0.3319926697106238), (14, 0.33199266971062374), (30, 0.33199266971062374), (32, 0.19645722985472766), (0, 0.15733449985383413), (7, 0.13035151449014004), (33, 0.0), (2, 0.0), (10, 0.0), (26, 0.0), (19, 0.0), (11, 0.0), (21, 0.0), (27, 0.0)])","{0: {8: 0.7605078713912504, 14: -1.6252626414490143e-17, 15: 1.6109974271322591e-16, 30: -2.6080660000014013e-17, 31: 3.352717301722236e-17, 32: -0.15430334996209194, 33: -0.37796447300922725}, 1: {0: -0.28867513459481287, 2: -0.5, 3: 0.8431565588063061, 7: -0.32491750836223315}, 2: {4: 0.7071067811865475, 10: -0.7071067811865475}, 3: {26: -0.7071067811865475, 29: 0.7071067811865475}, 4: {19: 1.0}, 5: {11: 1.0}, 6: {21: 1.0}, 7: {27: 1.0}}",0.0049092769622802734,6,2,0,15,8,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
netsleuth-cm:walktrap,0,"0,33","2,4,11,15","OrderedDict([(15, 1.0), (11, 1.0), (2, 1.0), (4, 1.0), (27, 0.8836634939894801), (33, 0.8308157268683002), (29, 0.7762501173121684), (32, 0.7641855318301096), (14, 0.5218478023338042), (26, 0.4889747044863104), (21, 0.40916518118259854), (0, 0.400544501093187), (19, 0.35735775881863036), (3, 0.21530256455946906), (31, 0.02892831082399722), (30, 0.0), (7, 0.0), (8, 0.0), (10, 0.0)])","{0: {14: -0.10359188922340758, 15: 0.3333333333333334, 19: -0.2538993629148881, 26: -0.13363062095621203, 29: 0.12887548964341608, 30: -0.5804452181181107, 31: -0.5540111481574214, 32: 0.11785113019775832, 33: 0.17873637330268322}, 1: {0: -0.22360679774997896, 3: -0.4472135954999579, 7: -0.7071067811865475, 11: 0.49999999999999994, 21: -0.21320071635561047}, 2: {2: 0.7071067811865476, 8: -0.4082482904638632, 27: 0.5773502691896256}, 3: {4: 0.7071067811865475, 10: -0.7071067811865475}}",0.0030426979064941406,2,2,0,15,4,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
netsleuth-cm:df_node_similarity,0,"0,33","3,8","OrderedDict([(3, 1.0), (8, 1.0), (2, 0.9987040115541103), (32, 0.8262142674377819), (26, 0.7647275935521857), (19, 0.6909830056250527), (11, 0.6909830056250527), (21, 0.6909830056250525), (27, 0.6909830056250524), (14, 0.6034022419932459), (0, 0.5803926680359718), (33, 0.5663522991524653), (4, 0.5556231054293728), (15, 0.47472174234833664), (31, 0.34969793745837796), (30, 0.25163595391442195), (7, 0.18430631540626624), (10, 0.0), (29, 0.0)])","{0: {0: -0.11317091304179137, 2: 0.3149015362673827, 3: 0.316227766016838, 4: -0.13851846217624128, 7: -0.5184997613635515, 10: -0.7071067811865472, 11: 2.001547969772653e-16, 19: 2.0309466497193116e-16, 21: 1.438704129943343e-16, 27: -5.2152014631195954e-17}, 1: {32: 0.1525196858443778, 33: -0.11785113019775861, 8: 0.33333333333333337, 14: -0.07930288342554187, 15: -0.21318723721256666, 26: 0.08854648382540145, 29: -0.7071067811865472, 30: -0.4452946404785067, 31: -0.34326701908998647}}",0.0019080638885498047,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble:leiden,0,"0,33","2,8,10",{},"{0: {8: 0.6424242424242425, 14: 0.5344674139977487, 15: 0.49157391411611223, 26: 0.5579395008810316, 29: 0.30303030303030304, 30: 0.42327259069874673, 31: 0.4195962821830957, 32: 0.578435058842897, 33: 0.5221174330508217}, 1: {0: 0.40077795563789204, 4: 0.306547619047619, 10: 0.6398809523809524, 11: 0.6190333381322423, 19: 0.4133443289107599, 21: 0.4529795986299369}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",0.006596565246582031,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble:eigenvector,0,"0,33","3,10,29",{},"{0: {8: 0.6090518758728937, 14: 0.5654904159251336, 15: 0.5768702970639048, 26: 0.5803138114039766, 27: 0.3226381461675579, 29: 0.6158645276292335, 30: 0.43558005174924036, 31: 0.519869849171195, 32: 0.4600065831752027, 33: 0.5871048492302502}, 1: {0: 0.40077795563789204, 4: 0.306547619047619, 10: 0.6398809523809524, 11: 0.6190333381322423, 19: 0.4133443289107599, 21: 0.4529795986299369}, 2: {2: 0.3333333333333333, 3: 0.41403963312383113, 7: 0.3333333333333333}}",0.006536722183227539,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble:louvain,0,"0,33","2,11,31",{},"{0: {8: 0.5834725951605754, 14: 0.5458333119790528, 15: 0.5562496407508591, 19: 0.48640582889057943, 26: 0.30863254392666156, 29: 0.37381525140426414, 30: 0.49038807605480167, 31: 0.6363636363636364, 32: 0.43969692409221334, 33: 0.5656176173489325}, 1: {0: 0.4668481670310623, 4: 0.3976934474457489, 10: 0.3259259259259259, 11: 0.6666666666666666, 21: 0.4474995048386439}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",0.006468296051025391,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble:greedy_modularity,0,"0,33","8,10,27",{},"{0: {32: 0.578435058842897, 33: 0.5221174330508217, 8: 0.6424242424242425, 14: 0.5344674139977487, 15: 0.49157391411611223, 26: 0.5579395008810316, 29: 0.30303030303030304, 30: 0.42327259069874673, 31: 0.4195962821830957}, 1: {0: 0.40077795563789204, 19: 0.4133443289107599, 4: 0.306547619047619, 21: 0.4529795986299369, 10: 0.6398809523809524, 11: 0.6190333381322423}, 2: {27: 0.6666666666666666, 2: 0.5400680342955763, 3: 0.2836429464837554, 7: 0.2833333333333333}}",0.006808280944824219,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble:label_propagation,0,"0,33","2,4",{},"{0: {32: 0.33375570496909823, 33: 0.4143997573401274, 2: 0.4761904761904762, 8: 0.3408037130056553, 14: 0.42184973206702486, 15: 0.35045568432390467, 19: 0.37196051041257344, 26: 0.24323222439660797, 27: 0.4657239302089515, 29: 0.316087094467547, 30: 0.38984401567920696, 31: 0.37337304372878305}, 1: {0: 0.44311951863334986, 3: 0.2872987664637509, 4: 0.6355555555555555, 7: 0.28, 10: 0.4844831844196919, 11: 0.4754862793495421, 21: 0.5014836176531808}}",0.006249666213989258,0,3,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble:infomap,0,"0,33","2,8,10",{},"{0: {8: 0.6424242424242425, 14: 0.5344674139977487, 15: 0.49157391411611223, 26: 0.5579395008810316, 29: 0.30303030303030304, 30: 0.42327259069874673, 31: 0.4195962821830957, 32: 0.578435058842897, 33: 0.5221174330508217}, 1: {0: 0.40077795563789204, 4: 0.306547619047619, 10: 0.6398809523809524, 11: 0.6190333381322423, 19: 0.4133443289107599, 21: 0.4529795986299369}, 2: {2: 0.6666666666666666, 3: 0.21189562004384488, 7: 0.2833333333333333, 27: 0.4583851837043469}}",0.006312131881713867,1,2,0,15,3,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble:surprise_communities,0,"0,33","3,4,8,11,19,21,26,27",{},"{0: {8: 0.6571969696969697, 14: 0.4439975565702079, 15: 0.44399755657020795, 30: 0.4648308899035412, 31: 0.4136945262671776, 32: 0.550334228133394, 33: 0.3333333333333333}, 1: {0: 0.05244483328461138, 2: 0.16666666666666666, 3: 0.6111111111111112, 7: 0.37678383816337996}, 2: {4: 0.3333333333333333, 10: 0.0}, 3: {26: 0.3333333333333333, 29: 0.3333333333333333}, 4: {19: 0.0}, 5: {11: 0.0}, 6: {21: 0.0}, 7: {27: 0.0}}",0.010001420974731445,6,2,0,15,8,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble:walktrap,0,"0,33","2,4,11,15",{},"{0: {14: 0.5072826007779347, 15: 0.6666666666666666, 19: 0.4732859196062101, 26: 0.47197425214478744, 29: 0.5433820737360908, 30: 0.30303030303030304, 31: 0.3126730733049688, 32: 0.47171985260137855, 33: 0.6102719089561001}, 1: {0: 0.4668481670310623, 3: 0.33102678077908226, 7: 0.3037037037037037, 11: 0.6666666666666666, 21: 0.4474995048386439}, 2: {2: 0.6666666666666666, 8: 0.19999999999999998, 27: 0.6278878313298267}, 3: {4: 0.3333333333333333, 10: 0.0}}",0.006932258605957031,2,2,0,15,4,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble:df_node_similarity,0,"0,33","2,8",{},"{0: {0: 0.5267975560119905, 2: 0.6778896821730483, 3: 0.650932400932401, 4: 0.4580806621827513, 7: 0.4396405666738836, 10: 0.2728729603729604, 11: 0.5589989972130129, 19: 0.5286959669099827, 21: 0.5286959669099826, 27: 0.35153978975380534}, 1: {32: 0.578435058842897, 33: 0.5221174330508217, 8: 0.6424242424242425, 14: 0.5344674139977487, 15: 0.49157391411611223, 26: 0.5579395008810316, 29: 0.30303030303030304, 30: 0.42327259069874673, 31: 0.4195962821830957}}",0.007114410400390625,0,2,0,15,2,2,19,0.0,0.8823529411764706,0.0,0.7894736842105263,0
ensemble-centralities:leiden,0,"0,33","0,2,33",{},"{0: {8: 0.08333333333333333, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.10333333333333333, 30: 0.08333333333333333, 31: 0.0, 32: 0.6966666666666668, 33: 1.0}, 1: {0: 1.0, 4: 0.125, 10: 0.125, 11: 0.0, 19: 0.0, 21: 0.0}, 2: {2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 27: 0.0}}",0.003859281539916992,1,0,2,17,1,0,19,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:eigenvector,0,"0,33","0,2,33",{},"{0: {8: 0.125, 14: 0.0625, 15: 0.0625, 26: 0.0625, 27: 0.0, 29: 0.13719512195121952, 30: 0.125, 31: 0.0625, 32: 0.5457317073170731, 33: 1.0}, 1: {0: 1.0, 4: 0.125, 10: 0.125, 11: 0.0, 19: 0.0, 21: 0.0}, 2: {2: 0.0, 3: 0.0, 7: 0.0}}",0.0029633045196533203,1,0,2,17,1,0,19,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:louvain,0,"0,33","0,2,33",{},"{0: {8: 0.125, 14: 0.0625, 15: 0.0625, 19: 0.0, 26: 0.0625, 29: 0.13719512195121952, 30: 0.125, 31: 0.0625, 32: 0.5457317073170731, 33: 1.0}, 1: {0: 1.0, 4: 0.16666666666666666, 10: 0.16666666666666666, 11: 0.0, 21: 0.0}, 2: {2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 27: 0.0}}",0.002273082733154297,1,0,2,17,1,0,19,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:greedy_modularity,0,"0,33","0,2,33",{},"{0: {32: 0.6966666666666668, 33: 1.0, 8: 0.08333333333333333, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.10333333333333333, 30: 0.08333333333333333, 31: 0.0}, 1: {0: 1.0, 19: 0.0, 4: 0.125, 21: 0.0, 10: 0.125, 11: 0.0}, 2: {27: 0.0, 2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997}}",0.0022499561309814453,1,0,2,17,1,0,19,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:label_propagation,0,"0,33","0,33",{},"{0: {32: 0.5982552800734618, 33: 1.0, 2: 0.12764003673094582, 8: 0.19008264462809915, 14: 0.05555555555555555, 15: 0.05555555555555555, 19: 0.0, 26: 0.05555555555555555, 27: 0.0707070707070707, 29: 0.12350780532598712, 30: 0.11111111111111109, 31: 0.05555555555555555}, 1: {0: 1.0, 3: 0.09999999999999999, 4: 0.09999999999999999, 7: 0.09999999999999999, 10: 0.09999999999999999, 11: 0.0, 21: 0.0}}",0.002468585968017578,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
ensemble-centralities:infomap,0,"0,33","0,2,33",{},"{0: {8: 0.08333333333333333, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.10333333333333333, 30: 0.08333333333333333, 31: 0.0, 32: 0.6966666666666668, 33: 1.0}, 1: {0: 1.0, 4: 0.125, 10: 0.125, 11: 0.0, 19: 0.0, 21: 0.0}, 2: {2: 1.0, 3: 0.24999999999999997, 7: 0.24999999999999997, 27: 0.0}}",0.0023145675659179688,1,0,2,17,1,0,19,1.0,1.0,0.6666666666666666,1.0,0.8
ensemble-centralities:surprise_communities,0,"0,33","0,10,11,19,21,26,27,32",{},"{0: {8: 0.125, 14: 0.0, 15: 0.0, 30: 0.125, 31: 0.0, 32: 1.0, 33: 1.0}, 1: {0: 0.0, 2: 0.0, 3: 0.0, 7: 0.0}, 2: {4: 0.0, 10: 0.0}, 3: {26: 0.0, 29: 0.0}, 4: {19: 0.0}, 5: {11: 0.0}, 6: {21: 0.0}, 7: {27: 0.0}}",0.0023643970489501953,6,1,1,16,7,1,19,0.5,0.9411764705882353,0.125,0.8947368421052632,0.2
ensemble-centralities:walktrap,0,"0,33","0,2,10,33",{},"{0: {14: 0.07142857142857142, 15: 0.07142857142857142, 19: 0.0, 26: 0.07142857142857142, 29: 0.158008658008658, 30: 0.07142857142857142, 31: 0.07142857142857142, 32: 0.5086580086580086, 33: 1.0}, 1: {0: 1.0, 3: 0.16666666666666666, 7: 0.16666666666666666, 11: 0.0, 21: 0.0}, 2: {2: 1.0, 8: 0.0, 27: 0.0}, 3: {4: 0.0, 10: 0.0}}",0.002907276153564453,2,0,2,17,2,0,19,1.0,1.0,0.5,1.0,0.6666666666666666
ensemble-centralities:df_node_similarity,0,"0,33","0,33",{},"{0: {0: 1.0, 2: 0.3522167487684729, 3: 0.14285714285714288, 4: 0.07142857142857144, 7: 0.14285714285714288, 10: 0.07142857142857144, 11: 0.0, 19: 0.0, 21: 0.0, 27: 0.0}, 1: {32: 0.6966666666666668, 33: 1.0, 8: 0.08333333333333333, 14: 0.0, 15: 0.0, 26: 0.0, 29: 0.10333333333333333, 30: 0.08333333333333333, 31: 0.0}}",0.002468109130859375,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:leiden,1,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.3499999999999999), (1, 0.25), (3, 0.10714285714285714), (29, 0.049999999999999996), (8, 0.0), (9, 0.0), (15, 0.0), (18, 0.0), (23, 0.0), (26, 0.0), (31, 0.0), (2, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0)])","{0: {8: 0.0, 9: 0.0, 15: 0.0, 18: 0.0, 23: 0.0, 26: 0.0, 29: 0.027777777777777776, 31: 0.0, 32: 0.19444444444444442, 33: 0.5555555555555556}, 1: {0: 0.5, 1: 0.125, 2: 0.0, 3: 0.05357142857142857, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0}}",0.002711772918701172,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:eigenvector,1,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.3499999999999999), (1, 0.25), (3, 0.10714285714285714), (29, 0.049999999999999996), (8, 0.0), (9, 0.0), (15, 0.0), (18, 0.0), (23, 0.0), (26, 0.0), (31, 0.0), (2, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0)])","{0: {8: 0.0, 9: 0.0, 15: 0.0, 18: 0.0, 23: 0.0, 26: 0.0, 29: 0.027777777777777776, 31: 0.0, 32: 0.19444444444444442, 33: 0.5555555555555556}, 1: {0: 0.5, 1: 0.125, 2: 0.0, 3: 0.05357142857142857, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0}}",0.004924774169921875,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:louvain,1,"0,33","0,2,33","OrderedDict([(0, 1.0), (33, 1.0), (2, 1.0), (32, 0.5294117647058824), (1, 0.2173913043478261), (29, 0.11764705882352941), (3, 0.08695652173913043), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0), (15, 0.0), (18, 0.0), (23, 0.0), (26, 0.0), (31, 0.0), (8, 0.0), (9, 0.0)])","{0: {0: 0.5476190476190476, 1: 0.11904761904761904, 3: 0.047619047619047616, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0}, 1: {15: 0.0, 18: 0.0, 23: 0.0, 26: 0.0, 29: 0.047619047619047616, 31: 0.0, 32: 0.21428571428571427, 33: 0.40476190476190477}, 2: {2: 1.0, 8: 0.0, 9: 0.0}}",0.0023419857025146484,1,0,2,17,1,0,19,1.0,1.0,0.6666666666666666,1.0,0.8
centrality-cm:betweenness:greedy_modularity,1,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.3499999999999999), (1, 0.25), (3, 0.10714285714285714), (29, 0.049999999999999996), (8, 0.0), (9, 0.0), (15, 0.0), (18, 0.0), (23, 0.0), (26, 0.0), (31, 0.0), (2, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0)])","{0: {32: 0.19444444444444442, 33: 0.5555555555555556, 8: 0.0, 9: 0.0, 15: 0.0, 18: 0.0, 23: 0.0, 26: 0.0, 29: 0.027777777777777776, 31: 0.0}, 1: {0: 0.5, 1: 0.125, 2: 0.0, 3: 0.05357142857142857, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0}}",0.0031528472900390625,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:label_propagation,1,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.3499999999999999), (1, 0.25), (3, 0.10714285714285714), (29, 0.049999999999999996), (8, 0.0), (9, 0.0), (15, 0.0), (18, 0.0), (23, 0.0), (26, 0.0), (31, 0.0), (2, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0)])","{0: {32: 0.19444444444444442, 33: 0.5555555555555556, 8: 0.0, 9: 0.0, 15: 0.0, 18: 0.0, 23: 0.0, 26: 0.0, 29: 0.027777777777777776, 31: 0.0}, 1: {0: 0.5, 1: 0.125, 2: 0.0, 3: 0.05357142857142857, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0}}",0.002900362014770508,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:infomap,1,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.3499999999999999), (1, 0.25), (3, 0.10714285714285714), (29, 0.049999999999999996), (8, 0.0), (9, 0.0), (15, 0.0), (18, 0.0), (23, 0.0), (26, 0.0), (31, 0.0), (2, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0)])","{0: {8: 0.0, 9: 0.0, 15: 0.0, 18: 0.0, 23: 0.0, 26: 0.0, 29: 0.027777777777777776, 31: 0.0, 32: 0.19444444444444442, 33: 0.5555555555555556}, 1: {0: 0.5, 1: 0.125, 2: 0.0, 3: 0.05357142857142857, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0}}",0.03379702568054199,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:surprise_communities,1,"0,33","0,8,9,11,17,31,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.45454545454545453), (1, 0.375), (3, 0.375), (29, 0.18181818181818182), (15, 0.0), (18, 0.0), (23, 0.0), (26, 0.0), (2, 0.0), (12, 0.0), (13, 0.0), (19, 0.0), (17, 0.0), (9, 0.0), (8, 0.0), (11, 0.0), (31, 0.0)])","{0: {15: 0.0, 18: 0.0, 23: 0.0, 26: 0.0, 29: 0.06666666666666667, 32: 0.16666666666666666, 33: 0.36666666666666664}, 1: {0: 0.26666666666666666, 1: 0.1, 2: 0.0, 3: 0.1, 12: 0.0, 13: 0.0, 19: 0.0}, 2: {17: 0.0}, 3: {9: 0.0}, 4: {8: 0.0}, 5: {11: 0.0}, 6: {31: 0.0}}",0.0031745433807373047,5,0,2,17,5,0,19,1.0,1.0,0.2857142857142857,1.0,0.4444444444444445
centrality-cm:betweenness:walktrap,1,"0,33","0,33","OrderedDict([(0, 1.0), (33, 1.0), (32, 0.5294117647058824), (2, 0.47727272727272724), (1, 0.20454545454545453), (29, 0.11764705882352941), (3, 0.09090909090909091), (8, 0.0), (9, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0), (15, 0.0), (18, 0.0), (23, 0.0), (26, 0.0), (31, 0.0)])","{0: {0: 0.48888888888888893, 1: 0.1, 2: 0.23333333333333334, 3: 0.044444444444444446, 8: 0.0, 9: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0}, 1: {15: 0.0, 18: 0.0, 23: 0.0, 26: 0.0, 29: 0.047619047619047616, 31: 0.0, 32: 0.21428571428571427, 33: 0.40476190476190477}}",0.0032722949981689453,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
centrality-cm:betweenness:df_node_similarity,1,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (32, 0.3499999999999999), (1, 0.25), (3, 0.10714285714285714), (29, 0.049999999999999996), (8, 0.0), (9, 0.0), (15, 0.0), (18, 0.0), (23, 0.0), (26, 0.0), (31, 0.0), (2, 0.0), (11, 0.0), (12, 0.0), (13, 0.0), (17, 0.0), (19, 0.0)])","{0: {32: 0.19444444444444442, 33: 0.5555555555555556, 8: 0.0, 9: 0.0, 15: 0.0, 18: 0.0, 23: 0.0, 26: 0.0, 29: 0.027777777777777776, 31: 0.0}, 1: {0: 0.5, 1: 0.125, 2: 0.0, 3: 0.05357142857142857, 11: 0.0, 12: 0.0, 13: 0.0, 17: 0.0, 19: 0.0}}",0.005101680755615234,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
rumor:leiden,1,"0,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (1, 0.2380952380952381), (32, 0.21052631578947367), (3, 0.14285714285714288), (2, 0.08571428571428574), (13, 0.08571428571428574), (9, 0.06432748538011696), (29, 0.05263157894736842), (12, 0.020408163265306124), (17, 0.020408163265306124), (19, 0.020408163265306124), (31, 0.00584795321637427), (26, 0.00584795321637427), (18, 0.00584795321637427), (8, 0.00584795321637427), (15, 0.00584795321637427), (23, 0.0), (11, 0.0)])","{0: {8: 0.005555555555555556, 9: 0.011111111111111112, 15: 0.005555555555555556, 18: 0.005555555555555556, 23: 0.005, 26: 0.005555555555555556, 29: 0.01, 31: 0.005555555555555556, 32: 0.025, 33: 0.1}, 1: {0: 0.1111111111111111, 1: 0.037037037037037035, 2: 0.022222222222222223, 3: 0.027777777777777776, 11: 0.013888888888888888, 12: 0.015873015873015872, 13: 0.022222222222222223, 17: 0.015873015873015872, 19: 0.015873015873015872}}",0.0028967857360839844,0,0,2,17,0,0,19,1.0,1.0,1.0,1.0,1.0
