type,experiment,sources,detected,normalized,per_community,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
centrality-cm:betweenness:leiden,0,"0,82","110,2,24,27,35,43,5,7,9","OrderedDict([('27', 1.0), ('35', 1.0), ('5', 1.0), ('98', 1.0), ('43', 1.0), ('7', 1.0), ('2', 1.0), ('64', 1.0), ('44', 0.9666666666666666), ('18', 0.9380804953560371), ('70', 0.754041570438799), ('30', 0.6111111111111112), ('65', 0.577367205542725), ('34', 0.5510835913312693), ('6', 0.5263157894736841), ('60', 0.5263157894736841), ('12', 0.5170278637770898), ('26', 0.3560371517027863), ('19', 0.27777777777777773), ('54', 0.2724458204334365), ('61', 0.26934984520123834), ('13', 0.26315789473684215), ('100', 0.26315789473684215), ('107', 0.25641025641025644), ('52', 0.25641025641025644), ('10', 0.25641025641025644), ('81', 0.25641025641025644), ('3', 0.2435897435897436), ('40', 0.2435897435897436), ('74', 0.24358974358974358), ('102', 0.24358974358974358), ('92', 0.2333333333333333), ('84', 0.23076923076923078), ('72', 0.23076923076923075), ('14', 0.1486068111455108), ('62', 0.13394919168591224), ('29', 0.13333333333333333), ('94', 0.13333333333333333), ('96', 0.1293302540415704), ('17', 0.12702078521939952), ('20', 0.12124711316397228), ('56', 0.10623556581986142), ('31', 0.09907120743034052), ('87', 0.08775981524249421), ('42', 0.08359133126934985), ('1', 0.08083140877598151), ('113', 0.07852193995381061), ('103', 0.06004618937644342), ('75', 0.02222222222222222), ('112', 0.02222222222222222), ('63', 0.0), ('82', 0.0), ('55', 0.0), ('79', 0.0), ('101', 0.0), ('97', 0.0), ('36', 0.0), ('78', 0.0), ('111', 0.0), ('68', 0.0), ('8', 0.0), ('108', 0.0), ('77', 0.0), ('22', 0.0), ('21', 0.0), ('47', 0.0), ('106', 0.0), ('110', 0.0), ('67', 0.0), ('49', 0.0), ('88', 0.0), ('83', 0.0), ('53', 0.0), ('114', 0.0), ('73', 0.0), ('9', 0.0), ('23', 0.0), ('93', 0.0), ('104', 0.0), ('16', 0.0), ('4', 0.0), ('0', 0.0), ('41', 0.0), ('24', 0.0), ('11', 0.0), ('50', 0.0), ('90', 0.0), ('69', 0.0), ('28', 0.0)])","{0: {'1': 0.017676767676767676, '65': 0.12626262626262624, '103': 0.013131313131313133, '27': 0.2186868686868687, '17': 0.027777777777777776, '96': 0.028282828282828278, '113': 0.01717171717171717, '20': 0.026515151515151516, '87': 0.01919191919191919, '62': 0.029292929292929298, '70': 0.1648989898989899, '56': 0.023232323232323233, '63': 0.0}, 1: {'35': 0.2272727272727273, '101': 0.0, '55': 0.0, '82': 0.0, '92': 0.05303030303030303, '19': 0.06313131313131312, '44': 0.2196969696969697, '79': 0.0, '94': 0.030303030303030304, '29': 0.030303030303030304, '30': 0.13888888888888892, '75': 0.00505050505050505, '112': 0.00505050505050505}, 2: {'3': 0.02398989898989899, '72': 0.022727272727272724, '74': 0.023989898989898988, '5': 0.09848484848484848, '102': 0.023989898989898988, '81': 0.025252525252525252, '40': 0.02398989898989899, '52': 0.025252525252525256, '84': 0.022727272727272728, '97': 0.0, '98': 0.09848484848484848, '10': 0.025252525252525256, '107': 0.025252525252525256}, 3: {'14': 0.02222222222222222, '26': 0.04703703703703704, '12': 0.0662962962962963, '34': 0.07037037037037037, '36': 0.0044444444444444444, '43': 0.12407407407407409, '18': 0.11666666666666667, '54': 0.03703703703703704, '42': 0.014444444444444446, '61': 0.03666666666666667, '31': 0.016296296296296295}, 4: {'108': 0.015306122448979588, '7': 0.020408163265306117, '68': 0.015306122448979588, '8': 0.015306122448979588, '77': 0.015306122448979588, '78': 0.015306122448979588, '111': 0.015306122448979588, '21': 0.015306122448979588, '22': 0.015306122448979588}, 5: {'2': 0.054761904761904755, '64': 0.054761904761904755, '100': 0.02142857142857143, '6': 0.033333333333333326, '13': 0.02142857142857143, '47': 0.009523809523809525, '60': 0.033333333333333326, '106': 0.009523809523809525}, 6: {'73': 0.0, '110': 0.0, '114': 0.0, '67': 0.0, '53': 0.0, '49': 0.0, '83': 0.0, '88': 0.0}, 7: {'0': 0.0, '4': 0.0, '104': 0.0, '9': 0.0, '16': 0.0, '41': 0.0, '23': 0.0, '93': 0.0}, 8: {'90': 0.0, '11': 0.0, '28': 0.0, '69': 0.0, '50': 0.0, '24': 0.0}}",0.01898646354675293,7,2,0,85,9,2,89,0.0,0.9770114942528736,0.0,0.9550561797752809,0
centrality-cm:betweenness:eigenvector,0,"0,82","102,4,49,55,64,65","OrderedDict([('4', 1.0), ('55', 1.0), ('102', 1.0), ('65', 1.0), ('64', 1.0), ('49', 1.0), ('83', 1.0), ('23', 0.9707766560763679), ('96', 0.9140735502121642), ('13', 0.888888888888889), ('20', 0.8470650636492223), ('27', 0.7995049504950495), ('8', 0.7941828651013341), ('78', 0.7722453082124493), ('68', 0.7439108009019353), ('19', 0.6469891038917225), ('35', 0.6143655703532913), ('10', 0.589518877528438), ('12', 0.5555555555555556), ('67', 0.5360473368984816), ('104', 0.5113122837219934), ('90', 0.4579580281995111), ('79', 0.4472610039075852), ('108', 0.4399674405114353), ('50', 0.41370064784828026), ('9', 0.4026817470384366), ('43', 0.3997555804294546), ('3', 0.39869281045751637), ('29', 0.3801785558690857), ('54', 0.3787051124799203), ('34', 0.3362891568418489), ('5', 0.32586789418551465), ('7', 0.3228976340906935), ('98', 0.3227695894008469), ('28', 0.30150674513378667), ('18', 0.29473001021021417), ('94', 0.29297170854641846), ('77', 0.2825391054694862), ('41', 0.26051867960313785), ('22', 0.2565824031736145), ('73', 0.25538614938603443), ('30', 0.24848801696191386), ('61', 0.23792033351877045), ('2', 0.2246270968884168), ('72', 0.22018619336372625), ('31', 0.20432716475532348), ('74', 0.17120347010135886), ('69', 0.155789667842426), ('111', 0.14169124890232024), ('17', 0.13189533239038193), ('70', 0.12323196605374824), ('62', 0.1014851485148515), ('16', 0.1011108452769361), ('42', 0.09592351052635105), ('40', 0.08414110565219317), ('87', 0.08168316831683171), ('56', 0.07178217821782178), ('107', 0.07037578010888328), ('11', 0.06727747532421546), ('52', 0.06201035719028017), ('81', 0.05942843653639033), ('114', 0.05109273439557105), ('36', 0.04214785373253707), ('0', 0.03960396039603962), ('92', 0.03636132093808857), ('112', 0.02475247524752476), ('100', 0.020655365231118782), ('21', 0.016613893385050704), ('60', 0.014458755661783146), ('75', 0.014144271570014147), ('97', 0.01239321913867127), ('14', 0.010321923363070301), ('113', 0.009193776520509202), ('24', 0.0), ('93', 0.0), ('44', 0.0), ('82', 0.0), ('6', 0.0), ('101', 0.0), ('103', 0.0), ('1', 0.0), ('47', 0.0), ('63', 0.0), ('26', 0.0), ('106', 0.0), ('84', 0.0), ('110', 0.0), ('88', 0.0), ('53', 0.0)])","{0: {'4': 0.10668072594950063, '104': 0.054547165614359294, '9': 0.0429583811006736, '16': 0.010786578375511181, '41': 0.027792321863468108, '23': 0.10356315840505563, '90': 0.04885529490272573, '93': 0.0, '108': 0.046936045947903654, '28': 0.03216495844954343, '69': 0.01661975486086158, '7': 0.034446954012171405, '68': 0.07936094428189289, '8': 0.08472400458566465, '73': 0.02724477981394977, '77': 0.030141476880607313, '78': 0.08238369009119996, '111': 0.015115725293590909, '21': 0.0017723822071648155, '22': 0.02737239703642865, '50': 0.04413388543823325, '24': 0.0, '114': 0.00545060999606454, '67': 0.057185919043626555}, 1: {'35': 0.10442185007974483, '101': 0.0, '6': 0.0, '14': 0.0017543859649122805, '55': 0.1699669628616997, '82': 0.0, '34': 0.057158046631730845, '36': 0.00716374269005848, '43': 0.06794524189261032, '18': 0.05009436469962785, '54': 0.06436735778841042, '92': 0.006180223285486444, '42': 0.01630382775119617, '19': 0.10996677299308877, '61': 0.040438596491228065, '31': 0.03472886762360446, '44': 0.0, '79': 0.07601959444064707, '94': 0.049795511506037816, '29': 0.06461779448621552, '30': 0.04223475355054302}, 2: {'103': 0.0, '2': 0.05034722222222223, '3': 0.08936177248677249, '100': 0.004629629629629629, '72': 0.049351851851851855, '74': 0.03837301587301588, '60': 0.00324074074074074, '5': 0.07303902116402115, '102': 0.22413690476190476, '81': 0.01332010582010582, '40': 0.018859126984126985, '11': 0.015079365079365078, '52': 0.013898809523809522, '97': 0.0027777777777777775, '98': 0.07234457671957673, '10': 0.1321329365079365, '107': 0.015773809523809523}, 3: {'0': 0.01507936507936508, '1': 0.00824175824175824, '65': 0.18089133089133086, '27': 0.14627594627594626, '17': 0.03101343101343101, '96': 0.16605616605616605, '113': 0.009829059829059829, '20': 0.1544871794871795, '87': 0.022344322344322345, '62': 0.025763125763125762, '70': 0.029517704517704513, '75': 0.010683760683760682, '56': 0.02063492063492063, '112': 0.012515262515262514}, 4: {'64': 0.6, '13': 0.5333333333333333, '47': 0.0, '106': 0.0, '26': 0.0, '12': 0.3333333333333333, '63': 0.0}, 5: {'84': 0.0, '110': 0.0, '53': 0.0, '49': 0.15000000000000002, '83': 0.15000000000000002, '88': 0.0}}",0.023868799209594727,4,3,0,85,6,2,89,0.0,0.9770114942528736,0.0,0.9550561797752809,0
centrality-cm:betweenness:louvain,0,"0,82","110,2,24,27,34,5,7,9","OrderedDict([('34', 1.0), ('27', 1.0), ('5', 1.0), ('98', 1.0), ('7', 1.0), ('2', 1.0), ('64', 1.0), ('20', 0.9468554494567009), ('19', 0.8732673660661338), ('96', 0.8025683240039512), ('70', 0.7878827790582812), ('43', 0.630882524979666), ('79', 0.6108832017210016), ('112', 0.5367138623641752), ('55', 0.5296476799147445), ('6', 0.5263157894736841), ('60', 0.5263157894736841), ('65', 0.5006914718472176), ('18', 0.5004198452433457), ('29', 0.4827200567076902), ('94', 0.47699408590434395), ('35', 0.4260766914231581), ('75', 0.3706947645702996), ('54', 0.32589322061086184), ('30', 0.28665377162612976), ('13', 0.26315789473684215), ('100', 0.26315789473684215), ('42', 0.2589868304519281), ('107', 0.25641025641025644), ('52', 0.25641025641025644), ('10', 0.25641025641025644), ('81', 0.25641025641025644), ('3', 0.2435897435897436), ('40', 0.2435897435897436), ('74', 0.24358974358974358), ('102', 0.24358974358974358), ('84', 0.23076923076923078), ('72', 0.23076923076923075), ('31', 0.2278888338026062), ('63', 0.2098781692459664), ('12', 0.1763835058504058), ('26', 0.13431306077287328), ('62', 0.13098452420151466), ('36', 0.12786692632284744), ('17', 0.12413566019097794), ('56', 0.10516957523872242), ('87', 0.08719130721106354), ('61', 0.08115144882120552), ('1', 0.07560092196246296), ('113', 0.07513994073098453), ('103', 0.05485676654593349), ('14', 0.049561024688008964), ('44', 0.0), ('82', 0.0), ('101', 0.0), ('92', 0.0), ('97', 0.0), ('78', 0.0), ('111', 0.0), ('68', 0.0), ('8', 0.0), ('108', 0.0), ('77', 0.0), ('22', 0.0), ('21', 0.0), ('9', 0.0), ('23', 0.0), ('93', 0.0), ('104', 0.0), ('16', 0.0), ('4', 0.0), ('0', 0.0), ('41', 0.0), ('47', 0.0), ('106', 0.0), ('110', 0.0), ('67', 0.0), ('49', 0.0), ('88', 0.0), ('83', 0.0), ('53', 0.0), ('114', 0.0), ('73', 0.0), ('24', 0.0), ('11', 0.0), ('50', 0.0), ('90', 0.0), ('69', 0.0), ('28', 0.0)])","{0: {'35': 0.05388557349083664, '101': 0.0, '14': 0.006267942583732057, '26': 0.016986463828569092, '55': 0.06698411237884921, '82': 0.0, '12': 0.022307078886026257, '34': 0.1264691887060308, '36': 0.01617122643438433, '43': 0.07978720110299058, '18': 0.06328769184032342, '54': 0.04121545121545121, '42': 0.0327538543328017, '19': 0.11044141530983635, '61': 0.010263157894736842, '31': 0.02882091592617909, '44': 0.0, '79': 0.07725790291579764, '94': 0.06032505506189714, '29': 0.06104921394395076, '30': 0.03625286993708046}, 1: {'1': 0.013015873015873017, '65': 0.08620181405895692, '103': 0.009444444444444446, '27': 0.17216553287981862, '17': 0.021371882086167804, '92': 0.0, '96': 0.13817460317460317, '113': 0.012936507936507939, '20': 0.16301587301587306, '87': 0.015011337868480726, '62': 0.02255102040816327, '70': 0.13564625850340137, '75': 0.06382086167800453, '56': 0.018106575963718823, '63': 0.036133786848072565, '112': 0.09240362811791385}, 2: {'3': 0.02398989898989899, '72': 0.022727272727272724, '74': 0.023989898989898988, '5': 0.09848484848484848, '102': 0.023989898989898988, '81': 0.025252525252525252, '40': 0.02398989898989899, '52': 0.025252525252525256, '84': 0.022727272727272728, '97': 0.0, '98': 0.09848484848484848, '10': 0.025252525252525256, '107': 0.025252525252525256}, 3: {'108': 0.015306122448979588, '7': 0.020408163265306117, '68': 0.015306122448979588, '8': 0.015306122448979588, '77': 0.015306122448979588, '78': 0.015306122448979588, '111': 0.015306122448979588, '21': 0.015306122448979588, '22': 0.015306122448979588}, 4: {'0': 0.0, '4': 0.0, '104': 0.0, '9': 0.0, '16': 0.0, '41': 0.0, '23': 0.0, '93': 0.0}, 5: {'2': 0.054761904761904755, '64': 0.054761904761904755, '100': 0.02142857142857143, '6': 0.033333333333333326, '13': 0.02142857142857143, '47': 0.009523809523809525, '60': 0.033333333333333326, '106': 0.009523809523809525}, 6: {'73': 0.0, '110': 0.0, '114': 0.0, '67': 0.0, '53': 0.0, '49': 0.0, '83': 0.0, '88': 0.0}, 7: {'90': 0.0, '11': 0.0, '28': 0.0, '69': 0.0, '50': 0.0, '24': 0.0}}",0.016852855682373047,6,2,0,85,8,2,89,0.0,0.9770114942528736,0.0,0.9550561797752809,0
centrality-cm:betweenness:greedy_modularity,0,"0,82","2,23,27,35,84","OrderedDict([('84', 1.0), ('35', 1.0), ('23', 1.0), ('27', 1.0), ('2', 1.0), ('64', 1.0), ('19', 0.9873104512689196), ('34', 0.9088035397964016), ('61', 0.8659522598523247), ('83', 0.8145864615030277), ('92', 0.7803693635231597), ('11', 0.7731562069530633), ('9', 0.7574960876369325), ('44', 0.7160180297104373), ('65', 0.7155322862129144), ('88', 0.6666035496144326), ('69', 0.6467106049935556), ('63', 0.6282722513089005), ('43', 0.6226507883613659), ('8', 0.6206572769953049), ('108', 0.6206572769953049), ('70', 0.6047120418848168), ('5', 0.5928019984851908), ('24', 0.555101186600582), ('79', 0.5270132466758034), ('6', 0.5263157894736841), ('60', 0.5263157894736841), ('107', 0.48303147879931435), ('18', 0.47807706473507905), ('74', 0.4739758427787449), ('52', 0.47236801892182795), ('29', 0.4632404871729985), ('55', 0.4565149742307433), ('30', 0.42989043368018054), ('3', 0.425427756443476), ('94', 0.42442279119761256), ('22', 0.4225978090766822), ('81', 0.36271266017336157), ('110', 0.33895850219913104), ('10', 0.32677912575131446), ('53', 0.31897143565825553), ('54', 0.3173706087658067), ('73', 0.3171443630935772), ('13', 0.26315789473684215), ('100', 0.26315789473684215), ('4', 0.25089201877934264), ('41', 0.25089201877934264), ('111', 0.23042253521126754), ('42', 0.2236610133819738), ('31', 0.1946408965747058), ('26', 0.18123998105828087), ('78', 0.17314553990610326), ('12', 0.1530701369766912), ('49', 0.14412169853524148), ('90', 0.13777345186051354), ('36', 0.11999508918392762), ('62', 0.1012216404886562), ('96', 0.0977312390924956), ('17', 0.09598603839441534), ('20', 0.09162303664921466), ('56', 0.08027923211169283), ('1', 0.07853403141361257), ('98', 0.07584897971838722), ('87', 0.0663176265270506), ('113', 0.05933682373472948), ('102', 0.0534501773921363), ('40', 0.0534368895916659), ('72', 0.05270606056579456), ('103', 0.04537521815008726), ('14', 0.04301033025238087), ('7', 0.028169014084507036), ('68', 0.020657276995305156), ('77', 0.020657276995305156), ('21', 0.020657276995305156), ('75', 0.01926162372625708), ('112', 0.01926162372625708), ('50', 0.0), ('67', 0.0), ('114', 0.0), ('28', 0.0), ('82', 0.0), ('101', 0.0), ('93', 0.0), ('104', 0.0), ('16', 0.0), ('0', 0.0), ('97', 0.0), ('47', 0.0), ('106', 0.0)])","{0: {'107': 0.05245526695526695, '5': 0.06437590187590186, '84': 0.10859595959595958, '98': 0.008236892736892737, '24': 0.060281746031746034, '110': 0.03680952380952381, '67': 0.0, '50': 0.0, '10': 0.03548689273689274, '40': 0.005803030303030303, '90': 0.01496164021164021, '53': 0.034639009139009136, '114': 0.0, '74': 0.05147186147186147, '52': 0.0512972582972583, '49': 0.01565103415103415, '88': 0.07239045214045216, '11': 0.08396164021164022, '83': 0.08846079846079848, '72': 0.0057236652236652245, '102': 0.005804473304473305, '3': 0.046199735449735456, '69': 0.07023015873015874, '28': 0.0, '81': 0.03938912938912939, '73': 0.034440596440596445}, 1: {'29': 0.05069811611313586, '36': 0.013132541591039616, '94': 0.04644981720080532, '31': 0.021301952329620313, '44': 0.0783626781650497, '19': 0.1080535516306267, '43': 0.06814435016016043, '79': 0.057677555207199464, '35': 0.10944232535141625, '14': 0.0047071505569529284, '112': 0.002108036890645586, '42': 0.024477981394977442, '26': 0.019835324973664893, '30': 0.04704820870828775, '101': 0.0, '61': 0.09477182896155227, '34': 0.09946157268291655, '82': 0.0, '55': 0.04996206033755441, '75': 0.002108036890645586, '54': 0.034733777421524455, '12': 0.016752351732588888, '18': 0.05232186566178661, '92': 0.08540543777697926}, 2: {'23': 0.15848214285714288, '8': 0.09836309523809522, '4': 0.039761904761904755, '22': 0.06697420634920634, '0': 0.0, '41': 0.039761904761904755, '21': 0.003273809523809523, '9': 0.12004960317460317, '78': 0.027440476190476192, '111': 0.03651785714285714, '68': 0.003273809523809523, '93': 0.0, '108': 0.09836309523809521, '77': 0.003273809523809523, '104': 0.0, '16': 0.0, '7': 0.004464285714285714}, 3: {'97': 0.0, '65': 0.1752136752136752, '56': 0.019658119658119654, '63': 0.15384615384615385, '96': 0.023931623931623926, '87': 0.016239316239316237, '17': 0.023504273504273504, '27': 0.2448717948717949, '103': 0.011111111111111112, '70': 0.14807692307692308, '113': 0.014529914529914529, '62': 0.02478632478632479, '1': 0.019230769230769232, '20': 0.022435897435897436}, 4: {'2': 0.054761904761904755, '47': 0.009523809523809525, '6': 0.033333333333333326, '60': 0.033333333333333326, '64': 0.054761904761904755, '13': 0.02142857142857143, '106': 0.009523809523809525, '100': 0.02142857142857143}}",0.03325295448303223,3,3,0,85,5,2,89,0.0,0.9770114942528736,0.0,0.9550561797752809,0
centrality-cm:betweenness:label_propagation,0,"0,82","11,2,27,30,43,67,7","OrderedDict([('11', 1.0), ('67', 1.0), ('27', 1.0), ('43', 1.0), ('30', 1.0), ('7', 1.0), ('2', 1.0), ('64', 1.0), ('20', 0.9468554494567009), ('18', 0.9380804953560371), ('96', 0.8025683240039512), ('70', 0.7878827790582812), ('5', 0.7014227925791604), ('104', 0.5887445887445888), ('34', 0.5510835913312693), ('112', 0.5367138623641752), ('6', 0.526315789473684), ('60', 0.526315789473684), ('12', 0.5170278637770898), ('65', 0.5006914718472176), ('3', 0.4271167526851723), ('84', 0.3944762170456131), ('29', 0.38461538461538464), ('94', 0.38461538461538464), ('19', 0.38461538461538464), ('35', 0.38461538461538464), ('75', 0.3706947645702996), ('26', 0.3560371517027863), ('10', 0.3226391407448738), ('114', 0.2727272727272727), ('54', 0.2724458204334365), ('61', 0.26934984520123834), ('13', 0.26315789473684204), ('100', 0.26315789473684204), ('41', 0.2380952380952381), ('16', 0.2380952380952381), ('63', 0.20987816924596644), ('24', 0.20651415818105734), ('98', 0.19912121634816574), ('90', 0.1503696470916446), ('14', 0.1486068111455108), ('62', 0.13098452420151466), ('17', 0.12413566019097794), ('56', 0.10516957523872242), ('31', 0.09907120743034052), ('87', 0.08719130721106354), ('42', 0.08359133126934985), ('1', 0.07560092196246296), ('113', 0.07513994073098453), ('52', 0.07113962895801369), ('107', 0.07113962895801368), ('74', 0.06834983958711119), ('81', 0.06311898451666899), ('103', 0.05485676654593349), ('40', 0.04603152461989121), ('102', 0.04533407727716559), ('72', 0.04324173524898871), ('97', 0.027339935834844474), ('50', 0.0), ('69', 0.0), ('28', 0.0), ('9', 0.0), ('23', 0.0), ('110', 0.0), ('4', 0.0), ('49', 0.0), ('88', 0.0), ('83', 0.0), ('93', 0.0), ('53', 0.0), ('0', 0.0), ('73', 0.0), ('92', 0.0), ('36', 0.0), ('82', 0.0), ('55', 0.0), ('44', 0.0), ('79', 0.0), ('101', 0.0), ('78', 0.0), ('111', 0.0), ('68', 0.0), ('8', 0.0), ('108', 0.0), ('77', 0.0), ('22', 0.0), ('21', 0.0), ('47', 0.0), ('106', 0.0)])","{0: {'5': 0.156504824151883, '84': 0.08801742919389978, '24': 0.046078431372549015, '50': 0.0, '90': 0.03355119825708061, '40': 0.010270774976657331, '102': 0.010115157173980706, '69': 0.0, '81': 0.01408341114223467, '107': 0.015873015873015872, '97': 0.006100217864923748, '98': 0.04442888266417678, '10': 0.07198879551820729, '74': 0.01525054466230937, '52': 0.015873015873015876, '11': 0.22312480547774663, '72': 0.009648303765950826, '3': 0.09530034235916589, '28': 0.0}, 1: {'9': 0.0, '23': 0.0, '53': 0.0, '110': 0.0, '67': 0.3666666666666667, '49': 0.0, '88': 0.0, '83': 0.0, '93': 0.0, '104': 0.2158730158730159, '16': 0.08730158730158731, '4': 0.0, '73': 0.0, '0': 0.0, '114': 0.1, '41': 0.08730158730158731}, 2: {'65': 0.08620181405895692, '56': 0.018106575963718823, '63': 0.03613378684807257, '96': 0.13817460317460317, '87': 0.015011337868480726, '17': 0.021371882086167804, '75': 0.06382086167800453, '27': 0.17216553287981862, '103': 0.009444444444444446, '70': 0.13564625850340137, '113': 0.012936507936507939, '62': 0.02255102040816327, '112': 0.09240362811791385, '1': 0.013015873015873017, '20': 0.16301587301587306, '92': 0.0}, 3: {'34': 0.07037037037037037, '36': 0.0044444444444444444, '31': 0.016296296296296295, '43': 0.12407407407407409, '54': 0.03703703703703704, '12': 0.0662962962962963, '14': 0.02222222222222222, '42': 0.014444444444444446, '26': 0.04703703703703704, '61': 0.03666666666666667, '18': 0.11666666666666667}, 4: {'82': 0.0, '29': 0.046296296296296294, '94': 0.046296296296296294, '55': 0.0, '44': 0.0, '19': 0.046296296296296294, '79': 0.0, '35': 0.046296296296296294, '30': 0.12037037037037035, '101': 0.0}, 5: {'78': 0.015306122448979588, '111': 0.015306122448979588, '68': 0.015306122448979588, '8': 0.015306122448979588, '108': 0.015306122448979588, '77': 0.015306122448979588, '22': 0.015306122448979588, '7': 0.020408163265306117, '21': 0.015306122448979588}, 6: {'2': 0.05476190476190477, '6': 0.033333333333333326, '47': 0.009523809523809525, '60': 0.033333333333333326, '64': 0.05476190476190477, '13': 0.02142857142857143, '106': 0.009523809523809525, '100': 0.02142857142857143}}",0.016567707061767578,5,3,0,85,7,2,89,0.0,0.9770114942528736,0.0,0.9550561797752809,0
centrality-cm:betweenness:infomap,0,"0,82","110,112,2,24,30,43,52,7,70,9","OrderedDict([('70', 1.0), ('52', 1.0), ('3', 1.0), ('43', 1.0), ('30', 1.0), ('7', 1.0), ('2', 1.0), ('64', 1.0), ('112', 1.0), ('27', 0.9520426287744226), ('18', 0.9380804953560371), ('34', 0.5510835913312693), ('6', 0.5263157894736841), ('60', 0.5263157894736841), ('12', 0.5170278637770898), ('5', 0.5), ('84', 0.5), ('107', 0.5), ('98', 0.5), ('74', 0.5), ('10', 0.5), ('40', 0.5), ('81', 0.5), ('29', 0.38461538461538464), ('94', 0.38461538461538464), ('19', 0.38461538461538464), ('35', 0.38461538461538464), ('26', 0.3560371517027863), ('54', 0.2724458204334365), ('61', 0.26934984520123834), ('13', 0.26315789473684215), ('100', 0.26315789473684215), ('65', 0.230905861456483), ('14', 0.1486068111455108), ('62', 0.11722912966252219), ('96', 0.11012433392539955), ('17', 0.10657193605683833), ('31', 0.09907120743034052), ('20', 0.09769094138543512), ('42', 0.08359133126934985), ('56', 0.07460035523978682), ('87', 0.04618117229129662), ('113', 0.031971580817051495), ('103', 0.0035523978685612907), ('1', 0.0), ('72', 0.0), ('102', 0.0), ('36', 0.0), ('82', 0.0), ('55', 0.0), ('44', 0.0), ('79', 0.0), ('101', 0.0), ('78', 0.0), ('111', 0.0), ('68', 0.0), ('8', 0.0), ('108', 0.0), ('77', 0.0), ('22', 0.0), ('21', 0.0), ('9', 0.0), ('23', 0.0), ('93', 0.0), ('104', 0.0), ('16', 0.0), ('4', 0.0), ('0', 0.0), ('41', 0.0), ('47', 0.0), ('106', 0.0), ('110', 0.0), ('67', 0.0), ('49', 0.0), ('88', 0.0), ('83', 0.0), ('53', 0.0), ('114', 0.0), ('73', 0.0), ('24', 0.0), ('11', 0.0), ('50', 0.0), ('90', 0.0), ('69', 0.0), ('28', 0.0), ('97', 0.0), ('63', 0.0), ('75', 0.0), ('92', 0.0)])","{0: {'1': 0.01515151515151515, '65': 0.054545454545454536, '103': 0.01575757575757576, '27': 0.17757575757575758, '17': 0.03333333333333333, '96': 0.03393939393939393, '113': 0.020606060606060603, '20': 0.031818181818181815, '87': 0.02303030303030303, '62': 0.035151515151515156, '70': 0.1857575757575758, '56': 0.027878787878787874}, 1: {'3': 0.027272727272727275, '72': 0.027272727272727268, '74': 0.02727272727272727, '5': 0.02727272727272727, '102': 0.027272727272727268, '81': 0.02727272727272727, '40': 0.02727272727272727, '52': 0.027272727272727275, '84': 0.02727272727272727, '98': 0.02727272727272727, '10': 0.02727272727272727, '107': 0.02727272727272727}, 2: {'14': 0.02222222222222222, '26': 0.04703703703703704, '12': 0.0662962962962963, '34': 0.07037037037037037, '36': 0.0044444444444444444, '43': 0.12407407407407409, '18': 0.11666666666666667, '54': 0.03703703703703704, '42': 0.014444444444444446, '61': 0.03666666666666667, '31': 0.016296296296296295}, 3: {'35': 0.046296296296296294, '101': 0.0, '55': 0.0, '82': 0.0, '19': 0.046296296296296294, '44': 0.0, '79': 0.0, '94': 0.046296296296296294, '29': 0.046296296296296294, '30': 0.12037037037037035}, 4: {'108': 0.015306122448979588, '7': 0.020408163265306117, '68': 0.015306122448979588, '8': 0.015306122448979588, '77': 0.015306122448979588, '78': 0.015306122448979588, '111': 0.015306122448979588, '21': 0.015306122448979588, '22': 0.015306122448979588}, 5: {'0': 0.0, '4': 0.0, '104': 0.0, '9': 0.0, '16': 0.0, '41': 0.0, '23': 0.0, '93': 0.0}, 6: {'2': 0.054761904761904755, '64': 0.054761904761904755, '100': 0.02142857142857143, '6': 0.033333333333333326, '13': 0.02142857142857143, '47': 0.009523809523809525, '60': 0.033333333333333326, '106': 0.009523809523809525}, 7: {'73': 0.0, '110': 0.0, '114': 0.0, '67': 0.0, '53': 0.0, '49': 0.0, '83': 0.0, '88': 0.0}, 8: {'90': 0.0, '11': 0.0, '28': 0.0, '69': 0.0, '50': 0.0, '24': 0.0}, 9: {'97': 0.0, '92': 0.0, '75': 0.0, '63': 0.0, '112': 0.6666666666666666}}",0.05377984046936035,8,2,0,85,10,2,89,0.0,0.9770114942528736,0.0,0.9550561797752809,0
