type,sources,avg_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
centrality-cm:betweenness:infomap,10,11.0,4,1165,122,26,1221,0.13333333333333333,0.9781696053736356,0.031746031746031744,0.9574119574119574,0.05128205128205127
centrality-cm:betweenness:paris,10,10.666666666666666,4,1165,47,26,1221,0.13333333333333333,0.9781696053736356,0.0784313725490196,0.9574119574119574,0.09876543209876543
centrality-cm:betweenness:surprise_communities,10,9.666666666666666,3,1164,191,27,1221,0.1,0.9773299748110831,0.015463917525773196,0.9557739557739557,0.026785714285714288
centrality-cm:betweenness:walktrap,10,12.333333333333334,1,1162,110,29,1221,0.03333333333333333,0.9756507136859782,0.009009009009009009,0.9524979524979525,0.014184397163120567
unbiased-cm:betweenness:louvain,10,15.0,4,1165,49,26,1221,0.13333333333333333,0.9781696053736356,0.07547169811320754,0.9574119574119574,0.09638554216867469
unbiased-cm:betweenness:leiden,10,13.0,8,1169,43,22,1221,0.26666666666666666,0.9815281276238456,0.1568627450980392,0.963963963963964,0.19753086419753085
unbiased-cm:betweenness:label_propagation,10,8.666666666666666,11,1172,147,19,1221,0.36666666666666664,0.984047019311503,0.06962025316455696,0.9688779688779688,0.11702127659574468
unbiased-cm:betweenness:greedy_modularity,10,16.333333333333332,2,1163,43,28,1221,0.06666666666666667,0.9764903442485307,0.044444444444444446,0.9541359541359541,0.053333333333333344
unbiased-cm:betweenness:eigenvector,10,13.0,8,1169,39,22,1221,0.26666666666666666,0.9815281276238456,0.1702127659574468,0.963963963963964,0.20779220779220778
unbiased-cm:betweenness:infomap,10,11.666666666666666,4,1165,122,26,1221,0.13333333333333333,0.9781696053736356,0.031746031746031744,0.9574119574119574,0.05128205128205127
unbiased-cm:betweenness:paris,10,10.333333333333334,3,1164,48,27,1221,0.1,0.9773299748110831,0.058823529411764705,0.9557739557739557,0.07407407407407408
unbiased-cm:betweenness:surprise_communities,10,8.333333333333334,7,1168,187,23,1221,0.23333333333333334,0.980688497061293,0.03608247422680412,0.9623259623259623,0.0625
unbiased-cm:betweenness:walktrap,10,14.333333333333334,2,1163,109,28,1221,0.06666666666666667,0.9764903442485307,0.018018018018018018,0.9541359541359541,0.028368794326241134
rumor:louvain,10,13.666666666666666,2,1163,48,28,1221,0.06666666666666667,0.9764903442485307,0.04,0.9541359541359541,0.05
rumor:leiden,10,13.333333333333334,2,1163,49,28,1221,0.06666666666666667,0.9764903442485307,0.0392156862745098,0.9541359541359541,0.04938271604938271
rumor:label_propagation,10,8.666666666666666,8,1169,150,22,1221,0.26666666666666666,0.9815281276238456,0.05063291139240506,0.963963963963964,0.0851063829787234
rumor:greedy_modularity,10,13.333333333333334,3,1164,42,27,1221,0.1,0.9773299748110831,0.06666666666666667,0.9557739557739557,0.08
rumor:eigenvector,10,13.0,7,1168,40,23,1221,0.23333333333333334,0.980688497061293,0.14893617021276595,0.9623259623259623,0.18181818181818182
rumor:infomap,10,9.666666666666666,3,1164,123,27,1221,0.1,0.9773299748110831,0.023809523809523808,0.9557739557739557,0.038461538461538464
rumor:paris,10,11.0,3,1164,48,27,1221,0.1,0.9773299748110831,0.058823529411764705,0.9557739557739557,0.07407407407407408
rumor:surprise_communities,10,9.666666666666666,2,1163,190,28,1221,0.06666666666666667,0.9764903442485307,0.010416666666666666,0.9541359541359541,0.018018018018018014
rumor:walktrap,10,11.0,2,1163,109,28,1221,0.06666666666666667,0.9764903442485307,0.018018018018018018,0.9541359541359541,0.028368794326241134
jordan:louvain,10,14.0,5,1166,46,25,1221,0.16666666666666666,0.979009235936188,0.09803921568627451,0.959049959049959,0.12345679012345677
jordan:leiden,10,14.666666666666666,3,1164,46,27,1221,0.1,0.9773299748110831,0.061224489795918366,0.9557739557739557,0.07594936708860761
jordan:label_propagation,10,10.666666666666666,6,1167,151,24,1221,0.2,0.9798488664987406,0.03821656050955414,0.9606879606879607,0.0641711229946524
jordan:greedy_modularity,10,13.666666666666666,3,1164,42,27,1221,0.1,0.9773299748110831,0.06666666666666667,0.9557739557739557,0.08
jordan:eigenvector,10,11.666666666666666,10,1171,37,20,1221,0.3333333333333333,0.9832073887489504,0.2127659574468085,0.9672399672399672,0.2597402597402597
jordan:infomap,10,13.333333333333334,2,1163,124,28,1221,0.06666666666666667,0.9764903442485307,0.015873015873015872,0.9541359541359541,0.025641025641025637
jordan:markov_clustering,10,11.666666666666666,2,1163,241,28,1221,0.06666666666666667,0.9764903442485307,0.00823045267489712,0.9541359541359541,0.014652014652014652
jordan:paris,10,147.66666666666666,4,1165,47,26,1221,0.13333333333333333,0.9781696053736356,0.0784313725490196,0.9574119574119574,0.09876543209876543
jordan:surprise_communities,10,12.0,1,1162,195,29,1221,0.03333333333333333,0.9756507136859782,0.00510204081632653,0.9524979524979525,0.008849557522123894
jordan:walktrap,10,14.666666666666666,2,1163,108,28,1221,0.06666666666666667,0.9764903442485307,0.01818181818181818,0.9541359541359541,0.028571428571428574
netsleuth:louvain,10,16.333333333333332,1,1162,48,29,1221,0.03333333333333333,0.9756507136859782,0.02040816326530612,0.9524979524979525,0.025316455696202528
netsleuth:leiden,10,15.333333333333334,1,1162,48,29,1221,0.03333333333333333,0.9756507136859782,0.02040816326530612,0.9524979524979525,0.025316455696202528
netsleuth:label_propagation,10,13.333333333333334,1,1162,157,29,1221,0.03333333333333333,0.9756507136859782,0.006329113924050633,0.9524979524979525,0.010638297872340425
netsleuth:greedy_modularity,10,17.666666666666668,0,1161,45,30,1221,0.0,0.9748110831234257,0.0,0.9508599508599509,0
netsleuth:eigenvector,10,19.0,1,1162,46,29,1221,0.03333333333333333,0.9756507136859782,0.02127659574468085,0.9524979524979525,0.025974025974025972
netsleuth:infomap,10,12.333333333333334,2,1163,124,28,1221,0.06666666666666667,0.9764903442485307,0.015873015873015872,0.9541359541359541,0.025641025641025637
netsleuth:paris,10,11.666666666666666,1,1162,50,29,1221,0.03333333333333333,0.9756507136859782,0.0196078431372549,0.9524979524979525,0.024691358024691357
netsleuth:surprise_communities,10,11.666666666666666,2,1163,196,28,1221,0.06666666666666667,0.9764903442485307,0.010101010101010102,0.9541359541359541,0.01754385964912281
netsleuth:walktrap,10,14.666666666666666,1,1162,110,29,1221,0.03333333333333333,0.9756507136859782,0.009009009009009009,0.9524979524979525,0.014184397163120567
unbiased-cm:betweenness:spectral,10,0.0,1,351,2,9,370,0.1,0.975,0.3333333333333333,0.9513513513513514,0.15384615384615383
centrality:betweenness,100,42.666666666666664,228,2200,72,72,2572,0.76,0.9683098591549296,0.76,0.9440124416796267,0.76
unbiased:betweenness,100,47.0,216,2188,84,84,2572,0.72,0.9630281690140845,0.72,0.9346811819595645,0.72
centrality-cm:betweenness:louvain,100,0.0,14,1986,54,286,2572,0.04666666666666667,0.8741197183098591,0.20588235294117646,0.7776049766718507,0.07608695652173912
centrality-cm:betweenness:leiden,100,0.0,14,1986,51,286,2572,0.04666666666666667,0.8741197183098591,0.2153846153846154,0.7776049766718507,0.07671232876712328
centrality-cm:betweenness:label_propagation,100,0.0,30,2002,108,270,2572,0.1,0.8811619718309859,0.21739130434782608,0.7900466562986003,0.136986301369863
centrality-cm:betweenness:greedy_modularity,100,0.0,11,1983,16,289,2572,0.03666666666666667,0.8727992957746479,0.4074074074074074,0.7752721617418351,0.0672782874617737
centrality-cm:betweenness:eigenvector,100,0.0,18,1990,27,282,2572,0.06,0.8758802816901409,0.4,0.7807153965785381,0.10434782608695652
centrality-cm:betweenness:infomap,100,0.0,22,1994,147,278,2572,0.07333333333333333,0.8776408450704225,0.1301775147928994,0.7838258164852255,0.09381663113006397
centrality-cm:betweenness:paris,100,0.0,18,1990,45,282,2572,0.06,0.8758802816901409,0.2857142857142857,0.7807153965785381,0.09917355371900825
centrality-cm:betweenness:surprise_communities,100,0.0,29,2001,201,271,2572,0.09666666666666666,0.8807218309859155,0.12608695652173912,0.7892690513219285,0.10943396226415093
centrality-cm:betweenness:walktrap,100,0.0,10,1982,94,290,2572,0.03333333333333333,0.8723591549295775,0.09615384615384616,0.7744945567651633,0.04950495049504951
unbiased-cm:betweenness:louvain,100,0.0,16,1988,46,284,2572,0.05333333333333334,0.875,0.25806451612903225,0.7791601866251944,0.08839779005524862
unbiased-cm:betweenness:leiden,100,0.0,15,1987,50,285,2572,0.05,0.8745598591549296,0.23076923076923078,0.7783825816485226,0.08219178082191782
unbiased-cm:betweenness:label_propagation,100,0.0,25,1997,113,275,2572,0.08333333333333333,0.8789612676056338,0.18115942028985507,0.786158631415241,0.1141552511415525
unbiased-cm:betweenness:greedy_modularity,100,0.0,9,1981,18,291,2572,0.03,0.871919014084507,0.3333333333333333,0.7737169517884914,0.055045871559633024
unbiased-cm:betweenness:eigenvector,100,0.0,20,1992,25,280,2572,0.06666666666666667,0.8767605633802817,0.4444444444444444,0.7822706065318819,0.11594202898550725
unbiased-cm:betweenness:infomap,100,0.0,20,1992,149,280,2572,0.06666666666666667,0.8767605633802817,0.11834319526627218,0.7822706065318819,0.08528784648187633
unbiased-cm:betweenness:paris,100,0.0,12,1984,51,288,2572,0.04,0.8732394366197183,0.19047619047619047,0.776049766718507,0.06611570247933884
unbiased-cm:betweenness:surprise_communities,100,0.0,31,2003,205,269,2572,0.10333333333333333,0.8816021126760564,0.13135593220338984,0.7908242612752722,0.11567164179104479
unbiased-cm:betweenness:walktrap,100,0.0,10,1982,94,290,2572,0.03333333333333333,0.8723591549295775,0.09615384615384616,0.7744945567651633,0.04950495049504951
rumor:louvain,100,0.0,11,1983,52,289,2572,0.03666666666666667,0.8727992957746479,0.1746031746031746,0.7752721617418351,0.0606060606060606
rumor:leiden,100,0.0,18,1990,43,282,2572,0.06,0.8758802816901409,0.29508196721311475,0.7807153965785381,0.09972299168975068
rumor:label_propagation,100,0.0,25,1997,113,275,2572,0.08333333333333333,0.8789612676056338,0.18115942028985507,0.786158631415241,0.1141552511415525
rumor:greedy_modularity,100,0.0,7,1979,20,293,2572,0.023333333333333334,0.8710387323943662,0.25925925925925924,0.7721617418351477,0.04281345565749236
rumor:eigenvector,100,0.0,15,1987,30,285,2572,0.05,0.8745598591549296,0.3333333333333333,0.7783825816485226,0.08695652173913045
rumor:infomap,100,0.0,25,1997,144,275,2572,0.08333333333333333,0.8789612676056338,0.14792899408284024,0.786158631415241,0.10660980810234541
rumor:paris,100,0.0,4,1976,59,296,2572,0.013333333333333334,0.8697183098591549,0.06349206349206349,0.7698289269051322,0.02203856749311295
rumor:surprise_communities,100,0.0,34,2006,204,266,2572,0.11333333333333333,0.8829225352112676,0.14285714285714285,0.7931570762052877,0.12639405204460966
rumor:walktrap,100,0.0,14,1986,90,286,2572,0.04666666666666667,0.8741197183098591,0.1346153846153846,0.7776049766718507,0.06930693069306931
jordan:louvain,100,1416.6666666666667,5,1977,60,295,2572,0.016666666666666666,0.8701584507042254,0.07692307692307693,0.7706065318818041,0.0273972602739726
jordan:leiden,100,1714.6666666666667,8,1980,55,292,2572,0.02666666666666667,0.8714788732394366,0.12698412698412698,0.7729393468118196,0.0440771349862259
jordan:label_propagation,100,8282.666666666666,23,1995,115,277,2572,0.07666666666666666,0.878080985915493,0.16666666666666666,0.7846034214618973,0.1050228310502283
jordan:greedy_modularity,100,857.3333333333334,11,1983,16,289,2572,0.03666666666666667,0.8727992957746479,0.4074074074074074,0.7752721617418351,0.0672782874617737
jordan:eigenvector,100,566.6666666666666,15,1987,30,285,2572,0.05,0.8745598591549296,0.3333333333333333,0.7783825816485226,0.08695652173913045
jordan:infomap,100,8275.333333333334,11,1983,158,289,2572,0.03666666666666667,0.8727992957746479,0.0650887573964497,0.7752721617418351,0.046908315565031986
jordan:markov_clustering,100,79.33333333333333,85,2057,701,215,2572,0.2833333333333333,0.9053697183098591,0.10814249363867684,0.8328149300155521,0.15653775322283608
jordan:paris,100,4838.666666666667,6,1978,57,294,2572,0.02,0.8705985915492958,0.09523809523809523,0.7713841368584758,0.03305785123966942
jordan:surprise_communities,100,12823.333333333334,8,1980,229,292,2572,0.02666666666666667,0.8714788732394366,0.03375527426160337,0.7729393468118196,0.029795158286778402
jordan:walktrap,100,3414.6666666666665,5,1977,99,295,2572,0.016666666666666666,0.8701584507042254,0.04807692307692308,0.7706065318818041,0.024752475247524754
netsleuth:louvain,100,0.0,5,1977,58,295,2572,0.016666666666666666,0.8701584507042254,0.07936507936507936,0.7706065318818041,0.027548209366391185
netsleuth:leiden,100,0.0,8,1980,52,292,2572,0.02666666666666667,0.8714788732394366,0.13333333333333333,0.7729393468118196,0.044444444444444446
netsleuth:label_propagation,100,0.0,12,1984,126,288,2572,0.04,0.8732394366197183,0.08695652173913043,0.776049766718507,0.0547945205479452
netsleuth:greedy_modularity,100,0.0,3,1975,24,297,2572,0.01,0.8692781690140845,0.1111111111111111,0.7690513219284604,0.01834862385321101
netsleuth:eigenvector,100,0.0,6,1978,39,294,2572,0.02,0.8705985915492958,0.13333333333333333,0.7713841368584758,0.034782608695652174
netsleuth:infomap,100,0.0,17,1989,152,283,2572,0.056666666666666664,0.8754401408450704,0.10059171597633136,0.7799377916018663,0.07249466950959488
netsleuth:paris,100,0.0,8,1980,55,292,2572,0.02666666666666667,0.8714788732394366,0.12698412698412698,0.7729393468118196,0.0440771349862259
netsleuth:surprise_communities,100,0.0,37,2009,204,263,2572,0.12333333333333334,0.8842429577464789,0.15352697095435686,0.7954898911353032,0.13678373382624767
netsleuth:walktrap,100,0.0,1,1973,103,299,2572,0.0033333333333333335,0.8683978873239436,0.009615384615384616,0.7674961119751167,0.004950495049504951
rumor:spectral,100,0.0,2,652,0,98,850,0.02,0.8693333333333333,1.0,0.7694117647058824,0.0392156862745098
