type,sources,avg_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
rumor:spectral,4,0.0,6,43,0,6,61,0.5,0.8775510204081632,1.0,0.8032786885245902,0.6666666666666666
jordan:louvain,4,31.666666666666668,3,40,6,9,61,0.25,0.8163265306122449,0.3333333333333333,0.7049180327868853,0.28571428571428575
jordan:leiden,4,31.666666666666668,3,40,6,9,61,0.25,0.8163265306122449,0.3333333333333333,0.7049180327868853,0.28571428571428575
jordan:label_propagation,4,11.333333333333334,1,38,3,11,61,0.08333333333333333,0.7755102040816326,0.25,0.639344262295082,0.125
jordan:greedy_modularity,4,31.666666666666668,3,40,6,9,61,0.25,0.8163265306122449,0.3333333333333333,0.7049180327868853,0.28571428571428575
jordan:eigenvector,4,31.666666666666668,2,39,6,10,61,0.16666666666666666,0.7959183673469388,0.25,0.6721311475409836,0.2
jordan:infomap,4,26.333333333333332,1,38,5,11,61,0.08333333333333333,0.7755102040816326,0.16666666666666666,0.639344262295082,0.1111111111111111
jordan:markov_clustering,4,5.333333333333333,4,41,1,8,61,0.3333333333333333,0.8367346938775511,0.8,0.7377049180327869,0.47058823529411764
jordan:surprise_communities,4,17.0,8,45,6,4,61,0.6666666666666666,0.9183673469387755,0.5714285714285714,0.8688524590163934,0.6153846153846153
jordan:walktrap,4,16.666666666666668,4,41,4,8,61,0.3333333333333333,0.8367346938775511,0.5,0.7377049180327869,0.4
jordan:spectral,4,31.666666666666668,0,37,6,12,61,0.0,0.7551020408163265,0.0,0.6065573770491803,0
netsleuth:louvain,4,0.0,0,37,9,12,61,0.0,0.7551020408163265,0.0,0.6065573770491803,0
netsleuth:leiden,4,0.0,0,37,9,12,61,0.0,0.7551020408163265,0.0,0.6065573770491803,0
netsleuth:label_propagation,4,0.0,1,38,3,11,61,0.08333333333333333,0.7755102040816326,0.25,0.639344262295082,0.125
netsleuth:greedy_modularity,4,0.0,0,37,9,12,61,0.0,0.7551020408163265,0.0,0.6065573770491803,0
netsleuth:eigenvector,4,0.0,0,37,8,12,61,0.0,0.7551020408163265,0.0,0.6065573770491803,0
netsleuth:infomap,4,0.0,0,37,6,12,61,0.0,0.7551020408163265,0.0,0.6065573770491803,0
netsleuth:markov_clustering,4,0.0,1,38,4,11,61,0.08333333333333333,0.7755102040816326,0.2,0.639344262295082,0.11764705882352941
netsleuth:paris,4,0.0,4,41,3,8,61,0.3333333333333333,0.8367346938775511,0.5714285714285714,0.7377049180327869,0.4210526315789474
netsleuth:surprise_communities,4,4.0,0,37,19,12,61,0.0,0.7551020408163265,0.0,0.6065573770491803,0
netsleuth:walktrap,4,1.3333333333333333,0,37,9,12,61,0.0,0.7551020408163265,0.0,0.6065573770491803,0
netsleuth:spectral,4,0.0,1,38,5,11,61,0.08333333333333333,0.7755102040816326,0.16666666666666666,0.639344262295082,0.1111111111111111
jordan:paris,4,17.0,2,20,2,6,34,0.25,0.7692307692307693,0.5,0.6470588235294118,0.3333333333333333
