type,experiment,sources,detected,normalized,per_community,infection_probability,time,nr_of_empty_communities,error_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
rumor:greedy_modularity,6-15,"0,2,32,33","0,24,33","OrderedDict([(0, 1.0), (33, 1.0), (2, 0.06249999999999999), (3, 0.06249999999999999), (15, 0.047619047619047616), (23, 0.047619047619047616), (29, 0.047619047619047616), (18, 0.047619047619047616), (12, 0.0), (5, 0.0), (8, 0.0), (6, 0.0), (27, 0.0), (26, 0.0), (24, 0.0), (31, 0.0)])","{0: {0: 0.14285714285714285, 2: 0.03571428571428571, 3: 0.03571428571428571, 5: 0.02857142857142857, 6: 0.02857142857142857, 8: 0.02857142857142857, 12: 0.02857142857142857}, 1: {33: 0.14285714285714285, 18: 0.023809523809523808, 23: 0.023809523809523808, 26: 0.017857142857142856, 27: 0.017857142857142856, 29: 0.023809523809523808, 15: 0.023809523809523808}, 2: {24: 0.5, 31: 0.5}}",{},0.0015723705291748047,1,0,2,10,1,2,16,0.5,0.8333333333333334,0.6666666666666666,0.75,0.5714285714285715
rumor:label_propagation,6-15,"0,2,32,33",33,"OrderedDict([(33, 1.0), (31, 0.8316970546984572), (8, 0.41093969144460024), (0, 0.18653576437587657), (27, 0.14796633941093967), (2, 0.14726507713884993), (15, 0.05750350631136045), (18, 0.05750350631136045), (26, 0.029021469414176285), (23, 0.026998597475455816), (3, 0.008032640571209997), (24, 0.004908835904628332), (12, 0.004207573632538569), (6, 0.004207573632538569), (5, 0.004207573632538569), (29, 0.0)])","{0: {0: 0.00017361111111111112, 33: 0.0008928571428571428, 2: 0.0001388888888888889, 3: 1.5782828282828283e-05, 5: 1.240079365079365e-05, 6: 1.240079365079365e-05, 8: 0.0003720238095238095, 12: 1.240079365079365e-05, 15: 5.9523809523809524e-05, 18: 5.9523809523809524e-05, 23: 3.255208333333333e-05, 24: 1.3020833333333334e-05, 26: 3.434065934065934e-05, 27: 0.00013950892857142856, 29: 8.680555555555556e-06, 31: 0.000744047619047619}}",{},0.003624439239501953,0,0,1,9,0,3,16,0.25,0.75,1.0,0.625,0.4
rumor:infomap,6-15,"0,2,32,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (31, 0.13580246913580246), (18, 0.09259259259259259), (27, 0.09259259259259259), (23, 0.09259259259259259), (15, 0.09259259259259259), (2, 0.06249999999999999), (3, 0.06249999999999999), (26, 0.04938271604938271), (29, 0.04938271604938271), (24, 0.0), (6, 0.0), (12, 0.0), (8, 0.0), (5, 0.0)])","{0: {15: 0.006944444444444444, 18: 0.006944444444444444, 23: 0.006944444444444444, 24: 0.001984126984126984, 26: 0.004629629629629629, 27: 0.006944444444444444, 29: 0.004629629629629629, 31: 0.009259259259259259, 33: 0.05555555555555555}, 1: {0: 0.14285714285714285, 2: 0.03571428571428571, 3: 0.03571428571428571, 5: 0.02857142857142857, 6: 0.02857142857142857, 8: 0.02857142857142857, 12: 0.02857142857142857}}",{},0.001893758773803711,0,0,2,10,0,2,16,0.5,0.8333333333333334,1.0,0.75,0.6666666666666666
rumor:surprise_communities,6-15,"0,2,32,33","0,6,15,18,24,33","OrderedDict([(0, 1.0), (33, 1.0), (23, 0.3333333333333333), (29, 0.3333333333333333), (3, 0.25), (2, 0.25), (8, 0.0), (12, 0.0), (26, 0.0), (27, 0.0), (6, 0.0), (5, 0.0), (24, 0.0), (31, 0.0), (15, 0.0), (18, 0.0)])","{0: {0: 0.2, 2: 0.1, 3: 0.1, 8: 0.06666666666666667, 12: 0.06666666666666667}, 1: {23: 0.1, 26: 0.05, 27: 0.05, 29: 0.1, 33: 0.2}, 2: {5: 0.5, 6: 0.5}, 3: {24: 0.5, 31: 0.5}, 4: {15: 1.0}, 5: {18: 1.0}}",{},0.0012378692626953125,4,18,2,10,4,2,16,0.5,0.8333333333333334,0.3333333333333333,0.75,0.4
rumor:walktrap,6-15,"0,2,32,33","0,24,33","OrderedDict([(0, 1.0), (33, 1.0), (24, 1.0), (29, 0.19999999999999998), (2, 0.06249999999999999), (3, 0.06249999999999999), (15, 0.04000000000000001), (18, 0.04000000000000001), (8, 0.0), (5, 0.0), (12, 0.0), (6, 0.0), (26, 0.0), (23, 0.0), (27, 0.0), (31, 0.0)])","{0: {0: 0.14285714285714285, 2: 0.03571428571428571, 3: 0.03571428571428571, 5: 0.02857142857142857, 6: 0.02857142857142857, 8: 0.02857142857142857, 12: 0.02857142857142857}, 1: {15: 0.03333333333333333, 18: 0.03333333333333333, 23: 0.027777777777777776, 26: 0.027777777777777776, 29: 0.05555555555555555, 33: 0.16666666666666666}, 2: {24: 0.3333333333333333, 27: 0.16666666666666666, 31: 0.16666666666666666}}",{},0.001470327377319336,1,0,2,10,1,2,16,0.5,0.8333333333333334,0.6666666666666666,0.75,0.5714285714285715
rumor:df_node_similarity,6-15,"0,2,32,33","0,33","OrderedDict([(33, 1.0), (0, 1.0), (31, 0.13580246913580246), (27, 0.09259259259259259), (18, 0.09259259259259259), (15, 0.09259259259259259), (23, 0.09259259259259259), (3, 0.06249999999999999), (2, 0.06249999999999999), (26, 0.04938271604938271), (29, 0.04938271604938271), (24, 0.0), (6, 0.0), (12, 0.0), (5, 0.0), (8, 0.0)])","{0: {33: 0.05555555555555555, 15: 0.006944444444444444, 18: 0.006944444444444444, 23: 0.006944444444444444, 24: 0.001984126984126984, 26: 0.004629629629629629, 27: 0.006944444444444444, 29: 0.004629629629629629, 31: 0.009259259259259259}, 1: {0: 0.14285714285714285, 2: 0.03571428571428571, 3: 0.03571428571428571, 5: 0.02857142857142857, 6: 0.02857142857142857, 8: 0.02857142857142857, 12: 0.02857142857142857}}",{},0.0018465518951416016,0,0,2,10,0,2,16,0.5,0.8333333333333334,1.0,0.75,0.6666666666666666
jordan:leiden,6-15,"0,2,32,33","8,15,24","OrderedDict([(8, 1.0), (15, 1.0), (18, 1.0), (26, 1.0), (24, 1.0), (29, 0.9285714285714286), (23, 0.8571428571428571), (3, 0.7), (12, 0.7), (5, 0.6), (6, 0.6), (2, 0.5), (27, 0.2), (0, 0.0), (33, 0.0), (31, 0.0)])","{0: {0: 8, 2: 13, 3: 15, 5: 14, 6: 14, 8: 18, 12: 15}, 1: {15: 16, 18: 16, 23: 14, 26: 16, 29: 15, 33: 2}, 2: {24: 7, 27: 3, 31: 2}}",{},0.0007183551788330078,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
jordan:eigenvector,6-15,"0,2,32,33","8,15,24","OrderedDict([(8, 1.0), (15, 1.0), (18, 1.0), (26, 1.0), (24, 1.0), (29, 0.9285714285714286), (23, 0.8571428571428571), (3, 0.7), (12, 0.7), (5, 0.6), (6, 0.6), (2, 0.5), (27, 0.2), (0, 0.0), (33, 0.0), (31, 0.0)])","{0: {0: 8, 2: 13, 3: 15, 5: 14, 6: 14, 8: 18, 12: 15}, 1: {15: 16, 18: 16, 23: 14, 26: 16, 29: 15, 33: 2}, 2: {24: 7, 27: 3, 31: 2}}",{},0.0007112026214599609,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
jordan:louvain,6-15,"0,2,32,33","8,15,24","OrderedDict([(8, 1.0), (15, 1.0), (18, 1.0), (26, 1.0), (24, 1.0), (29, 0.9285714285714286), (23, 0.8571428571428571), (3, 0.7), (12, 0.7), (5, 0.6), (6, 0.6), (2, 0.5), (27, 0.2), (0, 0.0), (33, 0.0), (31, 0.0)])","{0: {0: 8, 2: 13, 3: 15, 5: 14, 6: 14, 8: 18, 12: 15}, 1: {15: 16, 18: 16, 23: 14, 26: 16, 29: 15, 33: 2}, 2: {24: 7, 27: 3, 31: 2}}",{},0.0007183551788330078,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
jordan:greedy_modularity,6-15,"0,2,32,33","8,24,27","OrderedDict([(8, 1.0), (27, 1.0), (24, 1.0), (15, 0.9230769230769231), (18, 0.9230769230769231), (23, 0.9230769230769231), (26, 0.9230769230769231), (29, 0.8461538461538461), (3, 0.7), (12, 0.7), (5, 0.6), (6, 0.6), (2, 0.5), (0, 0.0), (33, 0.0), (31, 0.0)])","{0: {0: 8, 2: 13, 3: 15, 5: 14, 6: 14, 8: 18, 12: 15}, 1: {33: 4, 18: 16, 23: 16, 26: 16, 27: 17, 29: 15, 15: 16}, 2: {24: 5, 31: 2}}",{},0.0007014274597167969,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
jordan:label_propagation,6-15,"0,2,32,33",31,"OrderedDict([(31, 1.0), (8, 0.9629629629629629), (27, 0.7777777777777778), (15, 0.5925925925925926), (18, 0.5925925925925926), (23, 0.5925925925925926), (26, 0.5925925925925926), (2, 0.5555555555555556), (3, 0.5555555555555556), (12, 0.5555555555555556), (29, 0.5555555555555556), (5, 0.5185185185185185), (6, 0.5185185185185185), (0, 0.37037037037037035), (33, 0.18518518518518517), (24, 0.0)])","{0: {0: 10, 33: 5, 2: 15, 3: 15, 5: 14, 6: 14, 8: 26, 12: 15, 15: 16, 18: 16, 23: 16, 24: 0, 26: 16, 27: 21, 29: 15, 31: 27}}",{},0.00044465065002441406,0,0,0,8,1,4,16,0.0,0.6666666666666666,0.0,0.5,0
jordan:infomap,6-15,"0,2,32,33","8,27","OrderedDict([(27, 1.0), (8, 1.0), (15, 0.9166666666666666), (18, 0.9166666666666666), (23, 0.9166666666666666), (26, 0.9166666666666666), (29, 0.8333333333333334), (31, 0.8333333333333334), (3, 0.7), (12, 0.7), (5, 0.6), (6, 0.6), (2, 0.5), (24, 0.16666666666666666), (33, 0.0), (0, 0.0)])","{0: {15: 16, 18: 16, 23: 16, 24: 7, 26: 16, 27: 17, 29: 15, 31: 15, 33: 5}, 1: {0: 8, 2: 13, 3: 15, 5: 14, 6: 14, 8: 18, 12: 15}}",{},0.0005803108215332031,0,0,0,8,2,4,16,0.0,0.6666666666666666,0.0,0.5,0
jordan:surprise_communities,6-15,"0,2,32,33","5,8,15,18,24,27","OrderedDict([(8, 1.0), (27, 1.0), (24, 1.0), (23, 0.9230769230769231), (26, 0.9230769230769231), (29, 0.8461538461538461), (3, 0.7272727272727273), (12, 0.7272727272727273), (2, 0.5454545454545454), (0, 0.0), (33, 0.0), (5, 0.0), (6, 0.0), (31, 0.0), (15, 0.0), (18, 0.0)])","{0: {0: 7, 2: 13, 3: 15, 8: 18, 12: 15}, 1: {23: 16, 26: 16, 27: 17, 29: 15, 33: 4}, 2: {5: 2, 6: 2}, 3: {24: 5, 31: 2}, 4: {15: 0}, 5: {18: 0}}",{},0.0010752677917480469,4,19,0,8,6,4,16,0.0,0.6666666666666666,0.0,0.5,0
jordan:walktrap,6-15,"0,2,32,33","8,15,24","OrderedDict([(8, 1.0), (15, 1.0), (18, 1.0), (26, 1.0), (24, 1.0), (29, 0.9285714285714286), (23, 0.8571428571428571), (3, 0.7), (12, 0.7), (5, 0.6), (6, 0.6), (2, 0.5), (27, 0.2), (0, 0.0), (33, 0.0), (31, 0.0)])","{0: {0: 8, 2: 13, 3: 15, 5: 14, 6: 14, 8: 18, 12: 15}, 1: {15: 16, 18: 16, 23: 14, 26: 16, 29: 15, 33: 2}, 2: {24: 7, 27: 3, 31: 2}}",{},0.0007200241088867188,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
jordan:df_node_similarity,6-15,"0,2,32,33","8,27","OrderedDict([(27, 1.0), (8, 1.0), (15, 0.9166666666666666), (18, 0.9166666666666666), (23, 0.9166666666666666), (26, 0.9166666666666666), (29, 0.8333333333333334), (31, 0.8333333333333334), (3, 0.7), (12, 0.7), (5, 0.6), (6, 0.6), (2, 0.5), (24, 0.16666666666666666), (33, 0.0), (0, 0.0)])","{0: {33: 5, 15: 16, 18: 16, 23: 16, 24: 7, 26: 16, 27: 17, 29: 15, 31: 15}, 1: {0: 8, 2: 13, 3: 15, 5: 14, 6: 14, 8: 18, 12: 15}}",{},0.0005805492401123047,0,0,0,8,2,4,16,0.0,0.6666666666666666,0.0,0.5,0
netsleuth-cm:leiden,6-15,"0,2,32,33","3,26,27","OrderedDict([(3, 1.0), (26, 1.0), (27, 1.0), (24, 0.868347502412604), (8, 0.8513628280154698), (23, 0.8132704479766755), (29, 0.8132704479766751), (5, 0.6464409427087761), (33, 0.6442160380257376), (12, 0.5822389639692708), (15, 0.4352532954302616), (0, 0.2168843638762179), (6, 0.10411330329974129), (2, 0.0), (18, 0.0), (31, 0.0)])","{0: {0: -0.15430334996209194, 2: -0.37796447300922725, 3: 0.6532814824381885, 5: 0.28867513459481275, 6: -0.27059805007309895, 8: 0.4999999999999999, 12: 0.22246710368797687}, 1: {15: -0.408248290463863, 18: -0.8783100656536798, 23: 8.41517653173943e-17, 26: 0.2016628607434561, 29: -2.810640140980951e-16, 33: -0.18257418583505536}, 2: {24: 0.4082482904638628, 27: 0.5773502691896256, 31: -0.7071067811865474}}",{},0.0020554065704345703,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
netsleuth-cm:eigenvector,6-15,"0,2,32,33","3,26,27","OrderedDict([(3, 1.0), (26, 1.0), (27, 1.0), (24, 0.868347502412604), (8, 0.8513628280154698), (23, 0.8132704479766755), (29, 0.8132704479766751), (5, 0.6464409427087761), (33, 0.6442160380257376), (12, 0.5822389639692708), (15, 0.4352532954302616), (0, 0.2168843638762179), (6, 0.10411330329974129), (2, 0.0), (18, 0.0), (31, 0.0)])","{0: {0: -0.15430334996209194, 2: -0.37796447300922725, 3: 0.6532814824381885, 5: 0.28867513459481275, 6: -0.27059805007309895, 8: 0.4999999999999999, 12: 0.22246710368797687}, 1: {15: -0.408248290463863, 18: -0.8783100656536798, 23: 8.41517653173943e-17, 26: 0.2016628607434561, 29: -2.810640140980951e-16, 33: -0.18257418583505536}, 2: {24: 0.4082482904638628, 27: 0.5773502691896256, 31: -0.7071067811865474}}",{},0.0019259452819824219,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
netsleuth-cm:louvain,6-15,"0,2,32,33","3,26,27","OrderedDict([(3, 1.0), (26, 1.0), (27, 1.0), (24, 0.868347502412604), (8, 0.8513628280154698), (23, 0.8132704479766755), (29, 0.8132704479766751), (5, 0.6464409427087761), (33, 0.6442160380257376), (12, 0.5822389639692708), (15, 0.4352532954302616), (0, 0.2168843638762179), (6, 0.10411330329974129), (2, 0.0), (18, 0.0), (31, 0.0)])","{0: {0: -0.15430334996209194, 2: -0.37796447300922725, 3: 0.6532814824381885, 5: 0.28867513459481275, 6: -0.27059805007309895, 8: 0.4999999999999999, 12: 0.22246710368797687}, 1: {15: -0.408248290463863, 18: -0.8783100656536798, 23: 8.41517653173943e-17, 26: 0.2016628607434561, 29: -2.810640140980951e-16, 33: -0.18257418583505536}, 2: {24: 0.4082482904638628, 27: 0.5773502691896256, 31: -0.7071067811865474}}",{},0.001920938491821289,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
netsleuth-cm:greedy_modularity,6-15,"0,2,32,33","3,18,31","OrderedDict([(3, 1.0), (18, 1.0), (31, 1.0), (8, 0.8513628280154698), (5, 0.6464409427087761), (27, 0.5929631451710251), (12, 0.5822389639692708), (23, 0.29280609469618757), (29, 0.29280609469618757), (26, 0.2928060946961875), (0, 0.2168843638762179), (33, 0.173268507099069), (6, 0.10411330329974129), (2, 0.0), (15, 0.0), (24, 0.0)])","{0: {0: -0.15430334996209194, 2: -0.37796447300922725, 3: 0.6532814824381885, 5: 0.28867513459481275, 6: -0.27059805007309895, 8: 0.4999999999999999, 12: 0.22246710368797687}, 1: {33: -0.15430334996209194, 18: 0.9128709291752769, 23: 7.050832441107965e-17, 26: -3.9402333667626376e-17, 27: 0.38745334696820144, 29: -1.0395357831055077e-17, 15: -0.37796447300922725}, 2: {24: -0.7071067811865475, 31: 0.7071067811865475}}",{},0.0019371509552001953,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
netsleuth-cm:label_propagation,6-15,"0,2,32,33",31,"OrderedDict([(31, 1.0), (27, 0.7180909246139583), (29, 0.625102825431515), (6, 0.5840285769136107), (24, 0.38937935844985444), (0, 0.37850111825599253), (3, 0.3727689899556639), (8, 0.3616169393399126), (33, 0.35652625130457893), (5, 0.3531170135378296), (15, 0.33537805705972745), (18, 0.3090767756138594), (23, 0.2962495243177413), (26, 0.2537179149861575), (2, 0.24006734271466987), (12, 0.0)])","{0: {0: 0.024147958589636417, 33: -2.53343312898495e-15, 2: -0.12797551440204824, 3: 0.017848980892393587, 5: -0.0037463768311214703, 6: 0.24999999999999983, 8: 0.005594105490684008, 12: -0.3917830843598535, 15: -0.02323953633027655, 18: -0.05214174796202455, 23: -0.06623748441414562, 24: 0.03610194649365081, 26: -0.11297503887400182, 27: 0.39731975523926966, 29: 0.2951360754312591, 31: 0.707106781186547}}",{},0.0009267330169677734,0,0,0,8,1,4,16,0.0,0.6666666666666666,0.0,0.5,0
netsleuth-cm:infomap,6-15,"0,2,32,33","3,27","OrderedDict([(27, 1.0), (3, 1.0), (26, 0.9647734176541894), (8, 0.8513628280154698), (31, 0.7179159024780541), (5, 0.6464409427087761), (12, 0.5822389639692708), (15, 0.49683145440413706), (33, 0.4416669696033177), (29, 0.4416669696033172), (18, 0.2305231515386662), (0, 0.2168843638762179), (24, 0.1054408280580012), (6, 0.10411330329974129), (23, 0.0), (2, 0.0)])","{0: {15: 0.05468986294688427, 18: -0.20932718784072082, 23: -0.4378669740682951, 24: -0.33333333333333365, 26: 0.5186057669863123, 27: 0.55352926835745, 29: -6.69706457713133e-16, 31: 0.27387215402613535, 33: -1.7644511985851038e-16}, 1: {0: -0.15430334996209194, 2: -0.37796447300922725, 3: 0.6532814824381885, 5: 0.28867513459481275, 6: -0.27059805007309895, 8: 0.4999999999999999, 12: 0.22246710368797687}}",{},0.00142669677734375,0,0,0,8,2,4,16,0.0,0.6666666666666666,0.0,0.5,0
netsleuth-cm:surprise_communities,6-15,"0,2,32,33","6,8,15,18,29,31","OrderedDict([(8, 1.0), (29, 1.0), (6, 1.0), (31, 1.0), (27, 0.8010876326203418), (0, 0.4650765273696113), (33, 0.3725670542978118), (2, 0.22304627355267526), (23, 0.17867961124510195), (12, 0.16591068104034992), (3, 0.0), (26, 0.0), (5, 0.0), (24, 0.0), (15, 0.0), (18, 0.0)])","{0: {0: -0.22360679774997896, 2: -0.4472135954999579, 3: -0.6532814824381882, 8: 0.27059805007309873, 12: -0.5000000000000004}, 1: {23: -0.4472135954999579, 26: -0.6532814824381883, 27: 0.2705980500730983, 29: 0.5, 33: -0.22360679774997896}, 2: {5: -0.7071067811865475, 6: 0.7071067811865475}, 3: {24: -0.7071067811865475, 31: 0.7071067811865475}, 4: {15: 1.0}, 5: {18: 1.0}}",{},0.0032901763916015625,4,19,0,8,6,4,16,0.0,0.6666666666666666,0.0,0.5,0
netsleuth-cm:walktrap,6-15,"0,2,32,33","3,26,27","OrderedDict([(3, 1.0), (26, 1.0), (27, 1.0), (24, 0.868347502412604), (8, 0.8513628280154698), (23, 0.8132704479766755), (29, 0.8132704479766751), (5, 0.6464409427087761), (33, 0.6442160380257376), (12, 0.5822389639692708), (15, 0.4352532954302616), (0, 0.2168843638762179), (6, 0.10411330329974129), (2, 0.0), (18, 0.0), (31, 0.0)])","{0: {0: -0.15430334996209194, 2: -0.37796447300922725, 3: 0.6532814824381885, 5: 0.28867513459481275, 6: -0.27059805007309895, 8: 0.4999999999999999, 12: 0.22246710368797687}, 1: {15: -0.408248290463863, 18: -0.8783100656536798, 23: 8.41517653173943e-17, 26: 0.2016628607434561, 29: -2.810640140980951e-16, 33: -0.18257418583505536}, 2: {24: 0.4082482904638628, 27: 0.5773502691896256, 31: -0.7071067811865474}}",{},0.0019259452819824219,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
netsleuth-cm:df_node_similarity,6-15,"0,2,32,33","3,27","OrderedDict([(27, 1.0), (3, 1.0), (26, 0.9647734176541894), (8, 0.8513628280154698), (31, 0.7179159024780541), (5, 0.6464409427087761), (12, 0.5822389639692708), (15, 0.49683145440413706), (33, 0.4416669696033177), (29, 0.4416669696033172), (18, 0.2305231515386662), (0, 0.2168843638762179), (24, 0.1054408280580012), (6, 0.10411330329974129), (23, 0.0), (2, 0.0)])","{0: {33: -1.7644511985851038e-16, 15: 0.05468986294688427, 18: -0.20932718784072082, 23: -0.4378669740682951, 24: -0.33333333333333365, 26: 0.5186057669863123, 27: 0.55352926835745, 29: -6.69706457713133e-16, 31: 0.27387215402613535}, 1: {0: -0.15430334996209194, 2: -0.37796447300922725, 3: 0.6532814824381885, 5: 0.28867513459481275, 6: -0.27059805007309895, 8: 0.4999999999999999, 12: 0.22246710368797687}}",{},0.0014259815216064453,0,0,0,8,2,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensembleRJN:leiden,6-15,"0,2,32,33","8,24,26",{},"{0: {0: 0.40562812129207265, 2: 0.1875, 3: 0.5875, 5: 0.4154803142362587, 6: 0.2347044344332471, 8: 0.6171209426718233, 12: 0.42741298798975685}, 1: {15: 0.49175109847675386, 18: 0.3466666666666667, 23: 0.5568044350398442, 26: 0.6666666666666666, 29: 0.6472806255160345, 33: 0.5480720126752459}, 2: {24: 0.9561158341375346, 27: 0.39999999999999997, 31: 0.0}}",{},0.004244327545166016,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensembleRJN:eigenvector,6-15,"0,2,32,33","8,24,26",{},"{0: {0: 0.40562812129207265, 2: 0.1875, 3: 0.5875, 5: 0.4154803142362587, 6: 0.2347044344332471, 8: 0.6171209426718233, 12: 0.42741298798975685}, 1: {15: 0.49175109847675386, 18: 0.3466666666666667, 23: 0.5568044350398442, 26: 0.6666666666666666, 29: 0.6472806255160345, 33: 0.5480720126752459}, 2: {24: 0.9561158341375346, 27: 0.39999999999999997, 31: 0.0}}",{},0.0041925907135009766,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensembleRJN:louvain,6-15,"0,2,32,33","8,24,26",{},"{0: {0: 0.40562812129207265, 2: 0.1875, 3: 0.5875, 5: 0.4154803142362587, 6: 0.2347044344332471, 8: 0.6171209426718233, 12: 0.42741298798975685}, 1: {15: 0.49175109847675386, 18: 0.3466666666666667, 23: 0.5568044350398442, 26: 0.6666666666666666, 29: 0.6472806255160345, 33: 0.5480720126752459}, 2: {24: 0.9561158341375346, 27: 0.39999999999999997, 31: 0.0}}",{},0.004253864288330078,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensembleRJN:greedy_modularity,6-15,"0,2,32,33","8,18,24",{},"{0: {0: 0.40562812129207265, 2: 0.1875, 3: 0.5875, 5: 0.4154803142362587, 6: 0.2347044344332471, 8: 0.6171209426718233, 12: 0.42741298798975685}, 1: {33: 0.3910895023663563, 18: 0.6568986568986569, 23: 0.4211673551307194, 26: 0.40529433925770353, 27: 0.5309877150570084, 29: 0.39552632948969374, 15: 0.3235653235653236}, 2: {24: 0.3333333333333333, 31: 0.3333333333333333}}",{},0.0043201446533203125,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensembleRJN:label_propagation,6-15,"0,2,32,33",31,{},"{0: {0: 0.3118024176674132, 33: 0.5139038121632548, 2: 0.31429599180302514, 3: 0.31211906202747647, 5: 0.29194770189629554, 6: 0.3689182230215559, 8: 0.5785065312491586, 12: 0.1865877097293647, 15: 0.32849138532122685, 18: 0.31972429150593745, 23: 0.30528023812859656, 24: 0.13142939811816093, 26: 0.29177732566430875, 27: 0.5479450139342252, 29: 0.39355279366235685, 31: 0.9438990182328192}}",{},0.004935503005981445,0,0,0,8,1,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensembleRJN:infomap,6-15,"0,2,32,33","8,27",{},"{0: {15: 0.5020302378877988, 18: 0.41326080359930845, 23: 0.33641975308641975, 24: 0.09070249824155596, 26: 0.6436076001234129, 27: 0.6975308641975309, 29: 0.44146100632867774, 31: 0.56235056831573, 33: 0.48055565653443927}, 1: {0: 0.40562812129207265, 2: 0.1875, 3: 0.5875, 5: 0.4154803142362587, 6: 0.2347044344332471, 8: 0.6171209426718233, 12: 0.42741298798975685}}",{},0.003994941711425781,0,0,0,8,2,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensembleRJN:surprise_communities,6-15,"0,2,32,33","6,8,15,18,29,31",{},"{0: {0: 0.4883588424565371, 2: 0.33950027300240687, 3: 0.32575757575757575, 8: 0.6666666666666666, 12: 0.29772780277102573}, 1: {23: 0.4783632892184528, 26: 0.3076923076923077, 27: 0.6003625442067806, 29: 0.7264957264957266, 33: 0.4575223514326039}, 2: {5: 0.0, 6: 0.3333333333333333}, 3: {24: 0.3333333333333333, 31: 0.3333333333333333}, 4: {15: 0.0}, 5: {18: 0.0}}",{},0.005824565887451172,4,19,0,8,6,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensembleRJN:walktrap,6-15,"0,2,32,33","8,24,26",{},"{0: {0: 0.40562812129207265, 2: 0.1875, 3: 0.5875, 5: 0.4154803142362587, 6: 0.2347044344332471, 8: 0.6171209426718233, 12: 0.42741298798975685}, 1: {15: 0.49175109847675386, 18: 0.3466666666666667, 23: 0.5568044350398442, 26: 0.6666666666666666, 29: 0.6472806255160345, 33: 0.5480720126752459}, 2: {24: 0.9561158341375346, 27: 0.39999999999999997, 31: 0.0}}",{},0.004334449768066406,1,0,0,8,3,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensembleRJN:df_node_similarity,6-15,"0,2,32,33","8,27",{},"{0: {33: 0.48055565653443927, 15: 0.5020302378877988, 18: 0.41326080359930845, 23: 0.33641975308641975, 24: 0.09070249824155596, 26: 0.6436076001234129, 27: 0.6975308641975309, 29: 0.44146100632867774, 31: 0.56235056831573}, 1: {0: 0.40562812129207265, 2: 0.1875, 3: 0.5875, 5: 0.4154803142362587, 6: 0.2347044344332471, 8: 0.6171209426718233, 12: 0.42741298798975685}}",{},0.004051685333251953,0,0,0,8,2,4,16,0.0,0.6666666666666666,0.0,0.5,0
ensemble-centralities:leiden,6-15,"0,2,32,33","0,24,33",{},"{0: {0: 1.0, 2: 0.15, 3: 0.15, 5: 0.0, 6: 0.0, 8: 0.0, 12: 0.0}, 1: {15: 0.0, 18: 0.0, 23: 0.125, 26: 0.125, 29: 0.2833333333333334, 33: 1.0}, 2: {24: 1.0, 27: 0.0, 31: 0.0}}",{},0.0011818408966064453,1,0,2,10,1,2,16,0.5,0.8333333333333334,0.6666666666666666,0.75,0.5714285714285715
ensemble-centralities:eigenvector,6-15,"0,2,32,33","0,24,33",{},"{0: {0: 1.0, 2: 0.15, 3: 0.15, 5: 0.0, 6: 0.0, 8: 0.0, 12: 0.0}, 1: {15: 0.0, 18: 0.0, 23: 0.125, 26: 0.125, 29: 0.2833333333333334, 33: 1.0}, 2: {24: 1.0, 27: 0.0, 31: 0.0}}",{},0.0011606216430664062,1,0,2,10,1,2,16,0.5,0.8333333333333334,0.6666666666666666,0.75,0.5714285714285715
ensemble-centralities:louvain,6-15,"0,2,32,33","0,24,33",{},"{0: {0: 1.0, 2: 0.15, 3: 0.15, 5: 0.0, 6: 0.0, 8: 0.0, 12: 0.0}, 1: {15: 0.0, 18: 0.0, 23: 0.125, 26: 0.125, 29: 0.2833333333333334, 33: 1.0}, 2: {24: 1.0, 27: 0.0, 31: 0.0}}",{},0.0011594295501708984,1,0,2,10,1,2,16,0.5,0.8333333333333334,0.6666666666666666,0.75,0.5714285714285715
