neighbors_probability,node_on_path,degree,infected
0.7407407407407407,0.8759259259259259,0.08108108108108109,1
0.7419354838709677,0.7913978494623656,0.031031031031031032,1
0.6578947368421053,0.8790896159317212,0.03803803803803804,1
0.8333333333333334,0.8369565217391305,0.024024024024024024,1
0.6730769230769231,0.9027149321266968,0.05205205205205205,1
0.6060606060606061,0.8503787878787878,0.03303303303303303,1
0.7,0.7555555555555555,0.01001001001001001,1
0.7333333333333333,0.8761904761904762,0.015015015015015015,1
0.6666666666666666,0.8181818181818182,0.012012012012012012,1
0.75,0.5757575757575758,0.012012012012012012,1
0.8,0.6444444444444445,0.01001001001001001,1
0.7142857142857143,0.5714285714285714,0.007007007007007007,1
0.5,0.4666666666666667,0.006006006006006006,1
0.8333333333333334,0.6666666666666666,0.006006006006006006,1
0.8571428571428571,0.5714285714285714,0.007007007007007007,1
0.8333333333333334,0.8,0.006006006006006006,1
0.5833333333333334,0.803030303030303,0.012012012012012012,1
0.5,0.6785714285714286,0.008008008008008008,1
0.6666666666666666,0.4,0.006006006006006006,1
0.8,0.4,0.005005005005005005,1
0.8333333333333334,0.3333333333333333,0.006006006006006006,1
0.6,0.2,0.005005005005005005,1
0.6,0.5,0.005005005005005005,1
1.0,0.7857142857142857,0.008008008008008008,1
1.0,0.4,0.006006006006006006,1
0.6,0.4,0.005005005005005005,0
1.0,0.4,0.005005005005005005,1
0.7142857142857143,0.6666666666666666,0.007007007007007007,1
0.6666666666666666,0.6666666666666666,0.006006006006006006,1
0.5,0.8,0.006006006006006006,1
1.0,0.3,0.005005005005005005,1
0.8,0.2,0.005005005005005005,0
0.8,0.6,0.005005005005005005,1
0.7857142857142857,0.8333333333333334,0.028028028028028028,1
0.6666666666666666,0.7575757575757576,0.012012012012012012,1
1.0,0.8095238095238095,0.007007007007007007,1
0.3333333333333333,0.6666666666666666,0.006006006006006006,1
0.3333333333333333,0.8666666666666667,0.006006006006006006,0
0.6363636363636364,0.9272727272727272,0.011011011011011011,1
0.625,0.9285714285714286,0.008008008008008008,0
0.5,0.6666666666666666,0.006006006006006006,0
0.8,0.7,0.005005005005005005,0
0.7087378640776699,0.8475157053112508,0.1031031031031031,1
0.574468085106383,0.8075855689176689,0.04704704704704705,1
0.625,0.6884057971014492,0.024024024024024024,1
0.8823529411764706,0.75,0.017017017017017015,1
0.8571428571428571,0.7252747252747253,0.014014014014014014,1
0.625,0.6785714285714286,0.008008008008008008,1
0.42857142857142855,0.6190476190476191,0.007007007007007007,1
0.8,0.7333333333333333,0.01001001001001001,0
1.0,0.6666666666666666,0.006006006006006006,1
0.375,0.6071428571428571,0.008008008008008008,1
0.6666666666666666,0.6666666666666666,0.006006006006006006,1
0.8333333333333334,0.4666666666666667,0.006006006006006006,1
0.8333333333333334,0.5333333333333333,0.006006006006006006,0
0.6,0.7,0.005005005005005005,1
1.0,0.7,0.005005005005005005,0
0.6,0.8,0.005005005005005005,1
0.8,0.7,0.005005005005005005,1
