method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN,ALL
label_propagation,0.05,0.8516800573777754,0.5842899283326559,0.03458971298975638,0.06531292863551492,160,37298,5745,815,"[16, 18, 14, 4, 19, 3, 4, 4, 19, 2, 21, 17, 3, 16, 2387, 2109, 2564, 2723, 2893, 2322, 2880, 3207, 2828, 2413, 2983, 2965, 2054, 2970, 241, 899, 255, 208, 677, 428, 235, 275, 230, 887, 254, 419, 512, 225, 15, 13, 16, 1, 20, 0, 1, 1, 351, 1, 360, 18, 0, 18]"
infomap,0.05,0.9631141644853602,0.5801226783219429,0.4202384090297149,0.487403667460669,153,42182,861,822,"[16, 21, 13, 4, 17, 3, 4, 4, 16, 2, 19, 15, 3, 16, 2622, 2992, 2735, 2925, 3472, 2578, 3109, 3476, 3058, 3043, 3237, 3256, 2485, 3194, 6, 16, 84, 6, 98, 172, 6, 6, 0, 257, 0, 128, 81, 1, 15, 10, 17, 1, 22, 0, 1, 1, 354, 1, 362, 20, 0, 18]"
surprise_communities,0.05,0.5289434101206707,0.8583096795031404,0.03218994341604457,0.06205267089519439,725,22598,20445,250,"[28, 25, 25, 4, 32, 3, 5, 5, 268, 2, 264, 30, 3, 31, 1388, 1506, 1468, 1608, 1864, 1408, 1609, 1843, 1706, 1617, 1817, 1767, 1319, 1678, 1240, 1502, 1351, 1323, 1706, 1342, 1506, 1639, 1352, 1683, 1420, 1617, 1247, 1517, 3, 6, 5, 1, 7, 0, 0, 0, 102, 1, 117, 5, 0, 3]"
walktrap,0.05,0.6601079652877153,0.7903514017772625,0.028246154610972858,0.054543011318279384,429,28594,14449,546,"[24, 26, 17, 5, 28, 3, 5, 5, 132, 3, 127, 27, 3, 24, 1794, 1898, 1979, 2035, 2332, 1757, 2169, 2290, 2108, 1941, 2213, 2171, 1645, 2262, 834, 1110, 840, 896, 1238, 993, 946, 1192, 950, 1359, 1024, 1213, 921, 933, 7, 5, 13, 0, 11, 0, 0, 0, 238, 0, 254, 8, 0, 10]"
df_node_similarity,0.05,0.9572374062293861,0.7073440858486526,0.3843691080423617,0.49808176154336775,127,41968,1075,848,"[12, 16, 13, 4, 13, 3, 4, 4, 15, 3, 15, 9, 3, 13, 2616, 2812, 2792, 2925, 3523, 2494, 3102, 3465, 3058, 2944, 3236, 3324, 2485, 3192, 12, 196, 27, 6, 47, 256, 13, 17, 0, 356, 1, 60, 81, 3, 19, 15, 17, 1, 26, 0, 1, 1, 355, 0, 366, 26, 0, 21]"
leiden,0.1,0.8596956415952502,0.5821831667825184,0.04405549738424356,0.08191244153046397,246,37567,5476,729,"[16, 15, 14, 4, 15, 3, 4, 4, 65, 2, 71, 14, 3, 16, 2313, 2562, 2421, 2603, 3067, 2314, 2785, 3120, 2747, 2745, 2880, 2901, 2203, 2906, 315, 446, 398, 328, 503, 436, 330, 362, 311, 555, 357, 483, 363, 289, 15, 16, 16, 1, 24, 0, 1, 1, 305, 1, 310, 21, 0, 18]"
eigenvector,0.1,0.8938523367234605,0.655128440782855,0.06920285430901914,0.1251823809033138,278,39062,3981,697,"[14, 19, 16, 5, 19, 3, 5, 5, 88, 2, 64, 18, 3, 17, 2436, 2629, 2529, 2761, 3300, 2402, 2784, 3169, 2825, 2864, 3033, 3105, 2224, 3001, 192, 379, 290, 170, 270, 348, 331, 313, 233, 436, 204, 279, 342, 194, 17, 12, 14, 0, 20, 0, 0, 0, 282, 1, 317, 17, 0, 17]"
louvain,0.1,0.8693696113212938,0.5774083320882382,0.038329741339314126,0.0718874241214548,182,38052,4991,793,"[16, 14, 12, 4, 16, 3, 5, 4, 36, 2, 38, 13, 3, 16, 2386, 2571, 2543, 2635, 3147, 2275, 2812, 3129, 2769, 2728, 2931, 3010, 2215, 2901, 242, 437, 276, 296, 423, 475, 303, 353, 289, 572, 306, 374, 351, 294, 15, 17, 18, 1, 23, 0, 0, 1, 334, 1, 343, 22, 0, 18]"
greedy_modularity,0.1,0.9135630739625814,0.5039526602071559,0.059511336283577486,0.10645186354186069,144,40036,3007,831,"[11, 10, 9, 4, 9, 3, 4, 4, 31, 2, 33, 9, 3, 12, 2524, 2750, 2618, 2764, 3236, 2407, 2952, 3191, 2932, 2960, 3114, 3237, 2298, 3053, 104, 258, 201, 167, 334, 343, 163, 291, 126, 340, 123, 147, 268, 142, 20, 21, 21, 1, 30, 0, 1, 1, 339, 1, 348, 26, 0, 22]"
label_propagation,0.1,0.8928048413374169,0.5335396094745555,0.038617923884636536,0.07202279381749249,126,39130,3913,849,"[14, 15, 10, 4, 13, 3, 4, 4, 14, 2, 15, 14, 3, 11, 2454, 2402, 2633, 2784, 3129, 2431, 2950, 3295, 2899, 2719, 3057, 3096, 2244, 3037, 174, 606, 186, 147, 441, 319, 165, 187, 159, 581, 180, 288, 322, 158, 17, 16, 20, 1, 26, 0, 1, 1, 356, 1, 366, 21, 0, 23]"
