method,threshold,ACC,recall,PPV,f12,TP,TN,FP,FN,ALL
leiden,0.55,0.9355299583233047,0.284439103062862,0.582115762094094,0.38214887921449314,190,59316,117,4025,"[44, 16, 34, 19, 15, 7, 11, 9, 35, 5419, 6945, 6144, 7070, 6926, 6611, 7051, 7048, 6102, 7, 7, 6, 13, 21, 23, 16, 17, 7, 1221, 111, 1231, 108, 112, 6, 2, 4, 1230]"
louvain,0.55,0.9360996041364373,0.3153225564043777,0.6961011653166572,0.4340345084851686,181,59361,72,4034,"[29, 20, 30, 20, 18, 10, 11, 9, 34, 5424, 6948, 6146, 7075, 6930, 6621, 7055, 7060, 6102, 2, 4, 4, 8, 17, 13, 12, 5, 7, 1236, 107, 1235, 107, 109, 3, 2, 4, 1231]"
infomap,0.55,0.922218496904139,0.34293547754691195,0.30996064547652663,0.3256153566512318,773,57897,1536,3442,"[204, 39, 210, 40, 34, 5, 9, 8, 224, 5353, 6744, 6065, 6867, 6728, 6448, 6814, 6825, 6053, 73, 208, 85, 216, 219, 186, 253, 240, 56, 1061, 88, 1055, 87, 93, 8, 4, 5, 1041]"
df_node_similarity,0.55,0.9331680313171508,0.1888943951936078,0.469639867270059,0.2694236085906876,81,59274,159,4134,"[24, 1, 25, 1, 1, 1, 1, 1, 26, 5414, 6932, 6133, 7058, 6929, 6614, 7052, 7049, 6093, 12, 20, 17, 25, 18, 20, 15, 16, 16, 1241, 126, 1240, 126, 126, 12, 12, 12, 1239]"
eigenvector,0.55,0.9889609964810061,0.25762164344841515,0.35408346134152585,0.2982468595223902,56,41642,106,364,"[20, 17, 3, 2, 6, 8, 6930, 7058, 6945, 6626, 7042, 7041, 22, 25, 2, 8, 25, 24, 107, 110, 124, 11, 7, 5]"
surprise_communities,0.55,0.9568068981576352,0.10670300827781143,0.035848869406605345,0.0536672300804263,55,40289,1459,365,"[17, 18, 17, 1, 1, 1, 6709, 6835, 6721, 6387, 6819, 6818, 243, 248, 226, 247, 248, 247, 110, 109, 110, 12, 12, 12]"
greedy_modularity,0.55,0.9883724174153418,0.3238037552998183,0.20315738671001826,0.24966973649215815,39,34638,158,254,"[10, 10, 8, 7, 4, 7045, 6925, 6604, 7037, 7027, 38, 22, 30, 30, 38, 117, 117, 5, 6, 9]"
walktrap,0.55,0.9833359274313288,0.2503937007874016,0.1158589157823923,0.15841712184159001,45,34458,338,248,"[13, 19, 5, 4, 4, 7035, 6856, 6540, 7009, 7018, 48, 91, 94, 58, 47, 114, 108, 8, 9, 9]"
label_propagation,0.55,0.9960121387299771,0.07692307692307693,0.060599415204678354,0.06779245205871529,3,20719,47,36,"[1, 1, 1, 6620, 7052, 7047, 14, 15, 18, 12, 12, 12]"
