graph,community,nodes,sources,detected,difference,sources_ratio,nmi,sizes,avg_sizes,time
footbal,df_node_similarity,89,2,7,-5,5,0.36152937647668153,15|19|9|11|12|11|12,12.714285714285714,0.09975266456604004
footbal,df_node_similarity,69,2,5,-3,5,0.27306883872486917,11|14|16|14|14,13.8,0.07698893547058105
footbal,df_node_similarity,51,2,6,-4,5,0.32182825162477787,8|11|7|6|5|14,8.5,0.07800459861755371
footbal,df_node_similarity,77,6,6,0,4,0.4284944342971418,16|9|21|9|9|13,12.833333333333334,0.07402610778808594
footbal,df_node_similarity,88,6,5,1,5,0.413399306395602,20|15|16|19|18,17.6,0.11145234107971191
footbal,df_node_similarity,102,6,8,-2,5,0.3610542437481007,11|14|17|12|14|9|15|10,12.75,0.207960844039917
footbal,df_node_similarity,99,12,7,5,7,0.5848738872204519,18|12|10|11|15|13|20,14.142857142857142,0.2321627140045166
footbal,df_node_similarity,107,12,7,5,6,0.5353494673572199,9|24|21|13|10|14|16,15.285714285714286,0.1744670867919922
footbal,df_node_similarity,102,12,6,6,6,0.48681302575450636,26|11|18|14|15|18,17.0,0.11515069007873535
