type,sources,avg_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
centrality:betweenness,2,2.0,0,36,2,2,40,0.0,0.9473684210526315,0.0,0.9,0
centrality:betweenness,2,3.0,1,52,1,1,55,0.5,0.9811320754716981,0.5,0.9636363636363636,0.5
centrality:betweenness,12,2.0,11,90,1,1,103,0.9166666666666666,0.989010989010989,0.9166666666666666,0.9805825242718447,0.9166666666666666
