graph,community,nodes,sources,detected,difference,sources_ratio,nmi,sizes,avg_sizes,time
watts_strogatz_graph_1,leiden,90,2,9,-7,2,0.2769942910871254,18|13|12|10|10|8|8|7|4,10.0,0.003505229949951172
watts_strogatz_graph_1,df_node_similarity,90,2,6,-4,2,0.3334499834789057,18|14|22|4|16|16,15.0,0.09849977493286133
watts_strogatz_graph_1,leiden,177,2,10,-8,2,0.14528715877517415,25|23|21|19|18|17|15|14|14|11,17.7,0.007162809371948242
watts_strogatz_graph_1,df_node_similarity,177,2,8,-6,2,0.11268936176398824,34|26|27|13|24|12|15|26,22.125,0.2846653461456299
watts_strogatz_graph_1,leiden,174,2,11,-9,2,0.08979834307243524,21|21|19|17|17|17|16|15|11|10|10,15.818181818181818,0.00718235969543457
watts_strogatz_graph_1,df_node_similarity,174,2,8,-6,2,0.1118192196701847,41|27|14|16|24|19|10|23,21.75,0.44690680503845215
watts_strogatz_graph_1,leiden,162,5,11,-6,5,0.4184683066168319,18|18|18|18|16|16|15|13|12|11|7,14.727272727272727,0.006171226501464844
watts_strogatz_graph_1,df_node_similarity,162,5,11,-6,5,0.44729492254770575,14|16|14|9|9|20|10|9|22|12|27,14.727272727272727,0.18628716468811035
watts_strogatz_graph_1,leiden,189,5,12,-7,3,0.24725956153525822,23|19|18|18|17|16|15|15|15|14|11|8,15.75,0.0075931549072265625
watts_strogatz_graph_1,df_node_similarity,189,5,11,-6,5,0.22712712710897293,15|14|18|26|12|11|24|11|32|10|16,17.181818181818183,0.3859889507293701
watts_strogatz_graph_1,leiden,194,5,12,-7,4,0.2871657304282025,25|19|19|17|17|16|16|16|15|14|13|7,16.166666666666668,0.007648944854736328
watts_strogatz_graph_1,df_node_similarity,194,5,10,-5,5,0.21715737889376346,28|19|19|14|22|18|24|20|20|10,19.4,0.2678968906402588
watts_strogatz_graph_1,leiden,458,50,15,35,14,0.4400888601842515,38|38|38|36|35|34|34|31|30|30|26|26|23|22|17,30.533333333333335,0.025928497314453125
watts_strogatz_graph_1,df_node_similarity,458,50,11,39,11,0.38776239143492636,46|34|35|31|34|64|45|42|34|50|43,41.63636363636363,2.449570417404175
watts_strogatz_graph_1,leiden,440,50,15,35,14,0.45674943523085143,41|41|38|37|37|32|31|30|28|24|24|23|22|18|14,29.333333333333332,0.021559715270996094
watts_strogatz_graph_1,df_node_similarity,440,50,12,38,12,0.40194461831543415,46|41|58|24|50|33|26|19|32|35|32|44,36.666666666666664,1.9376559257507324
watts_strogatz_graph_1,leiden,444,50,16,34,16,0.4681614687997624,42|35|33|31|30|30|29|29|28|27|26|26|24|20|19|15,27.75,0.0219879150390625
watts_strogatz_graph_1,df_node_similarity,444,50,13,37,13,0.4231997591971321,40|36|33|24|40|32|32|52|25|39|31|22|38,34.15384615384615,1.5574662685394287
