graph,method,n,e,real communities,found communities,time,m_nmimodularity,pcov,pper
sp_data,louvain,236,5899,236,5,34,-1,0.3754213184756304,0.5970503475165282,0.8250991705733862
sp_data,leiden,236,5899,236,6,49,-1,0.37578432574718446,0.5806068825224614,0.8371799495131627
sp_data,label_propagation,236,5899,236,1,6,-1,0.0,1.0,0.2127298954201226
sp_data,greedy_modularity,236,5899,236,3,203,-1,0.3222477363125755,0.7080861162908968,0.7193653083303282
sp_data,eigenvector,236,5899,236,5,53,-1,0.32737271389403144,0.5772164773690456,0.7865849260728452
sp_data,infomap,236,5899,236,4,398,-1,0.2909333014083114,0.7370740803526021,0.6731337901190046
sp_data,markov_clustering,236,5899,236,2,138,-1,0.2818916414673276,0.7996270554331243,0.6121529029931482
sp_data,surprise_communities,236,5899,236,8,51,-1,0.3639413571983219,0.51178165790812,0.8695636494771006
sp_data,walktrap,236,5899,236,3,58,-1,0.33745824963767523,0.7145278860823868,0.7224666426253156
