graph,n,e,real communities,found communities,time,m_nmimodularity,pcov,pper
dblp,louvain,317080,1049866,13477,207,93985,-1,0.82176981764171,0.8420731788628263,0.9820265487312692
dblp,leiden,317080,1049866,13477,236,8098,-1,0.8312080289597981,0.8513057856907453,0.9818258562850287
